,hash,rng-PCG64,rng-MT19937,rng-Philox,rng-SFC64,rng-numpy
0,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.0005499555531729895,0.0006914111349033192,0.0011990713893384156,,0.0007007152007039016
1,37a1ad069a800f5ef98286f25fb3fb632375168d,0.0011858457243458056,0.0014543378575971083,0.0019184446670503046,,0.0007036661661307638
2,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.0012002468332260225,0.0014539021399936505,0.001791289583100782,0.0009482866351556202,0.0007034215988824144
3,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.0011995864446766467,0.0014552274972499746,0.0017921253335468161,0.000947311361828311,0.0007024957672304784
4,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.0012015147787880981,0.001455381784970606,0.001777626831123295,0.0009470574547198008,0.0007021055343405655
5,53adf81bc503d749b13160a27e49160c5bbe48d7,0.0012019545554519733,0.0014563152840959708,0.0017787670828208015,0.0009510242261140692,0.000702939199982211
6,49e00940a82f9590d774539cd188b634c29fc39f,0.0012031509443962325,0.0014569102869635181,0.0017756475839026584,0.0009502457727318291,0.000703342900184604
7,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.0012020596655525474,0.0014590285011633697,0.0017793327521455164,0.0009821315444159236,0.0007050748671948289
8,ae88e02a48c4744afd22c63be388870037f3c84c,0.0012048902782326979,0.0014588139996963684,0.001784244249089776,0.000982536045326428,0.0007044429997525489
9,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.0012062052216303225,0.0014595485699828714,0.0017825021665582121,0.0009507189996921543,0.0007062281666245932
10,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.0012059071660688561,0.0014590675002961817,0.001779657000345954,0.0009782636360879142,0.0007072203336671615
11,a5e5e51187d4476841503ce816924ea99936dba0,0.0012029547215206549,0.0014585752859212725,0.0017805708351564438,0.0009512031822602942,0.0007072351334500126
12,b69cf68a24cffea0a884a102da1797755de8f022,0.0012025295000057667,0.0014585300720812355,0.0017796687485921818,0.0009484790908490223,0.0007046625338261947
13,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,0.0013676573570202371,0.0017144600836521326,0.0020018736002384687,0.0009822685903848403,0.000747794428337199
14,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,0.0014249539994385225,0.0014821767496565976,0.0018562042508468342,0.0009633236358323219,0.0007101245719240978
15,0ce156413feb21a4f2a8eae3b1cd954d04240edd,0.0012782731882907683,0.0014447497856703456,0.0017699222504840386,0.0009384794545687989,0.0006929628332727588
16,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,0.0013731524377362803,0.0015276875721091138,0.0018571652496272386,0.0009788750496227292,0.0007401693567641944
17,a6b4b2bdd6baf2afde27284097426e93912452e9,0.0012384671119636754,0.001481359856760329,0.0018112026676438593,0.0009641037276279266,0.0007101417858003905
18,c8a5ff07e5bda47eab870671634b107da5ab7934,0.0011932954997367537,0.0014444902138036142,0.0017752832500264049,0.0009371265907909467,0.0006926251332818841
19,fafd123410f1ad5c47341c66d8ea4cf541165e77,0.001190997332741972,0.001445245358419405,0.0017657738341464817,0.0009378786364157514,0.0006926247335892791
20,9765987c2ade250c82bfeaba49d1f9301211d63a,0.0012209661670365473,0.0015042353573205347,0.0018098302498401608,0.0009901052729798143,0.0007238151785194141
21,dbf37449935bced333a3999afa860aaf304ab1a1,0.0012498626247179345,0.0014881388581540836,0.0018199667501903605,0.001181675636458253,0.0010463898133821203
