,hash,"stride-1,dtype-f","stride-1,dtype-d","stride-2,dtype-f","stride-2,dtype-d","stride-4,dtype-f","stride-4,dtype-d"
65,8529dfaaec65248420faffe095bac03c23881735,9.416336701674894e-05,0.0003564854409417202,9.494654580273411e-05,0.00035706995825829173,9.624406864697284e-05,0.0003596989534281451
66,171a3e5811e43643788c20075be9ba52efb83b81,8.925167675756041e-05,0.00034862499063213667,8.984960707997487e-05,0.0003518317360430956,9.097845470609744e-05,0.0003538413519232437
67,5bf9ab98edd254dee1162d6f1863053e040cf828,8.954483343929541e-05,0.0003503097997357448,9.039638579384355e-05,0.0003518896332631509,9.17160375551744e-05,0.0003547439972559611
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,8.998854757576692e-05,0.0003498008009046316,9.100099117302697e-05,0.00035173198657816854,9.218034842474893e-05,0.0003543358451376359
69,37a1ad069a800f5ef98286f25fb3fb632375168d,9.056540929581508e-05,0.00035002650693058965,9.119226597249508e-05,0.0003514253844817479,9.297120638869025e-05,0.0003539112706979116
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,8.971085156167834e-05,0.0003488105721771717,9.005301639683976e-05,0.0003518717518697182,9.183505634692581e-05,0.0003531888903429111
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,8.970723090479608e-05,0.0003487923027326663,9.115163452369122e-05,0.0003508465675016244,9.208446453240786e-05,0.00035404606411854425
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,9.013476111918442e-05,0.0003582658085586696,9.074682862428594e-05,0.00036148556732925875,9.18554946441542e-05,0.00036265118176053313
73,53adf81bc503d749b13160a27e49160c5bbe48d7,8.990897674907426e-05,0.0003494735341519117,9.042618426779084e-05,0.00035280121179918445,9.180737913332202e-05,0.0003545071351630934
74,49e00940a82f9590d774539cd188b634c29fc39f,8.988025460819729e-05,0.0003497631909946601,9.067599807889009e-05,0.0003519010109206041,9.180153296752409e-05,0.000355041971237495
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,9.23565535454965e-05,0.0003548350088812154,9.054321918852073e-05,0.00035617065391150014,9.190006266263399e-05,0.0003596187794002993
76,ae88e02a48c4744afd22c63be388870037f3c84c,9.288491819762002e-05,0.00035420097410678866,9.02809595211971e-05,0.00035716341166146866,9.220157411288132e-05,0.0003587152519873504
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,8.977930153124646e-05,0.0003535151326407989,9.076261492676972e-05,0.0003556571419126001,9.217049757188016e-05,0.00035839397781367956
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,8.996294306243881e-05,0.0003575173206627369,9.071557320842222e-05,0.0003576094188309949,9.187199985203536e-05,0.00035836894450516534
79,a5e5e51187d4476841503ce816924ea99936dba0,8.959034610478604e-05,0.0003668415873985866,9.196519174359061e-05,0.0003521412225632832,9.206768802621148e-05,0.00035400524114569023
80,b69cf68a24cffea0a884a102da1797755de8f022,8.974600706464988e-05,0.00034910069468120734,9.059030485670429e-05,0.0003516179664681355,9.200027297166261e-05,0.00035698514742155867
81,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,8.976466815210571e-05,0.0003622125127706034,9.064918599468617e-05,0.000364578264797556,9.199335578490388e-05,0.0003661114947292311
82,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,8.962746923331356e-05,0.00036261840884027814,9.057933295314962e-05,0.00036504474500643797,9.212835099209438e-05,0.0003673678488823874
83,0ce156413feb21a4f2a8eae3b1cd954d04240edd,8.977818387475881e-05,0.0003490151061366002,9.110143931567177e-05,0.000351602490991354,9.174424392933196e-05,0.00035287438217422053
84,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,8.994683407801242e-05,0.00034927328427632653,9.032472013688285e-05,0.00035306767870982487,9.208747439763763e-05,0.0003543905271538373
85,a6b4b2bdd6baf2afde27284097426e93912452e9,8.94704459570959e-05,0.0003616187785720003,9.050487717690547e-05,0.00036390893289755134,9.207307699729096e-05,0.00036764798486339193
86,c8a5ff07e5bda47eab870671634b107da5ab7934,9.388083851606142e-05,0.0003843802260234952,9.301709673128838e-05,0.0003871244012511202,9.40851994197477e-05,0.0003813265523474131
87,fafd123410f1ad5c47341c66d8ea4cf541165e77,8.961489454896982e-05,0.0003548402339220047,9.029572213853686e-05,0.00035588995863993964,9.161825715140864e-05,0.00035734256279879603
88,9765987c2ade250c82bfeaba49d1f9301211d63a,9.0140987895737e-05,0.0003475908345232407,9.075663829884253e-05,0.0003507893532514572,9.223516945811835e-05,0.00035147359594702723
89,dbf37449935bced333a3999afa860aaf304ab1a1,8.986979984670631e-05,0.0003474632743746042,9.029163124640125e-05,0.00035091908648610115,9.226736358620904e-05,0.00035257223062217234
90,e1863f3582e3e8870205f8a9d1ed1cef1bf536b4,8.972686119988318e-05,0.0003475861623883247,9.020920919854778e-05,0.00035025722657640773,9.191118350083178e-05,0.0003524621482938528
91,70f4309a155808d3a60a9a71db2d9482c1ec3ad7,8.995124054226008e-05,0.00035564286698555126,9.035972555067914e-05,0.0003572954025504918,9.172027930617332e-05,0.00035981087270995667
92,bb6b86e2afe88b371badfcefe298945002e47006,9.203150191090323e-05,0.0003480755413571994,9.25988805564967e-05,0.0003510516447325548,9.398470124737782e-05,0.00035314278987546763
93,5c3762157a0cd7a6a036a2144a5fbfc5278a919d,9.048902545093505e-05,0.00034995867560307184,9.06051405944115e-05,0.0003485896935065587,9.184442037208515e-05,0.00035104830749332905
94,e0ffe3572b37190d9da5b1d07057e4e038bd3197,9.538317522542043e-05,0.0003481831712027391,9.574883296030811e-05,0.00035154274664819243,9.716427058120754e-05,0.0003525483111540477
95,cfb6a4d88d88307d507a86d1d70cd7d84c611406,8.985612633799718e-05,0.0003479788235078255,9.073669568073651e-05,0.00035016137796143687,9.183750741861084e-05,0.000351196543003122
96,1c9bd177c44fa9c4914b3e8d6be7aee62a0f601f,8.947591175187806e-05,0.0003468726606418689,8.977195400683606e-05,0.0003488370527823766,9.155727168622096e-05,0.00035070125013589857
97,ce82028409c1147a6df62d8f7437e0a9262ee2b7,8.950407662596858e-05,0.00034641977399587633,8.993319520526681e-05,0.00034820088185369966,9.213493331887966e-05,0.0003512797877192497
98,caa27a907ed9dc65ace7c1a14954ae6b75b086d8,8.91830108021615e-05,0.00034812868883212406,8.975180461392051e-05,0.00034800635961194833,9.11762452999915e-05,0.0003506628330796957
99,f5f845b7bd0b737740e419826698ab4a9e61564d,8.987591861457121e-05,0.00034773939599593484,9.09516580156551e-05,0.00034917594554523626,9.262586774473841e-05,0.00035148737952113147
100,9c28deb7d838b6e0c171d54bb6a2a8e5498c9a5c,9.138485078107227e-05,0.0003547436429251885,9.232469919052992e-05,0.000356974754610966,9.361182085492395e-05,0.0003594004806002666
101,7d0430be0712f0a02102c8637da7741eb3b948bb,8.936108807559872e-05,0.0003465579356998205,9.016457899305664e-05,0.00034815473482012753,9.136605499820275e-05,0.00035179018353422486
102,a31071b0b4c8a6f5cb5999b6e04f5ba6057fd546,8.925925329571864e-05,0.00034633413888514043,8.99654858913578e-05,0.00034870497571925325,9.118755201786017e-05,0.0003501379396766424
103,7f6895cd7eaf814d99ca7438857b17d95a21a2a0,8.940306629558078e-05,0.0003461418052514394,8.995776749716317e-05,0.0003491780875871579,9.125021116977388e-05,0.00035009958470861116
104,43c73d4871e78a857470b799e9f481b78e9b1d1d,8.932561766295159e-05,0.0003466346301138401,8.986460060373811e-05,0.00034836508954564727,9.155622683465481e-05,0.00035054410497347517
105,504fd7b2eedb90dd3aa0b326ac8c3120118b5f2d,8.929164347345712e-05,0.0003462684340775013,9.014588311191432e-05,0.000348157590876023,9.139894761822442e-05,0.0003509725444018841
106,eb66994093be5b57324580cf389b0ec1b41e9e1f,8.954562735362132e-05,0.0003468057451148828,8.982215230622568e-05,0.0003478578602274259,9.129683233120224e-05,0.00035054824935893216
107,8bb6d8245e813d6ee026ac90310d19f3d10edf5d,8.934595790065702e-05,0.00034632943570613863,8.981255814433098e-05,0.0003479802204916874,9.159895760769193e-05,0.0003507715339461962
108,a481a044c8cbd679ca736341056314ffd71d54a4,8.933638512599663e-05,0.00034622759558260445,8.979291185613506e-05,0.0003481839317828417,9.145775486615079e-05,0.00035002906806766985
109,717df4e93234a1a290aa1b472b5c1c4e600009cd,8.945202180108086e-05,0.0003465566008041302,9.010729864855442e-05,0.00034835835297902427,9.140901013531468e-05,0.0003505267513295015
110,610433b03ef720c8bec7dbf7573a6abe4f913031,8.926661227081643e-05,0.0003469181086482673,9.04065495249161e-05,0.0003487310527513425,9.174195372245529e-05,0.0003510904964059591
111,1b8b46b3f2f68f5be8e52e798eb91c2ac5952745,8.94036769989084e-05,0.0003464418308188518,9.000602309122558e-05,0.0003481427518030008,9.138456715101546e-05,0.00035124138618508973
112,31647f1b3e56c2f2a471cd2c3a583311534173f8,8.95709492081453e-05,0.00034760877800484497,9.03487036173994e-05,0.0003493655007332563,9.143840182911266e-05,0.00035106521099805834
113,d4f7d9e215773e979eb43a1e5a3cbb51f96bd09d,8.94047724480023e-05,0.0003468180851389964,9.00452386988096e-05,0.0003483008903761705,9.153051386502655e-05,0.00035006978238622346
114,555b3d8e10745bed72e25e70465ac447009fa8d2,9.304228559380672e-05,0.0003468016007294257,9.004857914506897e-05,0.00034854717863102755,9.160922755571929e-05,0.0003503043514986833
115,72a8368962fd1365d480a88a1c84a1aae243dd6a,8.940387929438567e-05,0.00034638831081489725,8.986921873220728e-05,0.00034798619647820794,9.122089144181122e-05,0.00035030706785619257
116,0f63c5ef0e9789fd18a676a750c43d3d69211324,8.910084830322226e-05,0.0003463368991325641,9.008295341464114e-05,0.00034911632537841796,9.134753553335332e-05,0.0003501474236448606
117,c4ae3ce646c4dd9a12669b379a40287e3c5955bd,8.921395819328848e-05,0.00034731000972290833,9.016287397624047e-05,0.00034828300898273785,9.135559878566048e-05,0.00035120857258637744
118,444f696f69c98208aab00ecbcec7dfd1689da9fb,8.915890328830383e-05,0.0003457972779870033,8.999784130695437e-05,0.0003492478902141253,9.107579330890631e-05,0.0003508127551397373
119,da887a666ad975ece7fb7465005aa99c0ddef8d2,8.933191554101765e-05,0.00034695402719080447,9.010708698433293e-05,0.0003478606386731068,9.12229149517688e-05,0.0003500034101307392
120,10eeabee267e17c042bd1ff991823b16c85ed563,8.924256964418731e-05,0.0003468836502482494,8.991300243853538e-05,0.00034880532572666807,9.129612960598686e-05,0.00035131541080772876
121,5363cfa7d07641e84fbb5f21a217018c9b55b2fa,8.938201772403126e-05,0.0003469798713922501,9.028247195827074e-05,0.0003487955778837204,9.173425761136141e-05,0.000350846645111839
122,73fe877ff967f279d470b81ad447b9f3056c1335,8.93675157281219e-05,0.00034640170633792877,9.018373637159993e-05,0.0003488212823867798,9.133045615489818e-05,0.0003501426583776871
123,3dbf5ce5fdbc996e8abb6929a219689cf8c18e69,8.931069360038296e-05,0.0003475225841005643,9.02971960912066e-05,0.0003484968251238267,9.160815230147405e-05,0.0003512204314271609
124,2facd1966c379d20a9b15a62a054ee77f74613bb,8.924969960553725e-05,0.00034850030206143854,8.985067366576586e-05,0.00034812384595473604,9.12702896378257e-05,0.0003503811390449603
125,fde2e536a1c1a1ba90727958f0b6da34fa53db1f,8.952267437188093e-05,0.0003463399906953176,9.033343300592802e-05,0.0003476832993328571,9.122886271639304e-05,0.0003500937173763911
126,49e026df832a691638786774708c8ccece6e41c1,8.934005048156769e-05,0.0003464909270405769,8.989919038597218e-05,0.00034838017697135605,9.114036590538241e-05,0.0003503121531985957
127,e4c78e3c0c06576be6cb12354730018b765c627a,8.922882118552435e-05,0.00034663967477778593,8.99414308677035e-05,0.00034842297124365964,9.092256380629934e-05,0.0003502878670891126
128,09d5b2f8ad8a04eed93b6bc4789c4595bd33c2f2,8.908759985790877e-05,0.000346656438584129,8.992804599202369e-05,0.00034830616787076,9.1006484051997e-05,0.00035021716418365636
129,a190258d4e90f2a17a9469e5dd9fb5f4b045aa90,8.919107590298184e-05,0.00034631970338523384,8.97721379749046e-05,0.00034857952656845254,9.101472240834196e-05,0.00035020355135202404
130,d0f19a2d633b12119909b7c9205a8c8932ebbd51,9.340442801741036e-05,0.00035585308897084203,9.234929457306862e-05,0.0003651358540458926,9.374806911430576e-05,0.0003611239572537356
131,e745a19cb0ea9af0fd252a4625ec793130f87414,8.936672944758759e-05,0.00034810453653335573,9.00485214184631e-05,0.0003498520702123642,9.129215647612721e-05,0.00035224780440330506
132,662f973ba58563b268d009e67806aa1150ca1cb2,8.937791528657449e-05,0.000348190451040864,9.010540565750638e-05,0.00035046401123205824,9.187360886823047e-05,0.0003524402001251777
133,9054ae60ee6989743f3cebfd7faf4f38c0e24756,9.023963061512494e-05,0.00034802284402151904,9.009959022245132e-05,0.00034994753077626227,9.148463237384134e-05,0.0003527515723059575
134,5c7002926ec8ad12785b36024f9da80b7017ad1c,8.930476798006326e-05,0.00034791394136846066,9.028127509330915e-05,0.00034997692952553434,9.133976630189202e-05,0.0003533240022330448
135,bf4ac1f81defc727165da4ae5bfea198c75e82f7,9.014472473135664e-05,0.00034773773513734345,9.089129522812268e-05,0.00034974900384744005,9.232906370677731e-05,0.00035332969079415006
136,59a2c17a7851b4cd88d2631654d5fe5d50f0ba11,8.987109292267768e-05,0.0003484242130070925,9.072388422267496e-05,0.00035016144004960855,9.158077141778036e-05,0.0003536309581249952
137,2908338b19c26c043eab61c2af7bdff96b02b1bc,8.959997613288339e-05,0.00034775055634478727,9.015825199933092e-05,0.00035029915161430834,9.112510068172758e-05,0.00035241528724630673
138,af8e67c4fd368bae710b01f32611b10dfab02b61,8.945857541116535e-05,0.00034759282134473325,9.01212107605678e-05,0.0003496999697138866,9.160279296338558e-05,0.00035244692116975784
139,da54e54cb7dac1c745bc2378769d192eb0dded5b,9.011023885701312e-05,0.00035015155250827474,8.998098898648231e-05,0.0003503244525442521,9.150355630977588e-05,0.0003523583679149548
140,9c63473c30b773dcab7adf699e1bd5dfcbb46e9b,9.177585101884897e-05,0.0003570229280740023,9.2875970573711e-05,0.0003580199088901281,9.506542489609934e-05,0.0003603283626337846
141,cafda248a5856a6424324929c1708ea8048d89d6,9.16192431218368e-05,0.0003570839607467254,9.208451956510544e-05,0.0003615802930047115,9.357746813661796e-05,0.0003597577873232036
142,a56fe3b1b3fd358329736dee1edb0ad24eadfce6,8.965114543794608e-05,0.0003479245429237684,9.053972865308612e-05,0.0003500916219005982,9.162483144212853e-05,0.00035275960469554214
143,09416c2934a5f592970e1d97c0298924eed009f6,8.94597677652501e-05,0.0003469572092096011,9.019175652137472e-05,0.0003508402189860741,9.16199704770707e-05,0.0003525706784178813
144,efaf210f7128f32e6d3d193f79ccc6b43ff8c006,9.161227794944263e-05,0.00035553184958795703,9.080068369911722e-05,0.0003501247148960829,9.141202423382889e-05,0.0003520940585682789
145,54232c06e1bc9c2ffdea8a3c2f74dd1f6b064878,8.916790352859458e-05,0.00034705647267401223,9.019264551110505e-05,0.000349587993696332,9.142361496659843e-05,0.0003540749816844861
146,f10da39336097fca740dd1c407939eb9c6c4ca3e,8.946699548329486e-05,0.00034945535783966386,8.972963608312802e-05,0.00035079242661595345,9.16732213467606e-05,0.00035462995680669943
147,72be9ca10b5391fc036c4cd61830e168712b51ea,8.980910994174067e-05,0.00034802284402151904,9.014217706381782e-05,0.00035058315843343734,9.150398810478774e-05,0.0003524104754130046
148,b91f3c00ee113596acd3e508a593187258291f61,8.949675200293299e-05,0.00034792089524368446,9.071615270592949e-05,0.00034954591343800225,9.180326861414043e-05,0.00035179004383583865
