,hash,param1-10,param1-100,param1-1000,param1-10000,param1-100000,param1-1000000,param1-10000000,param1-100000000
0,5a59087fa5badc20e2cd5264f7cfc6911fc6fb12,0.00017449194841655127,0.0001889570869087916,0.000239216024056077,0.000803830773712924,0.006160194054245949,0.06153939838986844,0.7196828494779766,
1,c9bfd4eb68e61c67aa27ed0cb2788f60d11cf354,0.00017366275905856285,0.00018383919959887864,0.00023303772879602468,0.0008059405775454182,0.006146333471406251,0.06166068010497838,0.7117502104956657,
2,2e9169601aff252a661b845399ec61c3e575407f,0.0002283237235462095,0.00023158880261083442,0.00027950475065919916,0.0007287114625796675,0.004829815666501721,0.04391001001931727,0.5544374044984579,
3,59a97520cf0aa68b92a775d809e1cb67d886b50c,0.00022603089050592288,0.00023187510404651138,0.0002819597312073047,0.0007022667753820618,0.004798156791366637,0.04440846596844494,0.548054794431664,
4,b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,0.0002217205322307089,0.00022739599808119237,0.00027294809189744486,0.0007151930282513301,0.004855195176787674,0.04501642647664994,0.5510963971028104,
5,ef0957302c6383524448cef2cd4cf18c7da18ea8,0.0002195193095410124,0.00022908071828582746,0.0002684398117708042,0.0007193616807593831,0.004866660650198658,0.04489905317313969,0.5526066339807585,
6,5cfc2d3ca06fb6afc95c16db172f710ed6e7eed4,0.0002203782465546689,0.0002250534345638817,0.0002736150274506292,0.0007210736429052693,0.004732253301578264,0.044623895082622766,0.5465943965828046,
7,aba1b4a7864752b005c9f5d1bd58fa02e08ccff4,0.00022284764006895864,0.00023379227125339887,0.00028196334541361366,0.0007191449326152603,0.0048665981739759445,0.044284084578976035,0.5456142835319042,
8,32f382c86f384a02eeb87f67fea806e6b9961b5c,0.0002215079148299992,0.0002265766549195784,0.0002712775934235873,0.0007094348780810833,0.004794484159598747,0.04409505543299019,0.5527043945621699,
9,33351f646e0b523139fbba4986eba54a3bfe55a7,0.00022362004420620963,0.00023637483473462254,0.00027657966487682785,0.0007134938069308797,0.004859689002235731,0.04493873636238277,0.5577121125534177,
10,90133e16d02c67206e350ce222d76f938596706f,0.00023469656959853387,0.0002393301110714674,0.00028102735975860723,0.000718282103272421,0.00484812050126493,0.04445342207327485,0.5697186733596027,
11,26527695f9ee7b7bc3fdd3af67d7e8b068cb1e0b,0.00022243824787437916,0.00023284651156838822,0.0002757615991868079,0.0007135063332195083,0.00475735131961604,0.04525374236982316,0.5493683310924098,
12,5b16107a537c0ebd2e4517c02ecfb9a24f54c827,0.00021961372484393575,0.00022989773294991917,0.0002820009341169345,0.0007289632456377148,0.004797181463800371,0.04413604037836194,0.5445325350156054,
13,cd3b44d5f0915245138d44fdb3ee376601e34716,0.00022765385607878368,0.00023011900008317423,0.00027740605247135344,0.0007033875677734613,0.004792169861805935,0.04430138657335192,0.5563903774600476,
14,f77c5e83c07985aacbddb89525785a3f66ce1b3b,0.00021852338141662643,0.00022823870478367263,0.0002718233106959913,0.0007225982761675759,0.004790408497986694,0.0454735120292753,0.5517525525065139,
15,4f2b219647ae6a7928590be2b709894ae2403274,0.0002289050658557402,0.00023155450947921383,0.00027830267855380144,0.0007217725007129566,0.0047950605318571125,0.043892001966014504,0.5570914825657383,
16,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,0.00022563136751867002,0.00023249808111272397,0.00028049270307796225,0.0007206655340269208,0.004778100643306971,0.04434412647970021,0.5458813294535503,
17,2fc96a0bc15624d7f1f74750bddffeca46f1e73c,0.00022508923429995776,0.00023520287747184437,0.0002770007735020236,0.0007158204264539693,0.004818883685705563,0.044340246939100325,0.5552693094359711,
18,20f22d849002d80485787adeb8a7340dab159f94,0.00022650044411420822,0.00022545344747450886,0.0002756976094600317,0.0007141386313984791,0.004796439975810548,0.04462066199630499,0.5443066459847614,
19,cdbc935201f3c322a312e8ae8b78d044cbe27bf4,0.0002140218954688559,0.00022472398769524362,0.0002720003511058167,0.0007097571622580289,0.004795077800129851,0.04469294205773622,0.5454919430194423,
20,5134132ae9cc9c3fba1d5420353277cf3d96eb90,0.0002224770438996084,0.0002273542314974798,0.00027946989064583103,0.0007071587107410388,0.004802136293922861,0.04462673550006002,0.5451462428318337,
21,c2dd245047ff2eb80972600163ecac9048d74e1f,0.00022175165012161782,0.0002272431350623568,0.0002674542367458344,0.0007240456512330898,0.004842852319901188,0.045956964953802526,0.5528155354550108,
22,965b41d418e6100c1afae0b6f818a7ef152bc25d,0.00021920685970183948,0.00023168289970437235,0.000276498864656566,0.0007059421700735887,0.004853619495406747,0.04554275085683912,0.5602269095834345,
23,0b9b176dcef7f14f56dbd543c89e6da6c6b7b2e4,0.0002268135785530119,0.00023705512285232544,0.0002816150902221218,0.0007162676359127675,0.004851653124205768,0.04589267144910991,0.5539414624217898,
24,1be88ff070cce6ac720804e861583682564f7e0d,0.00022482206113636494,0.0002359164116734808,0.0002834646362125089,0.0007079285259048144,0.004816847154870629,0.04388774698600173,0.5484347848687321,
25,bcce3ac27e05ffd10584c3c8c666dade21714d1f,0.00022197981446009615,0.0002278484171256423,0.00027271403232589366,0.0007160045982648929,0.004802360742663344,0.04387628356926143,0.545307544991374,
26,5b126f882bc90a22f7fe20518f727eafe8238d86,0.00022413173649945986,0.00022844213785396683,0.0002709298921552928,0.0007175666280090809,0.004810303682461381,0.04411734687164426,0.5624763243831694,
27,ad0049026f4afa5d6e8312c1a46b3777be396104,0.00022154937323648483,0.00022486912333691608,0.00027814638373014093,0.00070791303490599,0.004795709392055869,0.044104680651798844,0.5452806474640965,
28,9ae4a0d1ebc52a556ed13248172e8280ad9fc6bd,0.00022808717482763788,0.00023447038709289498,0.000278395795691255,0.0007104148622602225,0.0048809046857059,0.04529731487855315,0.5505899055860937,
29,d5010b129e4f3714dcad04eb7115372848fbce36,0.00022435022052377462,0.00023321226278009516,0.00027479065312562803,0.0007192577545841535,0.004861222269634405,0.0445361309684813,0.5450016364920884,
30,b3f41eeafd2708a6b519cf3c7ba3576dfa1cc5b3,0.0002319671856682925,0.00023822045186534525,0.0002855788583734206,0.0007211339959342565,0.004857854529594382,0.04451770312152803,0.5484117965679616,
31,637af579ef5985bd8c267817cf445aca5bb34531,0.00022504096040907115,0.00023030658000304055,0.0002723008452448994,0.0007367506124345319,0.004883405636064708,0.045670945197343826,0.5495513500645757,
32,e1968acbedfb312b47993ac2869a5f544383195b,0.00021662832781051594,0.0002269955248468452,0.00027865393915110163,0.000724396069667169,0.005003261263482273,0.04584425035864115,0.5488501533400267,
33,974a54058fe52ead24bc54a0015d3e065f78f5e3,0.00021831541163648695,0.00023054402908715218,0.00027489932836033404,0.0007121159074207147,0.005016083945520222,0.04554197541438043,0.5469365378376096,
34,54c2a266780c02852003330f59bf3bf20e36eaa0,0.00022493083657615858,0.0002281354761428454,0.0002788459073360029,0.00072767588842128,0.004920908560355505,0.04545424482785165,0.5493974811397493,
35,fed47a489e3da26fffb98a6dda32dbc9ba0f63c3,0.00022013254056219012,0.00022509585445125899,0.000271714065314793,0.0007215988922065922,0.004971937043592334,0.04575797193683684,0.5464062730316073,
36,b03c575834a68f3a8dad5e2974ccee7fa76003ac,0.0002234798083279995,0.00022910712286829948,0.00027603226890032356,0.0007255228036748512,0.004924082119638721,0.04568079230375588,0.5487201774958521,
37,68439794b84836f43ec389be0e702ff64ee76d44,0.0002219079388305545,0.00023248093202710152,0.00027905454280207286,0.000727434999619921,0.004915234089518586,0.045896831434220076,0.5606680910568684,
38,dfd4c9de8d849363e3d4cda7a0792ed0670165cf,0.00022154677897057634,0.00023670068582181227,0.00028024981610285933,0.0007267682657887539,0.005018934374675155,0.04573146905750036,0.5528818075545132,
39,5ff70eb0fd61a39207d5166479507e1b099cb707,0.00022293076890104628,0.00022786643619284683,0.00027978153149079945,0.0007366327169750418,0.004889585543423891,0.045905856881290674,0.5541704578790814,
40,1c58504eec43f9ba18ac835131fed496fb59772d,0.0002208659871223759,0.00022570273457941681,0.00027101397281512616,0.0007246640411072544,0.0048924083045373355,0.04540263791568577,0.5498996481765062,
41,1cb387128f66895b42c19578ccd60c34649de988,0.00022000932464531311,0.0002284425903450359,0.0002708534437527017,0.0007153265178203583,0.0048917438834905624,0.04527278011664748,0.5616554238367826,
