,hash,param1-normal,param1-uniform,param1-weibull 1,param1-binomial 10 0.5,param1-poisson 10
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,8.130717655494265e-05,3.456337257729242e-05,0.0029064269619993865,0.003832156692321102,0.01191080454736948
1,60df9b1eb6375e3decf12ba7506404c46af0469a,7.768315595707723e-05,3.456358117834917e-05,0.002916731231380254,0.0038327047756562633,0.01194560737349093
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,7.788869586304156e-05,3.446098873863303e-05,0.0029167055035941303,0.003824490743378798,0.011936897644773126
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,8.101513164795259e-05,3.458388968353059e-05,0.002909002418164164,0.0038296118533859653,0.011935940943658352
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,8.139681691924731e-05,3.490694992554684e-05,0.0029455467592924833,0.003832154364014665,0.011915614362806082
5,8ae543cb13769a0afa6e176898824db7fd992d27,8.212440688885859e-05,3.457533653884653e-05,0.003026116988621652,0.0038310904831935963,0.011925880098715425
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,7.682553186387449e-05,3.514181605025537e-05,0.0029499807278625667,0.0038482929424693184,0.011961633106693625
7,c9a83043c0669fd17306843eb21abd236b675537,8.088369127910803e-05,3.486548816092694e-05,0.002915333490818739,0.003843804666151603,0.011992394924163818
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,8.104148400889244e-05,3.3889241073924454e-05,0.0029156251694075763,0.0038283564305553837,0.011927867541089654
9,a280f5e5d725de732a906b67172114b263ac3bfa,8.90093794986e-05,4.3998046482845054e-05,0.0029613468213938177,0.0038315570758034783,0.011953065637499094
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,9.536157584691469e-05,4.4564953119105656e-05,0.0029227054910734296,0.003830550005659461,0.011905214516445994
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,9.412114642623622e-05,4.5369855782136005e-05,0.0029212996014393866,0.003832743813594182,0.011914720991626382
12,537d35c2cf49cae0a496c37564fa282ec80e3695,8.922278657863455e-05,4.4179473034277254e-05,0.002917398582212627,0.0038305007231732207,0.011901554418727756
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,9.22353468475896e-05,4.409782254257269e-05,0.002912987722083926,0.003839018987491727,0.012018827488645911
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,9.454443712875379e-05,4.3330308740060644e-05,0.0029223081073723733,0.0038377489739408093,0.011994841508567333
15,175476fec763984573e60485a447978cbcb381c0,9.354038730911587e-05,4.362272692003077e-05,0.0029597441316582263,0.003835708989451329,0.012006569653749466
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,8.541734423488379e-05,4.3983900045253797e-05,0.002945791755337268,0.0038372345734387636,0.01192261278629303
17,93240e0d8ea23644a5b7874037e658c54966ff54,8.804490977537728e-05,4.645177824912887e-05,0.0029436537297442555,0.0038467629346996546,0.011968743754550815
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,8.58055904331639e-05,4.466677135222876e-05,0.002941418904811144,0.0038368815245727697,0.011910116067156196
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,8.597919903695583e-05,4.470764887424148e-05,0.0029522802215069532,0.003835603827610612,0.011916639283299446
20,ade91ea2f28284668fbf78971538ac4827d653b8,8.790167373453462e-05,4.4001637758151724e-05,0.002945459506008774,0.0038575079912940664,0.011934537906199694
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,8.526467902970219e-05,4.3614156895792154e-05,0.002947420987766236,0.003838104971994956,0.011946584098041058
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,8.461633623237647e-05,4.35845609754324e-05,0.002948476991150528,0.003839798116435607,0.011921992059797049
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,8.463534829912311e-05,8.312539132528527e-05,0.002932342467829585,0.003858075710013509,0.011934481095522642
24,aab7993af0f6f3b9ac0d76952933b19163d65496,8.97702965431097e-05,8.956481119602676e-05,0.0029348772950470448,0.003852906248842676,0.011891457019373775
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,8.740782218634105e-05,9.099615907127207e-05,0.0029622489819303155,0.00383475492708385,0.01190392510034144
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,8.494905809792438e-05,8.483341309439504e-05,0.002935023105237633,0.0038362037545690932,0.011913813650608063
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,9.06293915415352e-05,9.079736133082574e-05,0.0029832824948243797,0.003839387868841489,0.011913128662854433
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,8.513477951055393e-05,8.47948489651557e-05,0.002956909709610045,0.0038371185461680097,0.011905340244993567
29,d9347181d825d9426e783cfeafee304735bd25aa,8.722702346620012e-05,8.607480099530725e-05,0.002969620982185006,0.0038418127223849297,0.01189745357260108
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,9.011164141016278e-05,8.532986976206303e-05,0.0029658893472515047,0.003836583035687606,0.011956991627812386
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.000104963956844239,0.00010583533140102235,0.0029714303673245013,0.0038497685454785824,0.011960115749388933
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,8.847828662433362e-05,9.077642327890947e-05,0.0029736942378804088,0.003854509675875306,0.011997503694146872
33,deb4be85025088553d80d6637dbc17d7f8101f41,8.742415323673237e-05,9.27369563584834e-05,0.0029428316047415137,0.0038564496984084444,0.011958538554608822
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,8.711546459900483e-05,8.413477514225703e-05,0.002960120385978371,0.003854598306740324,0.011963802622631192
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,8.696176856756211e-05,8.507596424943398e-05,0.0029526054277084768,0.003853446803987026,0.011948797851800919
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,8.7905625280525e-05,8.976220707447569e-05,0.002957167977001518,0.003839806653559208,0.011996883433312178
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,8.683412988472173e-05,8.647249723296789e-05,0.0029369875555858016,0.0038370060113569098,0.01191377965733409
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,9.066166648687409e-05,9.323288962813252e-05,0.002963770180940628,0.0038444358700265484,0.01192673691548407
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,8.56656060932437e-05,8.468996132100662e-05,0.003009846492204815,0.0038494004402309656,0.01194023946300149
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,8.884249139607937e-05,8.79004557331012e-05,0.003027072234544903,0.0038556597816447415,0.011918594595044851
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,8.993282190654889e-05,9.312004632582621e-05,0.003009679901879281,0.0038563155879577,0.011949828825891018
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,8.987516072417093e-05,9.376783687453549e-05,0.003006586222909391,0.003856066536779205,0.011918363394215703
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,8.815968781709672e-05,8.894202917753184e-05,0.0030266610556282103,0.00386275677010417,0.011937159113585949
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,8.926689997315406e-05,8.770161789030799e-05,0.0030122017487883568,0.0038560776350398855,0.01190839009359479
45,71555c48be7f07833bd540dacb50deb8069b551f,8.96833027850409e-05,8.737689275885858e-05,0.0030148073565214872,0.0038533376064151525,0.011910423403605819
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,9.411571257818147e-05,9.175950950872497e-05,0.0030295454198494554,0.0038607746828347445,0.011953326407819986
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,9.256503071193978e-05,8.956730665931524e-05,0.0030216379673220217,0.0038520914192001028,0.011916871415451169
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,9.513114065188785e-05,9.114475140714238e-05,0.0030472538201138377,0.003858295812581976,0.011932224966585636
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,9.335321171776109e-05,8.749127879328146e-05,0.002941977232694626,0.0038390217814594507,0.011913384310901165
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,9.82125945897265e-05,9.22295316201398e-05,0.002953104500193149,0.0038342413026839495,0.011926218634471297
51,fca7a15f30776ebce9e6814eb927e837f567a518,9.486250162712837e-05,9.302269346767761e-05,0.002990152803249657,0.00385168621626993,0.012022611685097218
52,26311ed7bf80e02c827189e80084602d72e4f284,0.0001017669072517982,9.674018240600293e-05,0.0029438654892146587,0.003854146460071206,0.011906296014785767
53,b5e01bcb668da0413170a886c258e00d2540e752,9.346615868331543e-05,8.780897473840694e-05,0.002958116470836103,0.0038548416923731565,0.0119201575871557
54,ab30683fe1277a7fd471be63975a02ed8d766f94,9.794654072941961e-05,9.183898158692594e-05,0.0029597305692732334,0.0038571558737506466,0.01194696151651442
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,9.49655741191747e-05,8.786854792445425e-05,0.0029683237662538886,0.0038517002637187643,0.011909033404663205
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,9.149989528843194e-05,8.948387188806397e-05,0.0029645083704963326,0.0038522308071454367,0.011941728880628943
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.00011722490401758302,0.00011878623374049431,0.002975564624648541,0.0038362909884502487,0.012017797911539674
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,0.00010015270037745888,8.967051220950016e-05,0.0030238101608119905,0.0038375852163881063,0.011995403561741114
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,9.979740716516971e-05,9.773970149191364e-05,0.003001792007125914,0.0038373036465297146,0.01195727102458477
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,9.57324716222027e-05,9.4625560203725e-05,0.0029989570030011237,0.0038406750342498226,0.011965246172621846
61,85d64e375f53f6028519d3aaad0b421934dcbe24,9.578438805399743e-05,8.96712791598667e-05,0.003009946958627552,0.003856711012000839,0.011994637781754136
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.00011283839075355837,0.00010183874192594921,0.0030001475824974477,0.003852865348259608,0.011994808912277222
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.00010920412993679443,0.00010201462012316499,0.0030350101296789944,0.0038545183682193356,0.01198677415959537
64,06da877ceae914a875bd1a55cd8e271332358803,0.00011581941459750392,0.00010690708822082905,0.0030056137475185096,0.0038422011615087586,0.011938107432797551
65,8529dfaaec65248420faffe095bac03c23881735,0.00010606915662612985,9.787511039294501e-05,0.003033962391782552,0.003837092003474633,0.011907376116141677
66,171a3e5811e43643788c20075be9ba52efb83b81,0.00011316348664155325,0.00010389486714354102,0.003020891104824841,0.0038530235954870777,0.011956741334870458
