,hash,type-int16,type-float16,type-int32,type-float32,type-int64,type-float64,type-complex64,type-longfloat,type-complex128,type-complex256
66,092905febd53742d2a700322f88b652d6a5fd4fb,1.0230015093883244e-06,1.4183362153933191e-06,1.0192848943746534e-06,9.41819635422817e-07,9.982247471448233e-07,8.483919763571998e-07,8.44938471424501e-07,1.027555754819957e-06,8.432694939677747e-07,9.655769545960621e-07
67,6cd4b015dfd512fb4bc9d2e06a0f0cef4503582b,1.4871945268488026e-06,1.7466719668135916e-06,1.4781366656491851e-06,1.455991786280468e-06,1.4448028535128967e-06,1.4984314274941087e-06,1.439177216508449e-06,1.5719311448404003e-06,1.4875537335946084e-06,1.6411066179747499e-06
68,3544fae2859d8ecac378b9ddc8f909c69455a831,1.0943245985417846e-06,1.0659674543686295e-06,1.064917621972691e-06,1.1075431526921939e-06,8.436505063900401e-07,1.1135884467454473e-06,1.1092969134439815e-06,1.232814000104554e-06,1.1176239322736506e-06,1.2178360904561652e-06
69,05fcb6544f72ea173011a77cee14d72979ffe293,1.3366980817549134e-06,1.585005193584477e-06,1.241371190565313e-06,1.2949764272011858e-06,1.3311423506398779e-06,1.3647096896499349e-06,1.3517325044167625e-06,1.494663781213986e-06,1.3257525830072586e-06,1.36550691713781e-06
70,f4ef0fd5d97afc7788c46eb51889e90623f5577e,1.3353242982738546e-06,1.5580710165770266e-06,1.3245976098677466e-06,1.3259451076406512e-06,1.3530065335934564e-06,1.3375387110692397e-06,1.4009178150130123e-06,1.5398085408103347e-06,1.3649555947347517e-06,1.431771493123851e-06
71,5cc7ef066fca7a821a2160b095578384c301ae3c,8.128065367109606e-07,1.0363955095437518e-06,9.626099537458878e-07,9.71073066646194e-07,8.082181285242251e-07,8.330708445540521e-07,9.866405355805388e-07,1.1543718180539805e-06,9.558148893749742e-07,1.1196849088512615e-06
72,c6d2aae8a92371bc9f7ddda990176fb014adb0d7,8.614980806105668e-07,1.0431852500200536e-06,8.582418596779828e-07,8.701568310347173e-07,8.637994900449507e-07,8.590205666452572e-07,8.574240945573362e-07,1.026072239031975e-06,8.562113864185556e-07,9.914572272629645e-07
73,e3b831cd85e2f4d73b0db8e8d501828b50a96c64,1.6825904214487946e-06,1.881283238224808e-06,1.5714313710941277e-06,1.289673275023567e-06,1.2950509896610312e-06,1.3211575192836928e-06,1.3240739756699356e-06,1.5236721911017898e-06,8.909769078207234e-07,9.483454999677964e-07
74,b3a7a69a198a8385735584b88408c91a1eef5a4b,9.177932654415142e-07,1.1029065188429786e-06,8.993400827849723e-07,9.760605787073284e-07,8.956070321195499e-07,9.087303305556612e-07,8.977958264754419e-07,1.0595141028154436e-06,9.038947933160581e-07,9.922964545694413e-07
75,bc6a6084f6e49bd78c12508131395304a63cc6ca,1.5827482165120082e-06,1.6167833004936359e-06,1.5145975207401947e-06,1.2253857511352432e-06,1.2133290669451766e-06,1.22948787277532e-06,9.048854922573427e-07,1.0522775219790398e-06,8.649533115338391e-07,9.99013911564291e-07
76,c0d36c88b8b525f5869eefd893d1d77ffe41903e,7.817728849945734e-07,1.0000320921376855e-06,7.812226547972783e-07,7.893671965809141e-07,7.901991672751962e-07,8.292129158211875e-07,7.83702049404048e-07,9.557349072896282e-07,7.915183839164776e-07,9.099931409486285e-07
77,bcdfd208a9b99036cc6e379180c3242b08dedc47,8.285306043717236e-07,9.608135455478491e-07,8.153557114996046e-07,8.120517030779175e-07,8.416292028247722e-07,7.989340887768104e-07,7.890485726738756e-07,9.685285913292317e-07,7.987755578666572e-07,9.355293639766222e-07
78,49c560c22f137907ea6a240591e49b004f28444b,8.122991036529598e-07,9.661591810237786e-07,8.231482854727436e-07,8.000628333508901e-07,8.067557401757017e-07,8.17138943962145e-07,8.759927449149907e-07,9.695143169003791e-07,8.053048703867738e-07,9.156117263377052e-07
79,45fb3a28100d509b695f432cf100f36f0e4c2f9f,8.011119252946576e-07,9.558704094326294e-07,7.991765976990828e-07,7.837238383565302e-07,7.926202772828927e-07,7.950072537469765e-07,8.563062325742784e-07,9.503948637178506e-07,7.759034869643285e-07,9.112672848437522e-07
80,273b7fe0a94ae3a8ac96f4b34a396a8d3584c210,8.303120349735508e-07,1.0078149247457073e-06,8.443830509550806e-07,8.254574099601203e-07,8.274342734551278e-07,8.371696802150472e-07,9.200116535283102e-07,9.88023772317154e-07,8.538867190586962e-07,9.335172270022502e-07
81,8840d950e0eedf2eadb96d9867d8f8341e51aaac,8.22679220384424e-07,9.970256823263217e-07,8.134903384582264e-07,8.05217620554317e-07,8.000393948155637e-07,8.097423281204878e-07,8.020064131109687e-07,9.653585452311248e-07,8.064999992314072e-07,9.221735460662537e-07
82,9d9cc5ca473d52eeda693a254fc0a1cbd4f4f1c4,8.347304140308557e-07,9.974950913932514e-07,8.931633253531039e-07,8.341262286429527e-07,9.049434198842483e-07,8.500548236620469e-07,8.39633585670068e-07,1.0297608605881892e-06,9.070531007249377e-07,1.0362389994869855e-06
