,hash,size-550,size-1000,size-10000
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.0027734924988180865,0.0050215439914609306,0.05147039199073333
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.0022372678999090564,0.004032262499094941,0.040526424505515024
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.0022504258988192303,0.004046954500760572,0.040345752000575885
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.002203882299363613,0.00396504349676737,0.0396986630075844
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,0.0021982883015880363,0.0039672381632650895,0.039467734008212574
5,71555c48be7f07833bd540dacb50deb8069b551f,0.0022195480996742845,0.0039863240041692425,0.03977109749394003
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,0.0022841889993287625,0.004079814665601589,0.040791153005557135
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,0.0022255076997680593,0.003995286499654564,0.03985344151442405
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,0.002221745098358952,0.00403469366816959,0.040540349000366405
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,0.0022465004003606737,0.004038239334477112,0.04030770550889429
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,0.002241669301292859,0.004052716001751833,0.04016330651938915
11,fca7a15f30776ebce9e6814eb927e837f567a518,0.0022310238011414183,0.00403964999713935,0.040311193006346
12,26311ed7bf80e02c827189e80084602d72e4f284,0.0035458686713051675,0.006294153739872854,0.0626463705120841
13,b5e01bcb668da0413170a886c258e00d2540e752,0.0022264711995376276,0.004015173501102254,0.04018222798185889
14,ab30683fe1277a7fd471be63975a02ed8d766f94,0.0023009758006082848,0.004170740668390256,0.041418413995415904
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,0.0023322851266129874,0.004507736499363091,0.040121985992300324
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,0.003105405998212518,0.00507022474630503,0.052512083493638784
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.002683179500309052,0.004864137663389556,0.04822527299984358
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,0.0026947747501253616,0.004848589169948051,0.04896618550992571
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,0.0030235580015869346,0.005382233997806907,0.057150622000335716
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,0.004275012997823069,0.0075899679989864435,0.07170894299633801
21,85d64e375f53f6028519d3aaad0b421934dcbe24,0.0026401248724141624,0.004781423670162136,0.047587211010977626
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.002667552002094453,0.00490404483086119,0.048863841002457775
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.0025994963725679554,0.004680539670516737,0.04660172900184989
24,06da877ceae914a875bd1a55cd8e271332358803,0.0027114823715237435,0.00487616732910586,0.04755391400249209
25,8529dfaaec65248420faffe095bac03c23881735,0.0026348252504249103,0.00471314516713998,0.0468918419937836
26,171a3e5811e43643788c20075be9ba52efb83b81,0.0026483081237529404,0.004741732166924824,0.04737360398576129
27,5bf9ab98edd254dee1162d6f1863053e040cf828,0.00268837324983906,0.004922295833239332,0.048886931501328945
