,hash,ndim-0,ndim-1,ndim-2
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,8.449080238180134e-06,1.0994504000354899e-05,1.3261570648350954e-05
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,8.290096352863293e-06,1.0576597269244206e-05,1.2703930882190887e-05
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,8.330596147798125e-06,1.0760654271174365e-05,1.2578315776228164e-05
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.048274809349762e-05,1.118634002263055e-05,1.3126820786783791e-05
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,8.605123999345412e-06,1.2172802794465898e-05,1.2623920201229832e-05
5,71555c48be7f07833bd540dacb50deb8069b551f,9.665491340263834e-06,1.1269443397393773e-05,1.2774997633281192e-05
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,8.36139622185362e-06,1.2736590280029406e-05,1.27690539199316e-05
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,8.525609252662464e-06,1.1061060216785918e-05,1.2789170290528383e-05
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,8.409104526431646e-06,1.2408945731378825e-05,1.2814615245575651e-05
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,9.045606608452536e-06,1.1192887911123414e-05,1.305533537102517e-05
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,8.647285036530461e-06,1.0839117083689151e-05,1.2540836063663439e-05
11,fca7a15f30776ebce9e6814eb927e837f567a518,9.011725639488874e-06,1.131655449505048e-05,1.3443561778409937e-05
12,26311ed7bf80e02c827189e80084602d72e4f284,8.633986624041526e-06,1.1540879480124108e-05,1.3301988876867998e-05
13,b5e01bcb668da0413170a886c258e00d2540e752,8.961930629638345e-06,1.1611336088480101e-05,1.3100446796325117e-05
14,ab30683fe1277a7fd471be63975a02ed8d766f94,8.409571368620696e-06,1.0782559193015114e-05,1.2636124408328334e-05
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,9.284154002671131e-06,1.1715739626741426e-05,1.35666121439729e-05
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,1.6077807596862596e-05,1.4017121421792391e-05,1.7117255390220865e-05
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,1.3198843336627323e-05,1.603269886370873e-05,1.9069813026720258e-05
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,9.307714552216402e-06,1.196697653679474e-05,1.3946734662519057e-05
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,8.990225906018168e-06,1.325363481873495e-05,1.3518401226080255e-05
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,1.4302540671320641e-05,1.770354297541207e-05,2.0362194585946524e-05
21,85d64e375f53f6028519d3aaad0b421934dcbe24,9.020066121112063e-06,1.162789327978567e-05,1.3468924441308478e-05
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,8.892111565218297e-06,1.1414562817783843e-05,1.3263242523266021e-05
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,8.445657964374907e-06,1.278379872960434e-05,1.3026779631877723e-05
24,06da877ceae914a875bd1a55cd8e271332358803,8.977323910774454e-06,1.2749374576283967e-05,1.302504946984999e-05
25,8529dfaaec65248420faffe095bac03c23881735,8.596554074190915e-06,1.1460405025492171e-05,1.3161026338660092e-05
26,171a3e5811e43643788c20075be9ba52efb83b81,1.0014328042036393e-05,1.1746607688346322e-05,1.35523581136383e-05
27,5bf9ab98edd254dee1162d6f1863053e040cf828,8.721531480569319e-06,1.1351321677209279e-05,1.3432071770632788e-05
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,8.25545720352128e-06,1.0983966396740426e-05,1.2582936763803777e-05
29,37a1ad069a800f5ef98286f25fb3fb632375168d,9.695379116305116e-06,1.0950806601502494e-05,1.2952124398254173e-05
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.0335793073560733e-05,1.2731066718862481e-05,1.4008022318184107e-05
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,8.598984122917626e-06,1.0865764788634838e-05,1.280452248977654e-05
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,8.43059928424036e-06,1.238521748938854e-05,1.3748669401085115e-05
33,53adf81bc503d749b13160a27e49160c5bbe48d7,9.74423993422294e-06,1.2622216964216784e-05,1.4367172300454482e-05
34,49e00940a82f9590d774539cd188b634c29fc39f,8.876115516349462e-06,1.2468634871765971e-05,1.3449634989228797e-05
35,7b9b41a4c7dbd7b719d62f343f57f841f5809693,8.592829518953681e-06,1.1529268912779842e-05,1.3619736687377177e-05
36,ae88e02a48c4744afd22c63be388870037f3c84c,8.63269834963925e-06,1.1087211102924564e-05,1.281053030679962e-05
37,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,8.498750959153667e-06,1.093410029986656e-05,1.2978713281756894e-05
38,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,8.421147302634872e-06,1.107514351920298e-05,1.3050764999033215e-05
39,a5e5e51187d4476841503ce816924ea99936dba0,8.775689764618859e-06,1.2841249684012938e-05,1.5014627743956946e-05
40,b69cf68a24cffea0a884a102da1797755de8f022,8.71556801819624e-06,1.1021096318376487e-05,1.2754404141716437e-05
41,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,1.340824628833709e-05,1.6813267890683784e-05,1.951317169552014e-05
42,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,8.464093571597108e-06,1.1076133127141191e-05,1.2989039318315704e-05
