,hash,"array_like-range(0, 3)",array_like-[1],array_like-1,array_like-array([5]),array_like-5
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,5.7752282154824545e-06,1.407281865488142e-06,5.929274968809088e-07,6.798370533992779e-07,6.64393868666964e-07
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,5.764710555818279e-06,1.3951257084301312e-06,5.59858611440542e-07,6.40632595168222e-07,6.260672435227778e-07
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,5.797549121734198e-06,1.397203079544858e-06,5.790653688868833e-07,7.187080163844431e-07,6.197465675264481e-07
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,5.398252967304521e-06,1.3363493761895865e-06,5.352506868420869e-07,6.399007002501604e-07,6.889835991031464e-07
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,5.842878549714291e-06,1.4113258324059296e-06,6.03793412393837e-07,7.436244109604356e-07,6.911490995738676e-07
5,71555c48be7f07833bd540dacb50deb8069b551f,5.566897573817255e-06,1.356597141597949e-06,5.329340283593851e-07,6.930012529044345e-07,6.465058607058524e-07
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,5.470419177050557e-06,1.3812917815428485e-06,5.348046321319432e-07,6.484858784740721e-07,5.946624681009335e-07
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,5.889520139501468e-06,1.5403052055234732e-06,5.348986976725187e-07,6.549604653240932e-07,5.970597411103935e-07
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,5.607344336960625e-06,1.3825640934604486e-06,5.437112750287033e-07,6.437817003982158e-07,5.907992731145563e-07
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,5.690156073602578e-06,1.40599974296843e-06,5.452086290084546e-07,6.603118224474612e-07,6.437545829940884e-07
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,5.699489202833995e-06,1.5299214521217835e-06,5.912645691318712e-07,6.642446859455283e-07,6.263614402624246e-07
11,fca7a15f30776ebce9e6814eb927e837f567a518,5.648150759399687e-06,1.5028196995705684e-06,6.071853976014482e-07,7.524790933957838e-07,6.84999022496456e-07
12,26311ed7bf80e02c827189e80084602d72e4f284,5.4939831667853355e-06,1.3866746420978896e-06,5.792997669353033e-07,7.371586982260659e-07,6.021480482116576e-07
13,b5e01bcb668da0413170a886c258e00d2540e752,5.673842159265073e-06,1.4414608451008717e-06,6.138662167237115e-07,7.294093282516593e-07,6.373947683891179e-07
14,ab30683fe1277a7fd471be63975a02ed8d766f94,5.74680849976446e-06,1.5332260849716274e-06,6.523042217231498e-07,6.612397751647082e-07,6.353999073781632e-07
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,5.935854116441756e-06,1.5847279197203499e-06,5.764835975821286e-07,7.725272242913284e-07,6.826522967970163e-07
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,8.885923924263689e-06,3.038387575874514e-06,9.187200725664937e-07,1.356375426899408e-06,9.575850569619562e-07
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,6.086798304880733e-06,1.6392919372923841e-06,5.737091607625934e-07,7.128457974363202e-07,6.419830928740993e-07
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,6.404663623046155e-06,1.7117786496166932e-06,6.206340427514585e-07,8.000216387680659e-07,6.577378883024751e-07
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,5.786741210933222e-06,1.3714870665678664e-06,5.551319995263403e-07,7.303463789690945e-07,6.242095118446502e-07
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,5.686105899094867e-06,1.4596074863657162e-06,5.578965456234726e-07,6.725896087874344e-07,6.524736947550841e-07
21,85d64e375f53f6028519d3aaad0b421934dcbe24,5.720103168720065e-06,1.5194648668785848e-06,5.991168652025684e-07,1.2037499393070317e-06,6.617859094028067e-07
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,5.643738305584097e-06,1.496437997486688e-06,5.743978957922161e-07,8.140992236441147e-07,6.350823627940228e-07
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,5.824379703467702e-06,1.4895797261492523e-06,5.355264917470167e-07,6.916270734415584e-07,6.219414332220488e-07
24,06da877ceae914a875bd1a55cd8e271332358803,5.791443796095537e-06,1.4596121984129825e-06,5.634461454760898e-07,7.7608124384199e-07,6.115283283793946e-07
25,8529dfaaec65248420faffe095bac03c23881735,5.5946207387128725e-06,1.4105900736295496e-06,5.712913124650003e-07,6.955096981982449e-07,6.388968669613426e-07
26,171a3e5811e43643788c20075be9ba52efb83b81,5.7010000076109715e-06,1.4544271543399542e-06,6.427504377192224e-07,7.467718762922357e-07,6.486757146323152e-07
27,5bf9ab98edd254dee1162d6f1863053e040cf828,5.855166206318129e-06,1.3662406086536177e-06,5.777054845046328e-07,7.461687354501988e-07,6.321496406013865e-07
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,7.28084842565949e-06,2.015114664789108e-06,7.573080042323093e-07,8.008962547379693e-07,7.362561044388846e-07
29,37a1ad069a800f5ef98286f25fb3fb632375168d,1.1422658782653532e-05,2.6852599724260673e-06,6.78158079829715e-07,8.296509169917404e-07,7.802827713554971e-07
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,7.270860709119935e-06,1.8624826686346345e-06,6.599889833101705e-07,8.80346786467066e-07,7.259084093603933e-07
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,7.3915172342835535e-06,1.949173801258976e-06,7.052173412732468e-07,8.713921169728212e-07,7.944904966668309e-07
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,7.576128355278187e-06,2.0819071957675714e-06,6.794925108363919e-07,9.035288131723176e-07,7.153967633037087e-07
