,hash,dtype-<class 'numpy.float32'>,dtype-<class 'numpy.float64'>
0,b0a6e5583f2952a040c45d0d50f5e93372dc175b,9.26505731926723e-05,0.00012257529041645202
1,94b36b557ce7d88bbfe4091c59aa376764b7047d,8.85264470991565e-05,0.00011726974519670651
2,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,8.851414546370506e-05,0.00011787540279328823
3,aab7993af0f6f3b9ac0d76952933b19163d65496,8.902649539030664e-05,0.00011743567566472021
4,b94c2b01ff7ef5b8dc44726512cfa232e9054882,9.043830531564625e-05,0.00011989167169406173
5,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,9.129647796432818e-05,0.00012059968763164111
6,bbd5a7750fbed42a4aaf12f196282a9504a1e865,8.876377250999212e-05,0.00011766389577408856
7,66f1b8a5411e8265ed87ff7bf97c67960af2624d,8.981214636120915e-05,0.00011881110206078948
8,d9347181d825d9426e783cfeafee304735bd25aa,9.166664359244434e-05,0.00012258766760486504
9,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,9.248036244684016e-05,0.00012270108632305088
10,857125603f3cf72e2078ed2effd0f6ce40f0ca28,8.902794196585978e-05,0.00011920940855311022
11,847119387dedec1ce7a85c1c0f29bcf86bc0348d,8.960082730064627e-05,0.00012125503271818162
12,deb4be85025088553d80d6637dbc17d7f8101f41,8.873351703374838e-05,0.00011815189329140326
13,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,8.951807548561372e-05,0.00011947556314143267
14,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,9.039168684812617e-05,0.00011979190851835644
15,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,8.94245045059476e-05,0.00012136882022869858
16,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,9.137564828913463e-05,0.00011974765571305551
17,767744c86e1e4a27bf77f90a85f17e564c9b94ea,8.965906504000354e-05,0.00011906164876195822
18,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,8.914511556089934e-05,0.00011844908441887813
19,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,9.08133995711294e-05,0.0001195672732055857
20,ce140e8d5c28f1f057db1102cf78263e48f86d61,8.969071652155277e-05,0.00011834141743533751
21,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,9.053615768524733e-05,0.0001203674901591008
22,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,8.901799759588951e-05,0.00011830565719200032
23,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,9.045261535639605e-05,0.0001201556795941932
24,71555c48be7f07833bd540dacb50deb8069b551f,9.102811613543467e-05,0.00012090071212760237
25,5324067c702a41e901354a01a5f0d05ff49b6cb4,9.116180980008496e-05,0.00011897428582111994
26,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,9.258710226770175e-05,0.00012156740877400623
27,45ee22fa2fdd2bace756ed62685a346da91c4cb2,9.033162654800849e-05,0.0001195372302043304
28,798aee26bdb9dcc0e806ca9271f0f98297188dec,9.136507287621498e-05,0.00012077082117850131
29,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,9.03735953298482e-05,0.00012126245668956211
30,fca7a15f30776ebce9e6814eb927e837f567a518,9.144591590897603e-05,0.0001201198200683996
31,26311ed7bf80e02c827189e80084602d72e4f284,9.829909358100564e-05,0.00012934497790411114
32,b5e01bcb668da0413170a886c258e00d2540e752,9.754715856533867e-05,0.00012665540093510617
33,ab30683fe1277a7fd471be63975a02ed8d766f94,9.612170092406728e-05,0.00012495098520576216
34,3c89e2f913406f55b6e998017c1149e3ba383bcc,9.66618557206609e-05,0.00012620168749287903
35,590f07121dc55e6d9d9ce514887c9bbc253fb266,9.83701575370062e-05,0.0001272259105462581
36,872372bd56ccb5fe98faae8be7d14e4a8c69e037,9.763467494609221e-05,0.00012951621404254292
37,70a84c3192b4f231925e8e36f50d6a26bff3b46d,9.672706946730613e-05,0.00012609185875359788
38,9d416356baf4a653b2c647a921ae24ba7d39e8df,0.00010024192177246664,0.00013297966215759517
39,09dd75e9e2139bc9742e6009b7babe41d4c002df,9.735719784377859e-05,0.00012663060555323248
40,85d64e375f53f6028519d3aaad0b421934dcbe24,9.802723619735466e-05,0.0001313233282417059
41,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.00010393766284573313,0.00013461445923894643
42,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.0001034727681753705,0.00013257810845971108
43,06da877ceae914a875bd1a55cd8e271332358803,0.00010396146591609487,0.000133197836112231
44,8529dfaaec65248420faffe095bac03c23881735,0.00010266674843688424,0.00013322371092659458
45,171a3e5811e43643788c20075be9ba52efb83b81,0.0001020625987578006,0.00013128994032740593
46,5bf9ab98edd254dee1162d6f1863053e040cf828,0.00010195550974458455,0.00013151483748246123
47,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.00010300674658341734,0.00013224372523836794
48,37a1ad069a800f5ef98286f25fb3fb632375168d,0.00010291455166027097,0.00013116334698029926
49,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.00010230528720307585,0.00013265291345305742
50,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.00010304149277139418,0.00013136263064379933
51,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.00010382930748164653,0.00013249081594845916
52,53adf81bc503d749b13160a27e49160c5bbe48d7,0.00010283420690231853,0.0001311013475060463
53,49e00940a82f9590d774539cd188b634c29fc39f,0.00010363413737370417,0.00013189944916237623
54,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.00010295362010890363,0.00013201474212110043
55,ae88e02a48c4744afd22c63be388870037f3c84c,0.00010535187816413322,0.00013581843740200693
56,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.0001031833103383487,0.00013206640142016113
57,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.00010442702117764835,0.00013402725259462991
58,a5e5e51187d4476841503ce816924ea99936dba0,0.00010093430039257958,0.00012883378001741873
59,b69cf68a24cffea0a884a102da1797755de8f022,9.996037876520019e-05,0.00012883892329999163
60,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,9.97592949054458e-05,0.0001285345158932439
61,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,0.00010009588052829106,0.00012920541044922522
62,0ce156413feb21a4f2a8eae3b1cd954d04240edd,0.00010084241483975382,0.0001285911537706852
63,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,0.00010123851455070757,0.0001329766721071967
64,a6b4b2bdd6baf2afde27284097426e93912452e9,9.966460421827493e-05,0.00012793183764990638
65,c8a5ff07e5bda47eab870671634b107da5ab7934,9.929985613920368e-05,0.00012790858064119407
