,hash,usecols-2,"usecols-[1, 3]","usecols-[1, 3, 5, 7]"
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,,0.2879514116793871,0.3424867505673319
1,60df9b1eb6375e3decf12ba7506404c46af0469a,,0.28716292488388717,0.3444964434020221
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,,0.29097275086678565,0.3483045664615929
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,,0.28682653163559735,0.34665123326703906
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,,0.2875517560169101,0.34555945615284145
5,8ae543cb13769a0afa6e176898824db7fd992d27,,0.28657490061596036,0.34261075407266617
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,,0.28995473426766694,0.3445729920640588
7,c9a83043c0669fd17306843eb21abd236b675537,,0.28686462505720556,0.3455702445935458
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,,0.2890678346157074,0.3450118221808225
9,a280f5e5d725de732a906b67172114b263ac3bfa,0.20727448910474777,0.2914980889763683,0.35027443687431514
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,0.20701374649070203,0.29021066543646157,0.3498795654159039
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,0.20060172700323164,0.28296551248058677,0.33922969340346754
12,537d35c2cf49cae0a496c37564fa282ec80e3695,0.20189207745715976,0.2855179123580456,0.3412000669632107
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,0.2020636796951294,0.2851576446555555,0.3414978669025004
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,0.20322839613072574,0.28412309009581804,0.3387419057544321
15,175476fec763984573e60485a447978cbcb381c0,0.2044824364129454,0.2870644924696535,0.3449390288442373
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,0.2033612399827689,0.2873680768534541,0.3446307643316686
17,93240e0d8ea23644a5b7874037e658c54966ff54,0.20309444447048008,0.2863308198284358,0.3440448231995106
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,0.20355755393393338,0.2846606485545635,0.34124601050280035
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,0.20346300886012614,0.2868513416033238,0.3440457640681416
20,ade91ea2f28284668fbf78971538ac4827d653b8,0.20435660309158266,0.2891717154998332,0.3473930796608329
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,0.20572459092363715,0.2868535974994302,0.3411347228102386
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,0.2027000319212675,0.28587616235017776,0.34179379837587476
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,0.20134622999466956,0.2826232509687543,0.3365973380859941
24,aab7993af0f6f3b9ac0d76952933b19163d65496,0.20406843163073063,0.289126313989982,0.3444507315289229
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.2023027939721942,0.28676562290638685,0.3429389789234847
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.20562224695459008,0.290683587314561,0.3476830900181085
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.20566723216325045,0.28772238874807954,0.34424696839414537
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.2061933409422636,0.2865062423516065,0.3427506338339299
29,d9347181d825d9426e783cfeafee304735bd25aa,0.18602739763446152,0.2672128763515502,0.326619392959401
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.1841587796807289,0.26485407538712025,0.32074801600538194
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.18843907909467816,0.2694904119707644,0.32966098794713616
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.1852303589694202,0.2629661716055125,0.32353945914655924
33,deb4be85025088553d80d6637dbc17d7f8101f41,0.18390271463431418,0.263007567031309,0.31770105357281864
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.19237510161474347,0.27100366493687034,0.33074466208927333
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.1869795066304505,0.26616312796249986,0.3231877295766026
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.18644205201417208,0.26576758339069784,0.32402473757974803
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,0.18435287661850452,0.26144738984294236,0.3191849570721388
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,0.1875354361254722,0.2676349168177694,0.3253424074500799
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,0.18434712709859014,0.2624855220783502,0.3195775740314275
