,hash,rng-PCG64,rng-MT19937,rng-Philox,rng-SFC64,rng-numpy
0,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.008603597991168499,0.006176829570904374,0.009370498009957373,,0.020582040771842003
1,37a1ad069a800f5ef98286f25fb3fb632375168d,0.00860549253411591,0.006174366571940482,0.009362495969980955,,0.02062166901305318
2,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.005313982022926211,0.006169588770717382,0.009346906444989145,0.003482566913589835,0.020626575918868184
3,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.005318105919286609,0.006174433627165854,0.009350830572657287,0.0034764305843661227,0.020673150895163417
4,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.00531541823875159,0.006174647249281406,0.009393966640345752,0.0034790735226124525,0.02057499159127474
5,53adf81bc503d749b13160a27e49160c5bbe48d7,0.005338421906344593,0.006192672997713089,0.00937052140943706,0.003499616325522463,0.02065801853314042
6,49e00940a82f9590d774539cd188b634c29fc39f,0.005336578469723463,0.006184366997331381,0.009343103040009737,0.0034936131754269204,0.020562706515192986
7,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.0063612108351662755,0.007272542570717633,0.010269913589581847,0.004555640509352088,0.020674052415415645
8,ae88e02a48c4744afd22c63be388870037f3c84c,0.006376495701260865,0.007280293735675514,0.010277926456183195,0.004568576036641995,0.02067992347292602
9,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.006361565669067204,0.007270287023857236,0.010288440389558673,0.004558429820463061,0.020599086536094546
10,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.006361664738506079,0.007276470307260752,0.01029289630241692,0.004554704995825887,0.020604822551831603
11,a5e5e51187d4476841503ce816924ea99936dba0,0.006359877879731357,0.007281096768565476,0.01030223025009036,0.004554295213893056,0.020657397340983152
12,b1e69da5058846e4fbe538c5641597c49f34f9a2,0.006351034389808774,0.007278879056684673,0.01025963295251131,0.004555082802350323,0.02052340586669743
13,388e8197e15403345950edc23ae5fc7a3cb0f644,0.006343325017951429,0.007249050191603601,0.010245413519442081,0.004539418189475934,0.02049721358343959
14,9b7e890b014f6ad3b4288246f0565f7afd6eca84,0.006389849120751023,0.007305594743229449,0.010269935010001063,0.004550184976930419,0.020559668075293303
15,96727cf007217256700a1d805569a73d2171f1d5,0.006365008768625557,0.007267137756571174,0.010261012008413672,0.004558043709645668,0.020518638426437974
16,330435bb3420d798de08f86bf47287e55cf9e516,0.0063385136891156435,0.0072597970720380545,0.01026200014166534,0.004541385297973951,0.020627960795536637
17,dae4f67c797176c66281101be8f3b4d6c424735c,0.006269907113164663,0.007180196000263095,0.01017633150331676,0.004464727438365419,0.020540699129924178
18,615b6a5ef4040e5602a21aa2ff528c90d3ec6dd4,0.006272499915212393,0.007178146042861044,0.010175579925999045,0.00446225299189488,0.020510133588686585
19,19b66496e248a4e4954a2a43f7100169a355236f,0.006264031515456736,0.0071835508570075035,0.010168416891247034,0.0044586174966146554,0.02050933102145791
20,7b4c8731353586b50756be3b5c6e134211840876,0.006266196258366108,0.007191904587671161,0.01018222770653665,0.00446052950186034,0.020505843684077263
21,cef4dc9d91d980c3df816de00154a22e96439fa4,0.006269477773457766,0.0071816385025158525,0.010180444223806262,0.0044608640018850565,0.020573910558596253
22,af0dfce126a1d83cc33b8da9d91bce664f5d5297,0.006284810835495591,0.007179240346886218,0.010184851940721273,0.004459070196996133,0.02054424094967544
23,1bc8dfc55c512c569f8f9de360cf49ace5f2cb39,0.006272209109738469,0.007181035820394754,0.010180250741541386,0.004463090406109889,0.020557476207613945
24,8bd5dddda46805928bba355a288815831c50c96c,0.006271906429901719,0.0071779892314225435,0.010179806035012007,0.004465815611183643,0.02059359708800912
