,hash,type-int8,type-int16,type-float32,type-float64,type-complex64,type-complex128
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,1.0551575467514852e-05,1.4382635779028019e-05,2.222296427048388e-05,7.609087818612655e-05,7.618571010728676e-05,0.0001750148141816739
1,60df9b1eb6375e3decf12ba7506404c46af0469a,1.0438812100685299e-05,1.4101813791516048e-05,2.432862606409164e-05,7.748638430761325e-05,7.476158144355223e-05,0.00017100687856312657
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,1.0557090486749748e-05,1.4196243912229618e-05,2.3141260380330294e-05,7.448161085104121e-05,7.274409139214398e-05,0.00016870454973762943
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,1.073330190301177e-05,1.4886307940193655e-05,2.2740964358252984e-05,7.696014226359481e-05,7.734005999956149e-05,0.00017496572578685327
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,1.039598488582755e-05,1.4300306013199625e-05,2.292461644663629e-05,7.376770518021658e-05,7.599210890861142e-05,0.0001757494822816282
5,8ae543cb13769a0afa6e176898824db7fd992d27,1.0503084614432503e-05,1.4316598286053964e-05,2.335900975827207e-05,7.473036474612069e-05,7.512360135067816e-05,0.0001673283385893991
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,1.0677325935776188e-05,1.441219603218177e-05,2.3019466326110252e-05,7.528895918504903e-05,7.500707016636928e-05,0.00017477122715628537
7,c9a83043c0669fd17306843eb21abd236b675537,1.0473018983550916e-05,1.410947699752665e-05,2.3190495963005914e-05,7.667894312886126e-05,7.439314875276697e-05,0.00017477930605150105
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,1.0262536568846105e-05,1.4361735859158682e-05,2.295447218163711e-05,7.51157915349015e-05,7.36346918468674e-05,0.00017433966730989644
9,a280f5e5d725de732a906b67172114b263ac3bfa,1.0408061987886479e-05,1.4375594784379811e-05,2.264895759308153e-05,7.611905824668054e-05,7.758485436489855e-05,0.00017670542441027346
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,1.0502813202262048e-05,1.4286017537157773e-05,2.2720005937026572e-05,7.786784537953057e-05,7.799126976638433e-05,0.00017810867846769802
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,1.0558821108693687e-05,1.4165689588974643e-05,2.2412926682591205e-05,7.619440318054e-05,7.824483327567577e-05,0.00017206162034023192
12,537d35c2cf49cae0a496c37564fa282ec80e3695,1.0378511199628673e-05,1.4179545344758281e-05,2.1837854857552687e-05,7.60865018859228e-05,7.381324394373223e-05,0.00017134124626878833
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,1.0335452382130791e-05,1.40735294824696e-05,2.400171024419251e-05,7.536488344832775e-05,7.448373023198535e-05,0.00017813388036475296
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.0344974403734374e-05,1.3992048706606959e-05,2.200968051612619e-05,7.674175892667524e-05,7.353737389064388e-05,0.00017397773917764424
15,175476fec763984573e60485a447978cbcb381c0,1.0261799878594545e-05,1.4139969719080586e-05,2.2212660381379118e-05,7.609756663441658e-05,7.534682933058772e-05,0.00016900513046344773
