,hash,ndim-0,ndim-1,ndim-2
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,8.63382597391412e-06,1.0627423185891144e-05,1.2051736121065915e-05
1,60df9b1eb6375e3decf12ba7506404c46af0469a,9.032069496434384e-06,1.1103848508609817e-05,1.2453702064076882e-05
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,8.37468013497635e-06,1.0647841283195978e-05,1.2342758711529067e-05
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,9.352494552414017e-06,1.1744050852991219e-05,1.3430770745688323e-05
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,8.689567481942022e-06,1.1564917278510191e-05,1.326640832293509e-05
5,8ae543cb13769a0afa6e176898824db7fd992d27,8.52115779838721e-06,1.0844853031749595e-05,1.2810508624902101e-05
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,8.780516913977934e-06,1.1299824603347476e-05,1.3069251821276035e-05
7,c9a83043c0669fd17306843eb21abd236b675537,8.526274367124539e-06,1.1021290462927416e-05,1.2745729365339918e-05
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,8.990954083856196e-06,1.161988855974929e-05,1.3242947048647559e-05
9,a280f5e5d725de732a906b67172114b263ac3bfa,8.816848328536587e-06,1.1166567662053402e-05,1.2855900346115884e-05
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,8.827107763355977e-06,1.104813864085454e-05,1.2845769667138728e-05
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,9.099973703702176e-06,1.1491709769890311e-05,1.4153133628455227e-05
12,537d35c2cf49cae0a496c37564fa282ec80e3695,9.034221761513299e-06,1.1525407727421042e-05,1.3325640276575247e-05
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,8.976153367257211e-06,1.1627795151668407e-05,1.3341610773038902e-05
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.0486231169126682e-05,1.1521511093169907e-05,1.3196118111005812e-05
15,175476fec763984573e60485a447978cbcb381c0,9.517543057208294e-06,1.1225740002910008e-05,1.2899422013322779e-05
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,8.497857739544906e-06,1.0525670670456467e-05,1.318081844406801e-05
17,93240e0d8ea23644a5b7874037e658c54966ff54,8.98203978782376e-06,1.1489354735586857e-05,1.341923321776906e-05
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,9.33767000043934e-06,1.1361352789639785e-05,1.3082027657861439e-05
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,8.504114835899787e-06,1.1494161355280952e-05,1.2990374414866765e-05
20,ade91ea2f28284668fbf78971538ac4827d653b8,8.462014921925543e-06,1.0530834627553647e-05,1.2367774551031679e-05
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,8.761060407908266e-06,1.0831667983381131e-05,1.249122346343575e-05
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,8.30966216610011e-06,1.0975877793433548e-05,1.247044391989943e-05
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,8.439918469403362e-06,1.080700147924222e-05,1.2498238183029775e-05
24,aab7993af0f6f3b9ac0d76952933b19163d65496,9.11007227180314e-06,1.189429303949851e-05,1.3749392072910627e-05
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,8.769576095482445e-06,1.117302814821218e-05,1.2895881108117258e-05
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,8.864402000809362e-06,1.1244432163546471e-05,1.2962582261824699e-05
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,9.141029546629977e-06,1.1223854953219292e-05,1.3064817049250148e-05
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,8.245560476057394e-06,1.0421344399581667e-05,1.2110130034772393e-05
29,d9347181d825d9426e783cfeafee304735bd25aa,8.525557589313152e-06,1.0645495736221872e-05,1.237812542830213e-05
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,8.104022590150298e-06,1.0780414536893586e-05,1.2552609509970288e-05
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,8.330567410060516e-06,1.0724923081547635e-05,1.2498878498254866e-05
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,9.020937600438598e-06,1.1322915124315997e-05,1.3113824292826068e-05
33,deb4be85025088553d80d6637dbc17d7f8101f41,8.200771624140332e-06,1.0432553775967297e-05,1.2017121698270399e-05
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,8.25832251415549e-06,1.0360967580762863e-05,1.2178572854805825e-05
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,8.518072781259273e-06,1.0992266263722353e-05,1.2863932507472799e-05
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,1.1840588596568505e-05,1.4929153323138772e-05,1.669411666984105e-05
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,8.79289450233631e-06,1.1401689567899981e-05,1.3267431280247169e-05
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,8.412244948563931e-06,1.0926676652103313e-05,1.2761665191743973e-05
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,9.139477688297706e-06,1.127451323628869e-05,1.3309450064019203e-05
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,8.509025586343656e-06,1.1336645448576046e-05,1.3356580291837884e-05
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,8.519478055816742e-06,1.086142864886089e-05,1.2769120206956889e-05
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,9.014649458625412e-06,1.1608588063025356e-05,1.3468599135745455e-05
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,8.928112394401557e-06,1.0979439328023426e-05,1.2886545861475051e-05
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,8.714576305570941e-06,1.0990163148755971e-05,1.2681610471747442e-05
45,71555c48be7f07833bd540dacb50deb8069b551f,8.879079969516341e-06,1.1129056226724915e-05,1.2878860491434394e-05
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,8.669871936520937e-06,1.1059375279897952e-05,1.2839323076500127e-05
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,8.908716116527727e-06,1.1397917527218166e-05,1.3000840612084065e-05
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,8.629671073555254e-06,1.1394377123147338e-05,1.3376655364459636e-05
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,8.521218899652126e-06,1.073039935437346e-05,1.2857754149785568e-05
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,8.570772725828993e-06,1.1239927468070215e-05,1.3183801847231997e-05
51,fca7a15f30776ebce9e6814eb927e837f567a518,9.51181409287859e-06,1.1806131516565608e-05,1.3764885184370897e-05
52,26311ed7bf80e02c827189e80084602d72e4f284,8.596519529646685e-06,1.1353631933548805e-05,1.3284132056891928e-05
53,b5e01bcb668da0413170a886c258e00d2540e752,8.615562705556689e-06,1.1653458917256406e-05,1.3485847239559689e-05
54,ab30683fe1277a7fd471be63975a02ed8d766f94,8.775613947948236e-06,1.1378497365819887e-05,1.3577532255474442e-05
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,8.291858168388083e-06,1.089379742976601e-05,1.294080022882947e-05
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,8.59672916614031e-06,1.1075669171113112e-05,1.2942972257846006e-05
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,8.928778803324338e-06,1.1461331939201031e-05,1.3355299160525156e-05
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,9.424029994988814e-06,1.1943040175514344e-05,1.430109760650552e-05
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,9.719834219759697e-06,1.2577206778864896e-05,1.4276624839777484e-05
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,9.318106365919281e-06,1.1813113954626382e-05,1.3834601649360483e-05
61,85d64e375f53f6028519d3aaad0b421934dcbe24,1.0170771169764645e-05,1.3085426548359372e-05,1.484029854654564e-05
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,9.147316817358263e-06,1.1994033884746914e-05,1.4300055276166472e-05
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,8.922765124882688e-06,1.1438348702573667e-05,1.3181651311199087e-05
64,06da877ceae914a875bd1a55cd8e271332358803,9.725372725700833e-06,1.2393169502310335e-05,1.4259815005786454e-05
65,8529dfaaec65248420faffe095bac03c23881735,1.1028231660678664e-05,1.3819184274531304e-05,1.587069637245524e-05
66,171a3e5811e43643788c20075be9ba52efb83b81,9.108100492710444e-06,1.1239832304233643e-05,1.3353383596396755e-05
67,5bf9ab98edd254dee1162d6f1863053e040cf828,9.359694013255647e-06,1.2059389890002639e-05,1.4332849576350403e-05
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,1.3403349733360958e-05,1.616681552289932e-05,1.7940367136113558e-05
69,37a1ad069a800f5ef98286f25fb3fb632375168d,1.4031667698945245e-05,1.738265220731538e-05,1.920096263321766e-05
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.5073638095767522e-05,1.9224779691642133e-05,1.9208900371986125e-05
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,1.331169901959025e-05,1.7554640799062326e-05,1.953888091189914e-05
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,1.3665186394113718e-05,1.641871661433369e-05,1.83936633028671e-05
73,53adf81bc503d749b13160a27e49160c5bbe48d7,1.3496032237239168e-05,1.5813117187235548e-05,1.781663763167893e-05
74,49e00940a82f9590d774539cd188b634c29fc39f,1.3887021742832918e-05,1.637873182265819e-05,1.8092601594970524e-05
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,1.3735274277119764e-05,1.644595405665386e-05,1.8399918441533138e-05
76,ae88e02a48c4744afd22c63be388870037f3c84c,2.2929874991789873e-05,2.6373942826272366e-05,2.872407539042696e-05
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,1.3318478314508264e-05,1.5939479038459702e-05,1.7749426845123113e-05
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,1.3667240108431306e-05,1.6510723216098004e-05,1.8241164666716542e-05
79,a5e5e51187d4476841503ce816924ea99936dba0,1.4165587499014187e-05,1.6634023848526246e-05,1.8349656913273042e-05
80,b69cf68a24cffea0a884a102da1797755de8f022,1.4451389518427424e-05,1.790412437144604e-05,1.8929297224261704e-05
81,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,1.3611400798922678e-05,1.6386856348992933e-05,1.8270375677185168e-05
82,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,1.3654730612864294e-05,1.6920819966270742e-05,1.8773859854224248e-05
83,0ce156413feb21a4f2a8eae3b1cd954d04240edd,1.3552403483551835e-05,1.610414242212287e-05,1.7932725215518e-05
84,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,1.4091273925447837e-05,1.700144006268137e-05,1.9080871609304853e-05
85,a6b4b2bdd6baf2afde27284097426e93912452e9,1.361817503419469e-05,1.6320073154344676e-05,1.8191595839841333e-05
86,c8a5ff07e5bda47eab870671634b107da5ab7934,8.450686081853109e-06,1.101717374127575e-05,1.2748100116061685e-05
87,fafd123410f1ad5c47341c66d8ea4cf541165e77,8.22281024092405e-06,1.0807202556079233e-05,1.2474796020439468e-05
88,9765987c2ade250c82bfeaba49d1f9301211d63a,8.817338922806938e-06,1.124008706728871e-05,1.3024439930095372e-05
89,dbf37449935bced333a3999afa860aaf304ab1a1,9.259701194162918e-06,1.1885527502151045e-05,1.366721165146496e-05
90,5e84ac2bf2085d438da2d0dae5d370c4389bbdca,9.063389229257245e-06,1.1576344484004594e-05,1.3611096986082952e-05
91,c70bff83e452c9b76b7f5de2e6811b800d4f72cf,8.545467430302832e-06,1.1453385701848566e-05,1.3503974468028047e-05
92,b4fd7a79bc55f17f301d219492528e6f5f40c6f0,9.101207420029794e-06,1.1570380018973672e-05,1.3365132757679004e-05
93,0311c93c8c43cd913303c529673d69575901475e,9.197349533100021e-06,1.1785635653308145e-05,1.3747281944075517e-05
94,adf50b93d76fa55d03ccbc4910602cda23b32c7d,9.26546228583902e-06,1.178098656019017e-05,1.3676203826719875e-05
95,64619c55896dad1927afe78c0702a58abf0d038f,9.079316080980954e-06,1.1733701187230672e-05,1.3397542124835973e-05
96,eaa59b4f04a0c75091e332afa95a304eddcd93ab,8.401653260476627e-06,1.0980702941435152e-05,1.2844983152612003e-05
97,2810becf98e20bfe2bf99311c5f4f3e150d12d09,8.775297615174499e-06,1.1416064500493682e-05,1.3115828955212847e-05
98,d34b9ead10e28e3a0a62d642a16efdae2030ed76,9.42868783816018e-06,1.2045648009499488e-05,1.3948636630326897e-05
