,hash,param1-1000.0,param1-1000000.0,param1-100000000.0
0,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.0006290563272640985,0.16304168803617358,
1,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.0006222947413334623,0.1641396062914282,
2,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.0006376770761562511,0.16318906261585653,20.359285688959062
3,53adf81bc503d749b13160a27e49160c5bbe48d7,0.000643927909550257,0.16471281345002353,20.36462005926296
4,49e00940a82f9590d774539cd188b634c29fc39f,0.00025019279067836154,0.1677564310375601,20.548005662392825
5,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.00024792269560629905,0.16424992121756077,20.575849300716072
6,ae88e02a48c4744afd22c63be388870037f3c84c,0.0002389309786098159,0.163525020936504,20.53035767399706
7,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.0002429351332553086,0.16659263498149812,20.544222711818293
8,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.00024709519043210007,0.16413058061152697,20.522051787469536
9,a5e5e51187d4476841503ce816924ea99936dba0,0.00023783361235552508,0.16763217910192907,21.235503354808316
10,b1e69da5058846e4fbe538c5641597c49f34f9a2,0.00024159265578620962,0.16574108111672103,20.532782544614747
11,388e8197e15403345950edc23ae5fc7a3cb0f644,0.0002442632824005116,0.1635576863773167,20.78295097919181
12,9b7e890b014f6ad3b4288246f0565f7afd6eca84,0.0002513334507168066,0.16637128335423768,21.9989071181044
13,96727cf007217256700a1d805569a73d2171f1d5,0.0002415914786979556,0.1636032722890377,21.061232240637764
14,330435bb3420d798de08f86bf47287e55cf9e516,0.00024225619207653734,0.164342210162431,20.53147898800671
15,dae4f67c797176c66281101be8f3b4d6c424735c,0.00031123729422688484,0.16496123163960874,20.46648312918842
16,615b6a5ef4040e5602a21aa2ff528c90d3ec6dd4,0.00024218217004090548,0.1654567823279649,20.491666222922504
17,19b66496e248a4e4954a2a43f7100169a355236f,0.0002368840558285063,0.16434435243718326,20.46234249859117
18,7b4c8731353586b50756be3b5c6e134211840876,0.00032222061417996883,0.16507904254831374,20.440889727091417
19,cef4dc9d91d980c3df816de00154a22e96439fa4,0.0002473188003271141,0.16405375464819372,20.92643215158023
20,af0dfce126a1d83cc33b8da9d91bce664f5d5297,0.00024001102958043867,0.162931454135105,20.899738042149693
21,1bc8dfc55c512c569f8f9de360cf49ace5f2cb39,0.0002380801445764044,0.1653846027329564,20.485720020718873
22,8bd5dddda46805928bba355a288815831c50c96c,0.0002466936341740868,0.16544419107958674,22.353138134349138
23,abdd996ee5a40889ac627445ebfda19bfec326d0,0.00023501034205158553,0.16360310278832912,20.44790023379028
24,74afdda39be21af56b8f9ea9abdb1e8f994e5350,0.0003073946572840214,0.16556037915870547,20.449286537710577
25,491f41acd2c6a0e7886662a2448b3d245ae432a9,0.00024190617148720083,0.16527540562674403,20.487604866735637
26,1f9ab28a9ee5a0cda956da35d0c77a3a4c4bcd55,0.00023872022178362715,0.1656947690062225,21.070003965869546
27,0437b83a931c5cc24296deecaa52d825e4d377e1,0.00024565676271560646,0.1649155137129128,23.009552938863635
28,2eedaa4cf94cf54bbd4d8428aa39271410f22e9f,0.0002370175418697975,0.16494926856830716,
29,8a1592844f98e26a181ab2c1fc8f2e6fd3647f00,0.00024323144250295377,0.16444166097790003,20.492132353130728
30,cd02ddc9c0ea2b7f5f879c0564709eabcec6f1af,0.0002490190589534385,0.16452744230628014,20.97667264007032
31,4edd4375472f23c43048e078ba2db1826957f0e7,0.00024284676293886843,0.16356196161359549,20.817748710513115
32,60f539b37514a9eb13c1ebfb8a252934f9084d30,0.00023847895984848339,0.16303242184221745,20.49153569340706
33,4d2b5850488013319ff8354a1e764a0a2064fe63,0.0002428718532125155,0.1654668073169887,20.867703404277563
