,hash,type-int8,type-int16,type-float32,type-float64,type-complex64,type-complex128
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,1.409148757065969e-05,1.4830086819581877e-05,1.7083311734884833e-05,2.482699885810937e-05,2.50446037058776e-05,4.5368416360520974e-05
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.397940134241556e-05,1.477513661817393e-05,1.731080378761627e-05,2.4957628914148802e-05,2.4433077331016368e-05,4.4904978938025087e-05
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.4139422225097917e-05,1.4879449317710193e-05,1.7384640281096248e-05,2.4892473763458807e-05,2.4808380560768584e-05,4.541796219766046e-05
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.4045266241784656e-05,1.4725126077890768e-05,1.7151587915929758e-05,2.4926679473765547e-05,2.456103003658847e-05,4.5236472511008956e-05
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.4067408656297586e-05,1.4927889500464592e-05,1.7336849916117118e-05,2.4977515838605237e-05,2.463397630527153e-05,4.5073580169728035e-05
5,71555c48be7f07833bd540dacb50deb8069b551f,1.397759554098455e-05,1.4706411577130797e-05,1.6939188724556458e-05,2.4562056284127254e-05,2.4542984197654134e-05,4.516752723168005e-05
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,1.4091847574769529e-05,1.4814049605999251e-05,1.7210389842148288e-05,2.5031506702443484e-05,2.4930120301071114e-05,4.553324687849948e-05
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,1.4131646108202782e-05,1.486702883714595e-05,1.745133679360151e-05,2.486222939471791e-05,2.4656230227772667e-05,4.50992605188165e-05
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,1.4106624665659155e-05,1.4789373654889704e-05,1.7337283788253337e-05,2.4892487740533137e-05,2.501845918648587e-05,4.543689028497487e-05
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,1.4108149032707915e-05,1.4825684689533184e-05,1.7269480666765603e-05,2.4559181438317597e-05,2.4817948323789606e-05,4.547410874742485e-05
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,1.411913235596193e-05,1.4784105348868344e-05,1.733703378152986e-05,2.4632417776743536e-05,2.458596891171018e-05,4.524190377523912e-05
11,fca7a15f30776ebce9e6814eb927e837f567a518,1.4144673874836128e-05,1.4930173816516191e-05,1.7369567811126923e-05,2.4934561092962777e-05,2.507280548491027e-05,4.573597884006893e-05
12,26311ed7bf80e02c827189e80084602d72e4f284,1.5501232015833323e-05,1.7141197893028344e-05,1.743054401285736e-05,2.535096462211958e-05,2.5286731990043447e-05,4.622127293196291e-05
13,b5e01bcb668da0413170a886c258e00d2540e752,1.4112931854722637e-05,1.4908376508662616e-05,1.7362183394939884e-05,2.482443114765762e-05,2.478904120658164e-05,4.555774997418918e-05
14,ab30683fe1277a7fd471be63975a02ed8d766f94,1.4045985311373963e-05,1.476493467044526e-05,1.7366080884011866e-05,2.4877033654758124e-05,2.4869745957194132e-05,4.5223684337234785e-05
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,1.4121231136717444e-05,1.4911675408009435e-05,1.7561995640821887e-05,3.1035136109696596e-05,2.959398158050213e-05,4.794874888223907e-05
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,1.494402348702678e-05,1.594392926045469e-05,2.0845131423132042e-05,3.8811383534215365e-05,2.808635115931078e-05,5.8802307743528574e-05
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,1.8397325623139252e-05,2.2554461273143062e-05,2.0070938896271926e-05,2.695212136582218e-05,2.7305159156184173e-05,4.9061771916744314e-05
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,1.5196157755538133e-05,1.7147169961385186e-05,1.9208542534276696e-05,2.5358225583088e-05,2.5689981041103163e-05,4.748266519527533e-05
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,1.450548152007397e-05,1.5373072455673233e-05,1.7838821559634865e-05,2.5319323940322835e-05,2.5641374994241538e-05,4.668370086489761e-05
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,1.585650065680966e-05,1.7319424210608313e-05,1.768943518015286e-05,2.7613459713315654e-05,2.728436538745882e-05,4.895120523880159e-05
21,85d64e375f53f6028519d3aaad0b421934dcbe24,1.4184892006469224e-05,1.5071827581924409e-05,1.7720595618401998e-05,2.5510273266009726e-05,2.5374109477843272e-05,4.664887238204261e-05
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,1.4213579790750601e-05,1.4994449734068206e-05,1.758120679266462e-05,2.534017899083339e-05,2.5185502302118167e-05,4.576880875153139e-05
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,1.4135772391040019e-05,1.5003843519776982e-05,1.725920016440889e-05,2.4918616886612082e-05,2.4777298875216564e-05,4.5687343136633445e-05
24,06da877ceae914a875bd1a55cd8e271332358803,1.4221141552620335e-05,1.4963634801307603e-05,1.7528077868981376e-05,2.5408444991575192e-05,2.5034172504092565e-05,4.5591561179726e-05
25,8529dfaaec65248420faffe095bac03c23881735,1.4142318537483948e-05,1.4919269976024267e-05,1.742254050138096e-05,2.499930724916587e-05,2.5134659657842903e-05,4.5370434573949764e-05
26,171a3e5811e43643788c20075be9ba52efb83b81,1.413540011877015e-05,1.4900323282608328e-05,1.7435442549658752e-05,2.5007264733122772e-05,2.4887165036312423e-05,4.5528118144956575e-05
27,5bf9ab98edd254dee1162d6f1863053e040cf828,1.4237897018051509e-05,1.4972729662207376e-05,1.7412109717795347e-05,2.510272903059548e-05,2.513482568330567e-05,4.551606357612616e-05
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,1.4134895464761898e-05,1.4902884463986589e-05,1.7392338726954833e-05,2.520965329409754e-05,2.5291103270583354e-05,4.561575317874234e-05
29,37a1ad069a800f5ef98286f25fb3fb632375168d,1.4183749683486855e-05,1.496268504519697e-05,1.7789323557507313e-05,2.4931191614841675e-05,2.5047625657217813e-05,4.591566521104157e-05
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.42333487309026e-05,1.5056161031470164e-05,1.7759149915439103e-05,2.5176753949248388e-05,2.5319207832593616e-05,4.5921940662823143e-05
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,1.4300558446942793e-05,1.508111247084341e-05,1.7640270246848673e-05,2.5306383901190058e-05,2.530542540006852e-05,4.579433542578029e-05
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,1.433781830350614e-05,1.5156848361448662e-05,1.7660182703156563e-05,2.5419979919040966e-05,2.548733079098071e-05,4.592118427153456e-05
33,53adf81bc503d749b13160a27e49160c5bbe48d7,1.4178827954673077e-05,1.5065397544709644e-05,1.7582804931714763e-05,2.508750945647813e-05,2.501911459659562e-05,4.568529331993767e-05
34,49e00940a82f9590d774539cd188b634c29fc39f,1.4160347866182562e-05,1.4990073178994511e-05,1.7279873659848705e-05,2.489186123274096e-05,2.506169459173599e-05,4.5722179293616785e-05
