,hash,param1-1000.0,param1-1000000.0,param1-100000000.0
0,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.0003450036935147739,0.0005099556525237859,0.0005248974543064832
1,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.000349178413550059,0.000512724625878036,0.0005317260878846834
2,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.0003535734179119269,0.0005225057860738353,0.0005355866650413525
3,53adf81bc503d749b13160a27e49160c5bbe48d7,0.0003593867179006338,0.000524448382202536,0.0005407317688590602
4,49e00940a82f9590d774539cd188b634c29fc39f,0.0003595682326704263,0.0005191000294871629,0.0005420753487238759
5,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.00034631386909994387,0.000518607092089951,0.0005374276814492125
6,ae88e02a48c4744afd22c63be388870037f3c84c,0.0003574700335618751,0.0005189437768422067,0.0005346058720820828
7,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.0003485125339319629,0.0005288352840580046,0.0005350803564253606
8,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.00035600910984700726,0.000524788371924507,0.0005383680354019529
9,a5e5e51187d4476841503ce816924ea99936dba0,0.00036201239884670435,0.0005224424996413291,0.0005376574730402545
10,b1e69da5058846e4fbe538c5641597c49f34f9a2,0.0003460301161413231,0.0005167649243958295,0.0005366993626873745
11,388e8197e15403345950edc23ae5fc7a3cb0f644,0.00034660075245232416,0.0005116205429658294,0.0005316888962529207
12,9b7e890b014f6ad3b4288246f0565f7afd6eca84,0.00034010167714328533,0.0005133186466991901,0.0005350609542801976
13,96727cf007217256700a1d805569a73d2171f1d5,0.0003440340670446555,0.0005043932935222984,0.000529047625605017
14,330435bb3420d798de08f86bf47287e55cf9e516,0.00034418959791461626,0.0005073650507256388,0.0005368886540006649
15,dae4f67c797176c66281101be8f3b4d6c424735c,0.00034047614392494004,0.0005077325273305177,0.0005279548349790275
16,615b6a5ef4040e5602a21aa2ff528c90d3ec6dd4,0.00034526356030255555,0.0005016658052971418,0.0005315775633789599
17,19b66496e248a4e4954a2a43f7100169a355236f,0.000342260409767429,0.0005070464569143951,0.0005258060060441493
18,7b4c8731353586b50756be3b5c6e134211840876,0.00034189503639936447,0.0005022862883792682,0.000522645004093647
19,cef4dc9d91d980c3df816de00154a22e96439fa4,0.00034635491513957577,0.0005045078694820404,0.0005251419148407877
20,af0dfce126a1d83cc33b8da9d91bce664f5d5297,0.0003428217954933643,0.0005101559916511178,0.0013622362283058464
21,1bc8dfc55c512c569f8f9de360cf49ace5f2cb39,0.0003431014896881196,0.0005058926763013005,0.0005236347438767553
22,8bd5dddda46805928bba355a288815831c50c96c,0.00034816272492552624,0.0005036041309887712,0.002325409254990518
23,abdd996ee5a40889ac627445ebfda19bfec326d0,0.000348011818553867,0.0005085113691166044,0.000526088778860867
24,74afdda39be21af56b8f9ea9abdb1e8f994e5350,0.0003481966860849282,0.0005100330105051397,0.0005247207358479501
25,491f41acd2c6a0e7886662a2448b3d245ae432a9,0.0003386216393361489,0.0005074351052330298,0.0005290483823046088
26,1f9ab28a9ee5a0cda956da35d0c77a3a4c4bcd55,0.000347455528875192,0.0005048373946920037,0.0007016117218881845
27,0437b83a931c5cc24296deecaa52d825e4d377e1,0.00034613614421217674,0.0005085466429591179,0.003116856934502721
28,2eedaa4cf94cf54bbd4d8428aa39271410f22e9f,0.0003397134838230682,0.0005132260965183377,0.0024462065659463404
29,8a1592844f98e26a181ab2c1fc8f2e6fd3647f00,0.0003389628604054451,0.0005063202930614352,0.0005436553386971354
30,cd02ddc9c0ea2b7f5f879c0564709eabcec6f1af,0.00034328714633981386,0.0005058900220319629,0.005349257146008313
31,4edd4375472f23c43048e078ba2db1826957f0e7,0.0003384192053589129,0.0005047421436756849,0.0005567156011238694
32,60f539b37514a9eb13c1ebfb8a252934f9084d30,0.0003407690824279862,0.0005030004011297768,0.0005570968147367239
33,4d2b5850488013319ff8354a1e764a0a2064fe63,0.00033876789553511527,0.0005045615305954759,0.0029215270420536402
34,5eff78bb16df99ffe2e9cad86c4ec649893c0646,0.00035318711387186217,0.0005163638386875391,0.003164377088021291
35,df40e550d442e910826e4817d38cebb902f48d77,0.00034557877769393305,0.0005151571007445454,0.0034005640074610713
36,760800d2c602b1c4e1a10d3a0ba12944df28cc73,0.00034940593565503756,0.0005108671262860298,0.0005684266553113335
37,f1a247f9952085db72c3f8248f8336a0961d825c,0.00034638787619769575,0.0005071273666213859,0.000569135183468461
38,473a68a53028f8a24b88bb9fc08b38dc3b69800e,0.0003401216274748246,0.0005038506584241986,0.0020482717547565697
39,3963ed0ea4e7d89174b1e992d84b47c0751f533f,0.0003369114587478565,0.0005080070579424501,0.0023618476232513787
40,9b1acd42e8d4cfd476dc97b8d5bfe12b0c229d9d,0.00034309046403054267,0.0005083308322355151,0.0052899997914209965
41,de446a536903f906969a1c5860a32ba11078a5ae,0.0003425555148472389,0.0005082804498008707,0.005500297015532851
42,b2545d01be561f7f8bb71c6064ba48de3d3e8dc1,0.0003435972922792037,0.0005039676558226347,0.007818280602805316
43,b6c7048bfd72a999f0cd948a346de94fe13f8123,0.0003437933271690722,0.0005055920178578658,0.0049265653127804395
44,670ac4fc50e82f6f162b2dd776de2ef28fac2a4f,0.00034067452314399905,0.000516103464178741,0.0005785055752647551
45,124dc4ebed8b805206e9ec1f25963877011ed93a,0.00034549703511099024,0.0005061688367277383,0.004351673903875053
46,a7adfda540f88d765f10ae8963abe4ae43cbfb34,0.00034176168652872243,0.0005073657428676431,0.004105870425701141
47,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,0.0003379233636554669,0.0005027447499411541,0.0005245207248663064
48,3cdc3ffb779733e7d9136ecb66a22bce31021c6b,0.00034261869999075616,0.0005094031499538687,0.0005270275749353459
49,40fad321343dd8a28129c668c8037a35e9b33989,0.00033317504549455464,0.000508877950051101,0.0005213993750658119
50,acba24414487e0e171bedbc8d1ae3cfc63f4b2c7,0.00034504048332261545,0.0005051968997577206,0.0005280584999127313
51,e6c2765d428bdce57b6d5bf0554d177ab0b45bf5,0.00034657988289836793,0.0005069997743703425,0.0005237183242570609
