,hash,"arg_kwarg-(array(1.), array(2.))","arg_kwarg-(array(1.), array(2.), array(3.))","arg_kwarg-(array(1.), array(2.), out=array(3.))","arg_kwarg-(array(1.), array(2.), out=(array(3.),))","arg_kwarg-(array(1.), array(2.), out=array(3.), subok=True, where=True)","arg_kwarg-(array(1.), array(2.), subok=True)","arg_kwarg-(array(1.), array(2.), subok=True, where=True)","arg_kwarg-(array(1.), array(2.), array(3.), subok=True, where=True)"
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,1.551703544488852e-06,1.4103700169392377e-06,1.3477485984035283e-06,1.284977622432086e-06,1.3836394636224018e-06,1.586328327680674e-06,1.6000208735897439e-06,1.4728441652699478e-06
64,06da877ceae914a875bd1a55cd8e271332358803,1.4547954213699014e-06,1.4025045097844902e-06,1.3991082934865668e-06,1.3258595491447403e-06,1.417440168491228e-06,1.4662996445273104e-06,1.5039893269282367e-06,1.428233360641998e-06
65,8529dfaaec65248420faffe095bac03c23881735,1.492411709098157e-06,1.3952638353756e-06,1.4945389308816895e-06,1.365553705642716e-06,1.5612368853214353e-06,1.5248571430329827e-06,1.5586123077754138e-06,1.560441367168816e-06
66,171a3e5811e43643788c20075be9ba52efb83b81,1.6277802369802115e-06,1.3940977491714027e-06,1.389243457713632e-06,1.335885584619738e-06,1.4420006457031411e-06,1.6832845798468495e-06,1.7217371081645742e-06,1.4525456092498322e-06
67,5bf9ab98edd254dee1162d6f1863053e040cf828,1.6825150628388102e-06,1.5254532750820824e-06,1.5069253760770284e-06,1.4617525551407596e-06,1.5511861555993607e-06,1.7118099318742346e-06,1.7296841881612467e-06,1.575481271446301e-06
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,1.6849089727771702e-06,1.3076700826555822e-06,1.338057560967405e-06,1.302835781975866e-06,1.3770524366134892e-06,1.7342523490136354e-06,1.7690585118322208e-06,1.3700960396205786e-06
69,37a1ad069a800f5ef98286f25fb3fb632375168d,1.6913980253317364e-06,1.4454580413322924e-06,1.5719175962889183e-06,1.496153008980661e-06,1.624244165222804e-06,1.747204142475348e-06,1.7676858268018226e-06,1.5169972966039836e-06
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.9954871433460204e-06,1.5379827767520858e-06,1.6220819199121495e-06,1.428373320404774e-06,2.2322992930175917e-06,2.8814048071402113e-06,2.1055913160823876e-06,1.5745515746122187e-06
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,1.932389137056266e-06,1.4467060598740272e-06,1.3941924023766693e-06,1.3638323545586043e-06,1.433739522474562e-06,1.9161343478791985e-06,1.9133981545076273e-06,1.5227514600621245e-06
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,1.8440670595766125e-06,1.395269717397783e-06,1.3814885994517526e-06,1.2696511199874152e-06,1.4135763894777091e-06,1.8775405916988443e-06,1.912734694858833e-06,1.4385880490267576e-06
73,53adf81bc503d749b13160a27e49160c5bbe48d7,1.8313593297537311e-06,1.4419741478131142e-06,1.4587508717734742e-06,1.3705697767628532e-06,1.470104968485485e-06,1.863410676271408e-06,1.8932708007829398e-06,1.4959844547970138e-06
74,49e00940a82f9590d774539cd188b634c29fc39f,1.6790674670135627e-06,1.4630500597042518e-06,1.520499440480807e-06,1.441303424893517e-06,1.47369219468829e-06,1.7353189196029435e-06,1.743390843477833e-06,1.550215685911041e-06
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,1.66120686410448e-06,1.3667378628667124e-06,1.352813798783463e-06,1.3082406158328512e-06,1.397954493747963e-06,1.7076382106754244e-06,1.733643783953598e-06,1.4137308353541964e-06
76,ae88e02a48c4744afd22c63be388870037f3c84c,1.7023233385620084e-06,1.374294764751415e-06,1.384892700721494e-06,1.3425276206087716e-06,1.407253666145113e-06,1.7284474233161635e-06,1.7629841860682977e-06,1.4370054287313161e-06
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,1.593531574922338e-06,1.3094309636695244e-06,1.2940751590540367e-06,1.2470356440392862e-06,1.3156566549137872e-06,1.6552565883713483e-06,1.649394130416312e-06,1.3516320588382007e-06
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,1.6888864792180058e-06,1.38602959660718e-06,1.467360915170076e-06,1.3461885839096163e-06,1.5280940956412112e-06,1.7594613776032812e-06,1.7839585470730196e-06,1.4460300091291125e-06
79,a5e5e51187d4476841503ce816924ea99936dba0,1.7456252382008113e-06,1.4142368176861333e-06,1.4126162746286232e-06,1.3453368537178467e-06,1.4669216117478145e-06,1.822484459050126e-06,1.8128642149960468e-06,1.463794685477538e-06
80,b69cf68a24cffea0a884a102da1797755de8f022,1.6897870678692617e-06,1.3248483388332752e-06,1.355803043402654e-06,1.2783876036253713e-06,1.4089338846466492e-06,1.7368750437666047e-06,1.7555780446695954e-06,1.4150235067252463e-06
81,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,1.6525418343616955e-06,1.3028441226570166e-06,1.370312906158682e-06,1.2808647613951708e-06,1.4330217883329773e-06,1.706300682061926e-06,1.75259642632124e-06,1.3876522823158202e-06
82,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,1.7440065986621868e-06,1.4365554113455633e-06,1.4585631018541253e-06,1.404337737909611e-06,1.5039630950545688e-06,1.8065033467867577e-06,1.7782301601936935e-06,1.4795627625373412e-06
83,0ce156413feb21a4f2a8eae3b1cd954d04240edd,1.7704711817282575e-06,1.3631850574310545e-06,1.430839497452625e-06,1.354656182055234e-06,1.4803841117462537e-06,1.8135301363094844e-06,1.841528578531541e-06,1.4461134647870835e-06
84,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,1.72808014926955e-06,1.3797669266844668e-06,1.419797797471256e-06,1.3332162590054085e-06,1.49552919346074e-06,1.75548016861423e-06,1.781868025986028e-06,1.458308376879489e-06
85,a6b4b2bdd6baf2afde27284097426e93912452e9,1.7408804843251853e-06,1.39738054677058e-06,1.3979287052631029e-06,1.3002174825986998e-06,1.4091259405060283e-06,1.7691612374143044e-06,1.797839265366617e-06,1.4594306767093118e-06
86,c8a5ff07e5bda47eab870671634b107da5ab7934,1.7911700889981917e-06,1.426792878533557e-06,1.5034059379365606e-06,1.4442275866239355e-06,1.52971897964694e-06,1.8289637076850573e-06,1.8636457195922867e-06,1.487956956521489e-06
87,fafd123410f1ad5c47341c66d8ea4cf541165e77,1.7099492193858812e-06,1.2057390454100095e-06,1.5203184752713392e-06,1.2314355538347106e-06,1.580087468951543e-06,1.734546906953417e-06,1.7607991598453545e-06,1.2821323829484972e-06
88,9765987c2ade250c82bfeaba49d1f9301211d63a,1.551866360431626e-06,1.2822581948183602e-06,1.31241246771419e-06,1.2056811471900033e-06,1.367148301670894e-06,1.5930346400172228e-06,1.6226976339399162e-06,1.3412271672987718e-06
89,dbf37449935bced333a3999afa860aaf304ab1a1,1.7053429686536462e-06,1.383479023226248e-06,1.4044621753560249e-06,1.3270418331321035e-06,1.4505818361785295e-06,1.8165757090057975e-06,1.8908982406533796e-06,1.4759260126563538e-06
90,5e84ac2bf2085d438da2d0dae5d370c4389bbdca,1.5844872020557799e-06,1.3592963813604142e-06,1.3590285377161334e-06,1.2512240033198849e-06,1.366098669001056e-06,1.7129584618107214e-06,1.6681380723254802e-06,1.4041449978079516e-06
91,c70bff83e452c9b76b7f5de2e6811b800d4f72cf,1.7552722066670517e-06,1.3228968231820724e-06,1.3688831830257126e-06,1.3584946095500018e-06,1.4113023055991853e-06,1.8214675468951216e-06,1.853851550262606e-06,1.389107859471534e-06
92,b4fd7a79bc55f17f301d219492528e6f5f40c6f0,1.577225524835455e-06,1.3154361710275707e-06,1.3921341825170063e-06,1.3211875423503594e-06,1.4356899979990162e-06,1.6372195021869275e-06,1.6518402388686963e-06,1.398278222370681e-06
93,0311c93c8c43cd913303c529673d69575901475e,1.6768901739955183e-06,1.352395326366781e-06,1.3664547166404164e-06,1.310102148774494e-06,1.3923529048439606e-06,1.717057257289986e-06,1.7364535697947603e-06,1.3834211612228346e-06
94,adf50b93d76fa55d03ccbc4910602cda23b32c7d,1.672524233906416e-06,1.3492011493034023e-06,1.3641402173851212e-06,1.2973441640382742e-06,1.3899833362117624e-06,1.7428096058281484e-06,1.7463696183482343e-06,1.3987699964008067e-06
95,64619c55896dad1927afe78c0702a58abf0d038f,1.7114917982634477e-06,1.3976817629134593e-06,1.4906599000147233e-06,1.374283240704897e-06,1.5553706692000944e-06,1.771534226180068e-06,1.8054504588329993e-06,1.446211564482427e-06
96,eaa59b4f04a0c75091e332afa95a304eddcd93ab,1.694343783884957e-06,1.3583652215649773e-06,1.381221334698045e-06,1.3068943314629632e-06,1.4516761025890385e-06,1.7534094994961405e-06,1.796439874109389e-06,1.4022763490512279e-06
97,2810becf98e20bfe2bf99311c5f4f3e150d12d09,1.7917305011977662e-06,1.5457135000706025e-06,1.4348472742076107e-06,1.3679229024401614e-06,1.487001993665497e-06,1.8430908020912196e-06,1.870361804990087e-06,1.5660770289764164e-06
98,d34b9ead10e28e3a0a62d642a16efdae2030ed76,1.5490859092767671e-06,1.3447555283672498e-06,1.3226069988714144e-06,1.2603937179090377e-06,1.3588072694350467e-06,1.6041783890785571e-06,1.6182683455509959e-06,1.4119422268071708e-06
99,0bd548e287b9e2fd0126f64d8be01a812e3c6a48,1.6055443486066413e-06,1.3438571532054075e-06,1.3298279757971947e-06,1.2439830786594652e-06,1.3712912587379202e-06,1.6591672642624557e-06,1.682247554060702e-06,1.405009897998506e-06
100,4cba2d91e1546872d29af6b25ad35947f27e03ac,1.663591584816799e-06,1.4582425499227797e-06,1.363796039245366e-06,1.2882289532302618e-06,1.504937713538807e-06,1.7269732498682937e-06,1.764766465222886e-06,1.5323280481796208e-06
101,97f9fcb599fec377f35be647afdc2d5c2c6ba1f9,1.5449569319093917e-06,1.2957769439498893e-06,1.4092539106808683e-06,1.242174648099235e-06,1.382537700776495e-06,1.591866658557029e-06,1.6214695828585224e-06,1.3351112700446155e-06
102,67c68b88e4120a84ec516725e322265446fc50e6,1.7636541699043604e-06,1.4841567783485793e-06,1.4769826648581217e-06,1.3910773169196855e-06,1.5282523668269846e-06,1.8450460136252438e-06,1.859981650640539e-06,1.5461403253815036e-06
103,551773f27ccc955ce24d15eae84eed924250c573,1.6961560308232107e-06,1.4046642810098768e-06,1.388538187443615e-06,1.3027037848843143e-06,1.4558205056327063e-06,1.760974808651136e-06,1.7943090335626041e-06,1.4639931089187934e-06
104,196d633cb19274ddffb4ba42928126fd15e3282d,1.709465044694521e-06,1.4715673632993394e-06,1.431409178923739e-06,1.3542581787206883e-06,1.4852851587238868e-06,1.7454980165357933e-06,1.7734676827968574e-06,1.5125850866593822e-06
105,1af65ee2225a011b39a9cceac306328be3737aa2,1.6550133507894902e-06,1.3690776458073226e-06,1.3656496891206046e-06,1.3068964870638159e-06,1.3954377742510553e-06,1.6937729973868886e-06,1.7283536580972272e-06,1.4190357999672827e-06
106,b4d2295bb5ba3c866553c1d7c10938f7f00c3286,1.6505421635501948e-06,1.3898470945808314e-06,1.3594598252591825e-06,1.2721104232830228e-06,1.4373224139058643e-06,1.6896313877365328e-06,1.7116321484601149e-06,1.4534615231631517e-06
107,69898992b339e4614780f626ed07c4244a08648b,1.5466756549642262e-06,1.3522244368613741e-06,1.3041293462494153e-06,1.2358752811151951e-06,1.348005245390641e-06,1.5820253218966855e-06,1.6025861979183166e-06,1.3938599197875415e-06
