,hash,dtype-<class 'bool'>,dtype-<class 'numpy.uint64'>
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,3.169722972179338e-05,0.00013108039508361003
1,60df9b1eb6375e3decf12ba7506404c46af0469a,3.1688064492363244e-05,0.00013109918663429702
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,3.1667762306059944e-05,0.0001321141385397571
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,3.164749566391381e-05,0.00013106800008559437
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,3.165487680526818e-05,0.000131037945863342
5,8ae543cb13769a0afa6e176898824db7fd992d27,3.1742517251295895e-05,0.00013126047567958124
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,3.155069885324547e-05,0.0001309982831281307
7,c9a83043c0669fd17306843eb21abd236b675537,3.158577910230527e-05,0.00013116831927706142
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,3.1640791651928644e-05,0.00013153351186241685
9,a280f5e5d725de732a906b67172114b263ac3bfa,3.160969217104643e-05,0.00013135996917377653
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,3.16481011521981e-05,0.00013105308024046
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,3.203124127372406e-05,0.00013266200605072977
12,537d35c2cf49cae0a496c37564fa282ec80e3695,3.163389764485843e-05,0.00013112755774412877
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,3.1597773122064214e-05,0.00013169283131474115
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,3.1667595377294185e-05,0.00013116657830696237
15,175476fec763984573e60485a447978cbcb381c0,3.1637313577711224e-05,0.0001309633433660324
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,3.155331014304597e-05,0.00013094858635061732
17,93240e0d8ea23644a5b7874037e658c54966ff54,3.173292979693446e-05,0.0001308938110191886
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,3.157901575316523e-05,0.00013091095182511686
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,3.1572982651717166e-05,0.00013094546984465994
20,ade91ea2f28284668fbf78971538ac4827d653b8,3.1780956647455734e-05,0.0001311269217081009
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,3.166957305131192e-05,0.00013218607233854077
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,3.1891701804720854e-05,0.00013105222565283793
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,3.158558526219709e-05,0.00013087936750674867
24,aab7993af0f6f3b9ac0d76952933b19163d65496,3.17270650173069e-05,0.0001321087925689204
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,3.2515138727673354e-05,0.0001348131357830156
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,2.7677405468070302e-06,0.00013057977705913405
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,2.8432584438251656e-06,0.00013054518910017002
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,2.6894136103112898e-06,0.00012914876870127043
29,d9347181d825d9426e783cfeafee304735bd25aa,2.7157922539532277e-06,0.00012960742259608758
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,2.6820915335964952e-06,0.00013017779166970978
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,2.6793899898502713e-06,0.00013109337504872763
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,2.7183725756860732e-06,0.000130397416623531
33,deb4be85025088553d80d6637dbc17d7f8101f41,2.762960456916796e-06,0.00012892123812066747
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,2.7490022294027754e-06,0.00012941570241223202
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,2.6846151003728976e-06,0.00012886189878848935
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,2.6650220352840833e-06,0.00012886452974011524
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,2.6463597129022597e-06,0.00012886730482710934
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,2.6992309220428333e-06,0.000129365976179196
