,hash,type-int16,type-float16,type-int32,type-float32,type-int64,type-float64,type-complex64,type-longfloat,type-complex128,type-complex256
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,3.601281206168847e-05,4.2001213464223274e-05,3.686028669958571e-05,4.206041958954587e-05,2.1137056970370454e-06,2.828797534767698e-06,4.4654288338337686e-05,3.193372937544772e-06,3.4167703323678025e-06,3.2761375006901755e-06
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,3.688584719283325e-05,4.427166138168061e-05,3.646357927836702e-05,4.3605622954973874e-05,2.187117424793913e-06,2.929578589777213e-06,4.3241663036774046e-05,3.288497463186459e-06,2.928860184150133e-06,3.2873664947432984e-06
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,3.59389322249503e-05,4.5439175589631644e-05,3.662194199752819e-05,4.375533404527232e-05,2.2029017360828145e-06,2.8692001017869815e-06,4.415474900469347e-05,3.447567465134816e-06,2.924077290729935e-06,3.3263722301372764e-06
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,3.647999166181156e-05,4.421593974943808e-05,3.6679199661736924e-05,4.4096904846383373e-05,2.15859869008681e-06,2.858910209777788e-06,4.491419795715269e-05,3.3003688934450645e-06,2.8713159520275643e-06,3.198461560078229e-06
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,3.796469338866152e-05,4.4883915969145825e-05,3.656713184458044e-05,4.389272534209523e-05,2.1859406664404982e-06,2.967311296039996e-06,4.4831425613725624e-05,3.256881170377698e-06,2.863843665048823e-06,3.3772063940633697e-06
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,3.5784526580543975e-05,4.198729116927802e-05,3.457394020710809e-05,4.212116408552902e-05,2.1419396375306707e-06,2.8539131792426334e-06,4.1837689177309337e-05,3.3324885554821845e-06,2.8324574101271103e-06,3.196200677109372e-06
45,71555c48be7f07833bd540dacb50deb8069b551f,3.478438412271046e-05,4.1451128353578864e-05,3.452920490879657e-05,4.156200190465469e-05,2.128131417160781e-06,2.9082480831908856e-06,4.265585021095003e-05,3.506827547650844e-06,2.8989230174938747e-06,3.228730588759784e-06
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,3.5449892633411e-05,4.2603890564694375e-05,3.4873146950021775e-05,4.17225237182533e-05,2.192990451998391e-06,2.8140620349733777e-06,4.234308801824227e-05,3.20293912804441e-06,2.8191614602710315e-06,3.282479048241487e-06
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,3.552523863712755e-05,4.301939648598818e-05,3.625345915784825e-05,4.1981717737554947e-05,2.175363235931665e-06,2.873533907601605e-06,4.485676049434838e-05,3.199591639765415e-06,2.8775734911841596e-06,3.197238854059184e-06
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,3.486472499692657e-05,4.162321154301305e-05,3.510333993203213e-05,4.0682624482239284e-05,2.153891962389063e-06,2.9456994618170413e-06,4.226102529715109e-05,3.1427871910750717e-06,3.4417146091658054e-06,3.2480846539969413e-06
