,hash,type-int8,type-int16,type-float32,type-float64,type-complex64,type-complex128
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,7.989923095833647e-05,0.00010786923114210367,0.00013626900573189443,0.0002534507330870483,0.00026392494910396633,0.0006100023439263597
1,60df9b1eb6375e3decf12ba7506404c46af0469a,7.97077629934339e-05,0.00010729744331911206,0.00013415654248092324,0.00026289100060239434,0.0002493921667337418,0.000607573112253757
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,7.984650095322115e-05,0.00010771217523142696,0.00013564191985784507,0.00025135701378950704,0.00024932896208372854,0.000609740025966483
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,8.0193519619677e-05,0.0001099163800785222,0.00013746993991171384,0.0002513452258426696,0.0002604732473723983,0.0006061750327182166
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,7.978481281658306e-05,0.00010750799672678112,0.00013488856788126775,0.000272018081312509,0.00025275120761518075,0.0006054882097112782
5,8ae543cb13769a0afa6e176898824db7fd992d27,7.9940162215601e-05,0.00010833894548070903,0.00013462680508382618,0.00026026712730526925,0.0002628704652381249,0.0006028493482838659
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,7.99109334098723e-05,0.00010763710131868719,0.0001336983492365107,0.00024076067030620878,0.0002462614294407623,0.0006122319712577498
7,c9a83043c0669fd17306843eb21abd236b675537,8.001421263222309e-05,0.00010785424849018454,0.000134432549835949,0.0002619882295953064,0.00025856553693301974,0.0005978159606456757
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,7.952642321151538e-05,0.0001074494025669992,0.00013826560215945814,0.0002603652134824258,0.00023848254699259996,0.0005976215858633319
9,a280f5e5d725de732a906b67172114b263ac3bfa,7.961034421285573e-05,0.00010718615735043781,0.0001356167816499501,0.0002535407168223806,0.00022169536096043884,0.0006007642676944242
