,hash,type-int8,type-int16,type-float32,type-float64,type-complex64,type-complex128
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,2.0144644581909123e-06,3.364717634488736e-06,7.67597129877594e-06,1.4513186404804642e-05,1.4471367386136383e-05,2.8141694314719946e-05
1,60df9b1eb6375e3decf12ba7506404c46af0469a,2.0439071718661546e-06,3.317141321027694e-06,7.607476693748516e-06,1.449289666441888e-05,1.4538555854202021e-05,2.79629384749569e-05
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,1.945695056912233e-06,3.21656556261397e-06,7.5426252468523175e-06,1.4258450373182717e-05,1.4275372373767344e-05,2.7744365494986663e-05
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,1.8299334283491533e-06,3.177514159073319e-06,7.514951128215973e-06,1.4412168437909139e-05,1.4309442641257249e-05,2.7894131431521693e-05
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,2.113659853369853e-06,3.460902434322454e-06,7.739443140346238e-06,1.463419053785352e-05,1.453164850258233e-05,2.8152930254275484e-05
5,8ae543cb13769a0afa6e176898824db7fd992d27,2.1784726764687607e-06,3.4885151879168224e-06,7.963775978053049e-06,1.4673243661010846e-05,1.4753498677095653e-05,2.8398607792514195e-05
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,2.0335556393167404e-06,3.293931873592105e-06,7.730347271551685e-06,1.4487887250615797e-05,1.4429701349210469e-05,2.796973078660906e-05
7,c9a83043c0669fd17306843eb21abd236b675537,1.9560434363408287e-06,3.258169203701239e-06,7.511515241373043e-06,1.4225852059365264e-05,1.4363083113045371e-05,2.7687932968022033e-05
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,1.8971447367461396e-06,3.2598351894979094e-06,7.770011826555203e-06,1.4568032141362105e-05,1.459438468691649e-05,2.8471430117059098e-05
9,a280f5e5d725de732a906b67172114b263ac3bfa,1.9505621088422512e-06,3.1785342462150384e-06,7.570131064643146e-06,1.4243496689100257e-05,1.4277529774142133e-05,2.778216578602097e-05
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,1.9198100010820275e-06,3.2327938858648837e-06,7.636397256721641e-06,1.4337772127336859e-05,1.429046822454232e-05,2.783717179390339e-05
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,1.8521968320810655e-06,3.2105238950081806e-06,7.487515963182257e-06,1.4217994016399509e-05,1.4317072810561363e-05,2.7760243597768772e-05
12,537d35c2cf49cae0a496c37564fa282ec80e3695,1.965927833007766e-06,3.2517079310653175e-06,7.600897576081467e-06,1.4391793308561696e-05,1.4616085195334449e-05,2.8120163269519176e-05
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,2.0859423876453463e-06,3.3370088403455334e-06,7.63566039415431e-06,1.4471433200218618e-05,1.4377602092852861e-05,2.8071003851856892e-05
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.9422574680792305e-06,3.2021266488502816e-06,7.52535255891255e-06,1.4457699869784079e-05,1.4479827511221196e-05,2.797665512890746e-05
15,175476fec763984573e60485a447978cbcb381c0,2.013470946910869e-06,3.3149454231579263e-06,7.608868621973052e-06,1.4437830930732577e-05,1.4373921585111971e-05,2.814131654746041e-05
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,1.9567984167949995e-06,3.2324491615493103e-06,7.555033558539605e-06,1.4300957252603226e-05,1.4342339044884488e-05,2.8076792084309035e-05
17,93240e0d8ea23644a5b7874037e658c54966ff54,1.8865707677729047e-06,3.2604513016113518e-06,7.666206162355917e-06,1.4580094965204275e-05,1.4796236745758948e-05,2.9028810427551403e-05
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,2.0390832840449347e-06,3.3286848527248346e-06,7.670894917530036e-06,1.4462985621089591e-05,1.4540536236174205e-05,2.799601519987375e-05
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,2.0517541082462104e-06,3.3755841303467822e-06,7.674079883573465e-06,1.4514650751348702e-05,1.4547367568042858e-05,2.818322691615695e-05
20,ade91ea2f28284668fbf78971538ac4827d653b8,2.046314429618741e-06,3.3344921802105745e-06,7.638420498739302e-06,1.4475344526716441e-05,1.4407199331971415e-05,2.8142261485021552e-05
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,1.9476949041145398e-06,3.212865611741608e-06,7.5159718417725656e-06,1.427587019572565e-05,1.4689939260313062e-05,2.7972997477101563e-05
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,1.9873931866101994e-06,3.262301680172701e-06,7.628004219149351e-06,1.439452353224624e-05,1.4411349804938203e-05,2.7820133685061327e-05
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,1.934410151415188e-06,3.2299390973880385e-06,7.539181317022687e-06,1.4376656017275332e-05,1.436136452681068e-05,2.7965348615705606e-05
24,aab7993af0f6f3b9ac0d76952933b19163d65496,2.0027479268998314e-06,3.2648756645105628e-06,7.546248458105034e-06,1.4514295124385644e-05,1.460608596456105e-05,2.8097851543311625e-05
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,1.9263108991565257e-06,3.2960978594915583e-06,7.624322912684895e-06,1.4432973684482644e-05,1.4510876451170803e-05,2.797526477014282e-05
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,1.8742769801368317e-06,3.1607300978944036e-06,7.465609308163603e-06,1.4343477471400787e-05,1.4337137544656967e-05,2.7672095674628212e-05
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,2.0507155993091573e-06,3.317591900202681e-06,7.683477794635513e-06,1.4621227159433544e-05,1.4408231994214778e-05,2.7993529392941137e-05
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,2.0237269011777938e-06,3.2922262790882152e-06,7.6681191799515e-06,1.4587016840530634e-05,1.4750879889310947e-05,2.8145836765284154e-05
29,d9347181d825d9426e783cfeafee304735bd25aa,2.0049347802926414e-06,3.3140389668670696e-06,7.630861564738989e-06,1.4601277999382965e-05,1.4466076017007095e-05,2.8155334685805194e-05
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,2.0694802104229323e-06,3.268843498768623e-06,7.594025912764743e-06,1.4476084701120192e-05,1.4558505924804578e-05,2.791964931793077e-05
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,2.041328313088442e-06,3.3270456767471133e-06,7.769300433166209e-06,1.4675802869327102e-05,1.4733299731934777e-05,2.8495033687536638e-05
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,1.9534203057750894e-06,3.3485816449470594e-06,7.688619212143486e-06,1.4572425062403961e-05,1.4467926141812562e-05,2.8071643975126414e-05
33,deb4be85025088553d80d6637dbc17d7f8101f41,2.07680418133492e-06,3.3874258504795167e-06,7.762510563545322e-06,1.4650761814781262e-05,1.4598208215132608e-05,2.8567323899602847e-05
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,1.952573567808996e-06,3.2834746104886525e-06,7.604436369404878e-06,1.4510007894252543e-05,1.4410653744662687e-05,2.791890227424955e-05
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,1.9854493801446144e-06,3.2950064855972047e-06,7.6616566655189e-06,1.4458738533208736e-05,1.4549315522874974e-05,2.8110372423003525e-05
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,2.0077064685723643e-06,3.332910043434257e-06,7.621912278540771e-06,1.4672771749052135e-05,1.4415484037407564e-05,2.8198833691057778e-05
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,1.9223014579055925e-06,3.2349594978108565e-06,7.533993156096776e-06,1.4346568358784378e-05,1.4324618672412105e-05,2.7785146419121083e-05
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,1.9560973782448046e-06,3.2557535937422557e-06,7.566428133843792e-06,1.442875309219261e-05,1.4443257718109495e-05,2.796890277952318e-05
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,1.905075361472425e-06,3.204973198247852e-06,7.463401969565834e-06,1.4349554840009658e-05,1.4323377988343831e-05,2.7732959695122855e-05
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,2.0126308249886395e-06,3.3347589286838007e-06,7.658511427190179e-06,1.4554643652174179e-05,1.4535677393609245e-05,2.7997761583147742e-05
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.9791314951098244e-06,3.3104302228414834e-06,7.580348598433763e-06,1.4459586190628476e-05,1.4549585232345524e-05,2.8024658682299846e-05
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.9428808323134136e-06,3.2194565663140405e-06,7.601461854932951e-06,1.4224954672824892e-05,1.4373778657894459e-05,2.7712701531917056e-05
