,hash,"n-1,mode-block","n-1,mode-copy","n-10,mode-block","n-10,mode-copy","n-100,mode-block","n-100,mode-copy"
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,,6.074587597022266e-06,,0.00010172961976976417,,0.2866520545067033
1,60df9b1eb6375e3decf12ba7506404c46af0469a,,5.828148532143958e-06,,0.00010036586931876272,,0.28316914300376084
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,,5.367841386817389e-06,,0.00010027071750854425,,0.28281597499153577
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,,5.829933266117439e-06,,0.00010127929367033926,,0.28540243301540613
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,,5.701333246580869e-06,,0.0001002413368753522,,0.28673551851534285
5,8ae543cb13769a0afa6e176898824db7fd992d27,,5.9774315124504145e-06,,0.00010064603314579775,,0.2847296165127773
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,,5.7133679458626026e-06,,0.0001002176409794787,,0.2837946424988331
7,c9a83043c0669fd17306843eb21abd236b675537,,5.462438528710185e-06,,9.99697826362377e-05,,0.28499084600480273
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,,5.138493754727743e-06,,0.00010037329332629704,,0.2850953105080407
9,a280f5e5d725de732a906b67172114b263ac3bfa,,5.3375839717967886e-06,,9.990495670100918e-05,,0.28376989999378566
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,,5.703885709337967e-06,,0.00010069197742268443,,0.28648311649885727
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,,5.54552461437567e-06,,0.00010095646718147454,,0.2853021754999645
12,537d35c2cf49cae0a496c37564fa282ec80e3695,,5.473466580611725e-06,,0.00010227131827956659,,0.29042863449285505
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,,5.619791391618031e-06,,0.0001000558333342067,,0.2835230575001333
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,,5.130104843861983e-06,,9.952347840147053e-05,,0.2844950470025651
