,hash,update-inplace,update-normal
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,0.23732453348929994,0.4487495424982626
1,60df9b1eb6375e3decf12ba7506404c46af0469a,0.23656587000004947,0.4516260450036498
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,0.23584501699951943,0.4515037789969938
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,0.23828657949343324,0.4503088944911724
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,0.24478936399100348,0.4491764554841211
5,8ae543cb13769a0afa6e176898824db7fd992d27,0.24878324200108182,0.45884702149487566
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,0.24095873850455973,0.4493474229966523
7,c9a83043c0669fd17306843eb21abd236b675537,0.24054471350973472,0.44789260149991605
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,0.24090186398825608,0.45074356350232847
9,a280f5e5d725de732a906b67172114b263ac3bfa,0.23392970899294596,0.45013839699095115
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,0.23478038600296713,0.44706349699845305
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,0.23587832799967146,0.4485427854961017
12,537d35c2cf49cae0a496c37564fa282ec80e3695,0.24523966400010977,0.4560703915049089
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,0.23344689900113735,0.44968553550279466
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,0.23537596300593577,0.4605844410107238
15,175476fec763984573e60485a447978cbcb381c0,0.23451191100321012,0.44705593249818776
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,0.2344415189945721,0.44742864499858115
17,93240e0d8ea23644a5b7874037e658c54966ff54,0.23553854500642046,0.4474283329982427
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,0.23540643849264598,0.4481375575051061
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,0.23542996050673537,0.4472716445015976
20,ade91ea2f28284668fbf78971538ac4827d653b8,0.23714231349731563,0.4456582300044829
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,0.239564812000026,0.45854219200555235
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,0.23383531050785678,0.44690515449474333
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,0.23499888699734583,0.44640673850517487
24,aab7993af0f6f3b9ac0d76952933b19163d65496,0.23542255000211298,0.4463259790063603
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.23582835950219305,0.45032578500104137
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.23532309350412106,0.446266895502049
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.23405235649988754,0.44674015350756235
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.24519615499593783,0.44759297499695094
29,d9347181d825d9426e783cfeafee304735bd25aa,0.24208653150708415,0.44945253300102195
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.24228092399425805,0.463269483007025
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.2547881810023682,0.46129647649649996
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.24802534750051564,0.4499007425038144
33,deb4be85025088553d80d6637dbc17d7f8101f41,0.24986685899784788,0.45636027149885194
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.251043309988745,0.45410659450135427
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.2507422690105159,0.46211122749809874
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.2480109689931851,0.4484763034997741
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,0.24812553350056987,0.45503875199938193
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,0.24942102649947628,0.45187282650294947
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,0.2508132160000969,0.46241912549885456
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.2497457255012705,0.4504517495079199
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.2497916820066166,0.4541359374925378
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.24898793450120138,0.45363291099783964
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.24805286699847784,0.45393976250488777
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,0.24640545150032267,0.4519591690041125
45,71555c48be7f07833bd540dacb50deb8069b551f,0.2529186369938543,0.45390307799971197
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,0.24668980799469864,0.44959987399488455
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,0.25471597150317393,0.45568407700920943
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,0.24863622349948855,0.4490356125024846
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,0.25427262000448536,0.45655905199964764
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,0.25058986200019717,0.4676005935034482
51,fca7a15f30776ebce9e6814eb927e837f567a518,0.2500046700006351,0.454241646490118
52,26311ed7bf80e02c827189e80084602d72e4f284,0.24783331700018607,0.45339212150429375
53,b5e01bcb668da0413170a886c258e00d2540e752,0.2507143850016291,0.45520421599940164
54,ab30683fe1277a7fd471be63975a02ed8d766f94,0.24977716800640337,0.45275047249742784
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,0.2494386000034865,0.45131327350100037
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,0.24763992050429806,0.453609307998704
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.24717431999670225,0.44799032749870094
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,0.2528068450046703,0.46456631400360493
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,0.2503153924990329,0.45331722799892304
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,0.24792822100425838,0.45178882950131083
61,85d64e375f53f6028519d3aaad0b421934dcbe24,0.2551053419992968,0.45527250500163063
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.24920027449843474,0.4546076285005256
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.24991848450008547,0.4528395295019436
64,06da877ceae914a875bd1a55cd8e271332358803,0.2501448405018891,0.4528164654984721
65,8529dfaaec65248420faffe095bac03c23881735,0.2519795040025201,0.4518557064984634
66,171a3e5811e43643788c20075be9ba52efb83b81,0.24996357200143393,0.45077246650180314
67,5bf9ab98edd254dee1162d6f1863053e040cf828,0.25159582200285513,0.45405310099886265
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.25425219499811647,0.4566497675004939
69,37a1ad069a800f5ef98286f25fb3fb632375168d,0.2586899829984759,0.46587596249810304
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.3010371009950177,0.5246031970018521
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.24919864399998914,0.4530944595026085
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.2503535079995345,0.45341390799876535
73,53adf81bc503d749b13160a27e49160c5bbe48d7,0.2517538175015943,0.45389305649950984
74,49e00940a82f9590d774539cd188b634c29fc39f,0.2529859855021641,0.45134466150193475
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.2523939259990584,0.4540722715028096
76,ae88e02a48c4744afd22c63be388870037f3c84c,0.2533064960007323,0.46099793299981684
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.25401705850163125,0.4516444879991468
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.25209978000020783,0.4535464780019538
79,a5e5e51187d4476841503ce816924ea99936dba0,0.2509578555000189,0.45014447050016315
80,b69cf68a24cffea0a884a102da1797755de8f022,0.25300233899906743,0.4519303140004922
81,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,0.2514157445020828,0.4499070580004627
82,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,0.25168090099941764,0.45208296950113436
83,0ce156413feb21a4f2a8eae3b1cd954d04240edd,0.2515762960010761,0.44909318149984756
84,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,0.2506791570012865,0.4506610730004468
85,a6b4b2bdd6baf2afde27284097426e93912452e9,0.2525645275018178,0.4558364395015815
86,c8a5ff07e5bda47eab870671634b107da5ab7934,0.2520510699996521,0.4525437480015171
