,hash,dtype-bool,dtype-uint8,dtype-uint16,dtype-uint32,dtype-uint64
0,4d87d909bab7a7dd4bb570444cf35d98d551668f,0.00046657730379830235,0.002702205383684486,0.003475876757875085,0.005117279943078756,0.009364764322526753
1,a280f5e5d725de732a906b67172114b263ac3bfa,0.00046835682840774893,0.0027022064314223826,0.003475513619681199,0.005119893234223127,0.009365159785374999
2,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,0.00046631352692518544,0.0026874784380197525,0.003483820628995697,0.005168993026018143,0.009372205473482609
3,fdfc4807cbe2de71f74053c45ae0de383332c4e1,0.0004668562551555426,0.0026881322264671326,0.003479429831107457,0.005165669368579984,0.009365319972857833
4,537d35c2cf49cae0a496c37564fa282ec80e3695,0.00046849978642295235,0.002689827641006559,0.0034777941182255745,0.005167646915651858,0.009373042732477188
5,1b6831be8dc33308e77f3d3253f5ee777e3bb178,0.0004715019553575827,0.0027009813929907978,0.0034787659533321857,0.0051240535685792565,0.009376378147862852
6,7ef145115fede2c20df2cfc51ed28fcc9742b696,0.00046941842478902447,0.002700277720578015,0.0034774986561387777,0.005127505981363356,0.009376158472150564
7,175476fec763984573e60485a447978cbcb381c0,0.00046799601775340057,0.0027052765362896025,0.0034825453379501896,0.005119552253745496,0.009375449270009995
8,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,0.00046972426670518786,0.002702463651075959,0.003484708024188876,0.005121411522850394,0.009381443029269576
9,93240e0d8ea23644a5b7874037e658c54966ff54,0.00047283942430195486,0.0027048716438002884,0.003488632307077448,0.005122864502482116,0.009392797132022679
10,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,0.0004710772984915159,0.002702842466533184,0.003488269556934635,0.005126334493979812,0.009378846967592835
11,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,0.0004694404990666292,0.002707868115976453,0.0034904186613857746,0.005120346788316965,0.00937997770961374
12,ade91ea2f28284668fbf78971538ac4827d653b8,0.00047034579752521085,0.0026892247260548174,0.003482829313725233,0.00512483180500567,0.009372472297400236
13,b0a6e5583f2952a040c45d0d50f5e93372dc175b,0.00047121716620908546,0.0026952867046929896,0.0034822588010380664,0.005123481969349086,0.009380452102050185
14,94b36b557ce7d88bbfe4091c59aa376764b7047d,0.00047388904600996864,0.0026908243889920413,0.003480434960996111,0.005119987763464451,0.00937758048530668
15,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,0.00046931924905789936,0.0026881425292231143,0.0034794944804161787,0.005214662523940206,0.009371380088850856
16,aab7993af0f6f3b9ac0d76952933b19163d65496,0.00047325270927765155,0.002688198583200574,0.0034826118499040604,0.005217286758124828,0.009379105176776648
17,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.00047344874209639704,0.00268607767065987,0.003489935304969549,0.005213157506659627,0.009367185994051397
18,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.00046854544147525144,0.0026910052401944995,0.003493019302065174,0.0052255752962082624,0.009366773185320199
19,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.0004704491954974153,0.0026933184708468616,0.0034991328914960227,0.0052206761902198195,0.009373332373797894
20,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.0004686962954861962,0.00268987676827237,0.00348733893285195,0.005222675623372197,0.009368381230160594
21,d9347181d825d9426e783cfeafee304735bd25aa,0.00047070820900526917,0.0026930850581265986,0.003494029864668846,0.0052220857469365,0.009378862217999995
22,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.0004692030223933133,0.002689923858270049,0.0034911835100501776,0.00512100663036108,0.009369327570311725
23,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.0004717912101610141,0.00269456923706457,0.0034921948487559953,0.005124451359733939,0.00936843769159168
24,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.0004723880926824429,0.002691769623197615,0.0034776986576616764,0.005121489986777306,0.009375740541145205
25,deb4be85025088553d80d6637dbc17d7f8101f41,0.0004696946760470217,0.002695576229598373,0.0034826198437561593,0.005124685121700168,0.009373820153996348
26,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.00046906337692317635,0.0026918547227978706,0.0034757038423170647,0.005122533184476197,0.009376341244205832
27,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.00046970890632466126,0.002692766604013741,0.003482263147210081,0.005123352049849927,0.009377839975059032
28,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.00046832979106428945,0.002690309484023601,0.0034751038377483687,0.005120364367030561,0.009369730367325246
29,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,0.0004688752005281656,0.0027035363600589335,0.003475536514694492,0.005120119079947472,0.00938172684982419
30,767744c86e1e4a27bf77f90a85f17e564c9b94ea,0.00046978342685509813,0.0027030351338908076,0.003482104977592826,0.005122614442370832,0.009366062702611089
31,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,0.0004694867053661834,0.0026878442731685936,0.0034868026462694006,0.005216348334215581,0.009370328742079437
32,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.0004685016624121504,0.002685552986804396,0.0034917183220386505,0.0052172166761010885,0.009370948537252843
33,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.0005106767004525119,0.0027270916616544127,0.0035351277329027653,0.005261944723315537,0.009413220337592065
34,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.0004669267927174983,0.002689083630684763,0.0034849971998482943,0.005218889564275742,0.009375606430694461
35,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.0004720521815629168,0.0026921137468889356,0.0034987681234876318,0.005222502863034606,0.00940449326299131
36,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,0.0004676096748722636,0.0026913918554782867,0.003490017183745901,0.005223408807069063,0.009376254281960428
37,71555c48be7f07833bd540dacb50deb8069b551f,0.00047353795856576073,0.002689389744773507,0.003487320772061745,0.005217228201217949,0.009372379980050027
38,5324067c702a41e901354a01a5f0d05ff49b6cb4,0.00047325904862108553,0.0026918029179796576,0.003490380321939786,0.005220875609666109,0.009377961745485663
39,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,0.0004675675564530221,0.002687255502678454,0.0034898552112281322,0.005218471051193774,0.009370445040985942
40,45ee22fa2fdd2bace756ed62685a346da91c4cb2,0.000469490589404648,0.0026907105348072946,0.0034919518511742353,0.00521880469750613,0.009366692160256207
41,798aee26bdb9dcc0e806ca9271f0f98297188dec,0.0004678436494229928,0.0026879471261054277,0.0035006865703811245,0.005120194051414728,0.009371901745907962
42,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,0.0004708600675009868,0.0026911842287518084,0.003497745531300704,0.005134316277690232,0.009406387573108077
43,fca7a15f30776ebce9e6814eb927e837f567a518,0.00046748678078470027,0.002691890869755298,0.003482718952000141,0.005158831481821835,0.009409647202119231
44,26311ed7bf80e02c827189e80084602d72e4f284,0.0004680728412825953,0.002702653466258198,0.003476237567762534,0.005117598338983953,0.009369142586365342
45,b5e01bcb668da0413170a886c258e00d2540e752,0.0004695967072620988,0.0027035356033593416,0.0034733669987569256,0.005121370195411146,0.009371407562866807
46,ab30683fe1277a7fd471be63975a02ed8d766f94,0.000469227046282454,0.0027038914849981666,0.003484289860352874,0.005130587029270828,0.009386314311996102
47,3c89e2f913406f55b6e998017c1149e3ba383bcc,0.0004735719835893674,0.0026984253199771047,0.003478602971881628,0.005120736546814442,0.009367081220261753
48,590f07121dc55e6d9d9ce514887c9bbc253fb266,0.00047005668444477993,0.002702664351090789,0.003476864813516537,0.00512731121852994,0.009374031447805464
49,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.00046930155208842325,0.0026879937504418194,0.0034889540790269775,0.005117961321957409,0.009369537001475692
50,70a84c3192b4f231925e8e36f50d6a26bff3b46d,0.00047075495504858816,0.002690904540941119,0.0034815319813787937,0.005128340213559568,0.009390621911734343
51,9d416356baf4a653b2c647a921ae24ba7d39e8df,0.00047140147282995963,0.0026870754663832486,0.003478499207024773,0.005121558904647827,0.009372823289595544
52,09dd75e9e2139bc9742e6009b7babe41d4c002df,0.00046585854547827137,0.0026884861872531474,0.003476374472181002,0.005117486463859677,0.00936517387162894
53,85d64e375f53f6028519d3aaad0b421934dcbe24,0.0004657275630566089,0.0026832251460291445,0.0034940546999375024,0.005220915307290852,0.00936811335850507
54,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.0004687292966991663,0.0026871109730564058,0.003486610172937314,0.00521204574033618,0.009363726014271379
55,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.0004673271399477254,0.002688269771169871,0.0034877544579406576,0.005221076542511582,0.009363999706692994
56,06da877ceae914a875bd1a55cd8e271332358803,0.00046948793301866817,0.002687652362510562,0.003476977115496993,0.0051229160744696856,0.009372346801683307
57,8529dfaaec65248420faffe095bac03c23881735,0.0004658914403989911,0.002686249150428921,0.0034817997366189957,0.005125511786900461,0.009368527913466096
58,171a3e5811e43643788c20075be9ba52efb83b81,0.00046845692717893553,0.00268958619562909,0.0034841776359826326,0.005122879287227988,0.009375275811180472
59,5bf9ab98edd254dee1162d6f1863053e040cf828,0.0004715716508640484,0.0026857565972022712,0.0034797764383256435,0.005121558788232505,0.009369491250254214
60,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.0008025959922144045,0.003059526381548494,0.004070730026190479,0.005816861754283309,0.00949045829474926
61,37a1ad069a800f5ef98286f25fb3fb632375168d,0.00080698705278337,0.003059927374124527,0.00406458624638617,0.005852769943885505,0.009474499034695327
62,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.0008161170766330683,0.003058262576814741,0.0040915263040612136,0.0058465147158131,0.00948439259082079
63,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.0008072162297769235,0.003061534429434687,0.004093534002701441,0.005845629493705928,0.009483717964030802
64,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.000819665935033789,0.003062098636291921,0.004100320317472021,0.005852354224771261,0.009480126667767763
65,53adf81bc503d749b13160a27e49160c5bbe48d7,0.0007965761380126843,0.0030835927464067936,0.004097549167151252,0.00587381434161216,0.009499591775238514
66,49e00940a82f9590d774539cd188b634c29fc39f,0.0007914454998591772,0.0030834831413812935,0.004098752358307442,0.005886758910492063,0.009495184407569468
67,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.0007871668964910966,0.003080868162214756,0.004079903786381086,0.005825706059113145,0.00947972817812115
68,ae88e02a48c4744afd22c63be388870037f3c84c,0.0007891779264005331,0.003081305476371199,0.0040847796481102705,0.00582571467384696,0.009488288662396371
69,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.0007891602670917144,0.003081775503233075,0.0040853472116092835,0.005853176349774003,0.009489089017733932
70,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.0007895490942666164,0.0030903471051715314,0.00409443366030852,0.005831236485391855,0.009486669558100402
71,a5e5e51187d4476841503ce816924ea99936dba0,0.0007834387047646137,0.0030778595828451216,0.004086948775996765,0.005816649761982262,0.009489367017522454
72,b1e69da5058846e4fbe538c5641597c49f34f9a2,0.0007769220142758318,0.003065401630010456,0.00407190783880651,0.005807750392705202,0.00946063594892621
73,388e8197e15403345950edc23ae5fc7a3cb0f644,0.0007711661247802632,0.0030661578639410436,0.004063546114290753,0.005811514216475189,0.009448310709558427
74,9b7e890b014f6ad3b4288246f0565f7afd6eca84,0.0007780938086887965,0.0030563879990950227,0.004065113374963403,0.005806362256407738,0.009452978963963687
75,96727cf007217256700a1d805569a73d2171f1d5,0.0007772561019429794,0.0030687754624523222,0.004068377194926143,0.005813502357341349,0.009454425191506743
76,330435bb3420d798de08f86bf47287e55cf9e516,0.0007750323722855403,0.003062946372665465,0.0040665226212392245,0.005804308690130711,0.009447544813156128
77,dae4f67c797176c66281101be8f3b4d6c424735c,0.000733792781829834,0.0029821008793078363,0.003982943094645938,0.005753341480158269,0.009384018601849675
78,615b6a5ef4040e5602a21aa2ff528c90d3ec6dd4,0.0007382392484162535,0.0029874329920858145,0.0039871375386913615,0.0057592487428337336,0.009391454746946692
79,19b66496e248a4e4954a2a43f7100169a355236f,0.0007395304772736771,0.002984588558319956,0.003980610131596525,0.005750175565481186,0.009385850513353944
80,7b4c8731353586b50756be3b5c6e134211840876,0.000741870142519474,0.002980804245453328,0.003980551613494754,0.0057492529740557075,0.009379362221807241
