,hash,type-int8,type-int16,type-float32,type-float64,type-complex64,type-complex128
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,2.2557414134352094e-06,3.6758884409665216e-06,6.926755546980227e-06,1.7850190507912797e-05,1.780429096858124e-05,3.705770512293014e-05
1,60df9b1eb6375e3decf12ba7506404c46af0469a,2.2238698143911124e-06,3.591680506309514e-06,6.751028958526539e-06,1.7805545603521228e-05,1.775089735373253e-05,3.723759900883228e-05
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,2.192318179044622e-06,3.588089968537681e-06,6.7506116421754975e-06,1.779631179004432e-05,1.7882569062720346e-05,3.675480128615934e-05
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,2.2046493884729676e-06,3.626924583130136e-06,6.647834548447903e-06,1.7686299362106257e-05,1.7837184062575117e-05,3.696590806840355e-05
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,2.264931925751612e-06,3.675225420894709e-06,6.764183943404198e-06,1.8056912247288697e-05,1.7567171236624418e-05,3.702333672262214e-05
5,8ae543cb13769a0afa6e176898824db7fd992d27,2.253977481757065e-06,3.6784986397596304e-06,7.109233182039452e-06,1.8143739665796872e-05,1.780689403706414e-05,3.730559400470315e-05
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,2.274356290796136e-06,3.672478005843599e-06,6.8839425874774105e-06,1.7643971086297048e-05,1.789017942413967e-05,3.7124201353801876e-05
7,c9a83043c0669fd17306843eb21abd236b675537,2.213782301955591e-06,3.65099292460082e-06,6.759302732800468e-06,1.7386971371201475e-05,1.7413131549707933e-05,3.683812541335846e-05
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,2.2283757488992308e-06,3.6653809384708552e-06,6.892688533159018e-06,1.8065763624916085e-05,1.823621452687705e-05,3.806812941280708e-05
9,a280f5e5d725de732a906b67172114b263ac3bfa,2.1984082624933765e-06,3.5803515263205793e-06,6.711057912030104e-06,1.7196395164055208e-05,1.747993562753211e-05,3.6881141665314016e-05
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,2.162918792083087e-06,3.5916522935368735e-06,6.7564756366634264e-06,1.7313578604180923e-05,1.7664781003933996e-05,3.728476670706489e-05
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,2.218365405449167e-06,3.618361057103259e-06,6.616788504213189e-06,1.779806402450008e-05,1.8075737606188773e-05,3.721300002699873e-05
