,hash,ndim-0,ndim-1,ndim-2
145,d73991e45e097d2d23732f5a2fcb1c9cf61f69fc,1.6538932650961394e-05,1.9119506898744473e-05,2.086347501192774e-05
146,9c9df9c649361fb651f4b2174e779b3036464ab4,1.6939294959497302e-05,1.9909839307808358e-05,2.211757941216591e-05
147,803386487f14484cfa24af915c24ad75211469e8,1.6870562732848966e-05,1.991342117973757e-05,2.1896362666551075e-05
148,274d5d64a989e44e99a9defeaf8fa1b11bda46b4,1.8317211261381108e-05,2.0742487461249655e-05,2.2727121305323487e-05
149,459ffe5c008863b58805c9177a85668a3e5fb4f6,1.6115232397243936e-05,1.8653253106011396e-05,2.037234814601269e-05
150,e31f1fac208882f1255edf346ef10c769b775853,1.5939843912749867e-05,1.8732284980328523e-05,2.039899469025279e-05
151,f34c7c6b0edb8bb3044867d5984dfd607fe9f5b9,1.6227612137288997e-05,1.889960783357908e-05,2.09991920767904e-05
152,e4630a2f5273307983b6ddca9b72aa0cf5a65784,1.674838667416847e-05,1.908190973408507e-05,2.1259851535663957e-05
153,3a9588ae8041d611cb1df4be849db88fefc5ea46,1.679361361930979e-05,1.9277450426117234e-05,2.0925185314854215e-05
154,74712a53df240f1661fbced15ae984888fd9afa6,1.6203974861998324e-05,1.896906579876768e-05,2.107948739649146e-05
155,be92e0099d4926be76ab4ec9ca6db6f2471397d1,1.585296218142008e-05,1.8987077604627836e-05,2.1137263502168935e-05
156,7e9d603664edc756f555fecf8649bf888a46d47c,1.630636963144866e-05,1.8845372481869076e-05,2.061508046656791e-05
157,02798e4ce39ae7882b19a3fde209472b7411d48a,1.5941926231272787e-05,1.8632867449387725e-05,2.0678551944775997e-05
158,3329d26c5d1d53f7fca1dfe253fdc43e93f0f6aa,1.6467477318862807e-05,1.9087805412709713e-05,2.08687433218019e-05
159,bc6000da993399284d2afd4fcfa1e4c4fe0d408e,1.7541594728727746e-05,2.050038068718453e-05,2.229200103124546e-05
160,c7d83e7412169399586272176d5ad839b568ba57,1.6385831686955714e-05,1.9434364526569944e-05,2.0966530382507277e-05
161,8adeca227a39640b0ad4db38ca34a77a0bb50c8f,1.6315315424132833e-05,1.9042844346500406e-05,2.07338099161544e-05
162,9dd6c60bfccea7f78371e1b88f223b93ae69d037,1.623376814812353e-05,1.91222535634995e-05,2.08476786509408e-05
163,48efb02a936da85e395ff29a477765ea3916770d,1.6311625376144513e-05,1.9072675647254544e-05,2.102949807131699e-05
164,3ad444b07ed53cf43d11e755701224a96840de62,1.6257296237767203e-05,1.8944979163996212e-05,2.0739279461988272e-05
165,3f5097baec71b4c6b287534cc938a16b1f9fc474,1.6100188310165555e-05,1.877359332137183e-05,2.0581422330487224e-05
166,4cdd3606160de923fb4054cf93f4ea02a356def0,1.619346006787438e-05,1.8988291429236702e-05,2.0796125191557677e-05
167,245b73ef38844395c36ce4c1032092c81253d112,1.616381428392375e-05,1.8829972691414402e-05,2.061947353385304e-05
168,7b7e7fe4936a0cd8b1278ebc3169463e392a486e,1.6129137052248335e-05,1.8841906579532844e-05,2.0549409331412603e-05
169,d2b0d56350ab4ec48a19349a4c05cea0e2603b21,1.6337005766764063e-05,1.908457381339819e-05,2.0781200969995897e-05
170,bd263912e11f7f79310c5516fab6bd0a7b7c8eb9,1.6254835794693848e-05,1.8724736926313282e-05,2.049304081920265e-05
171,08690a9e394406562f636f90bcc899430bf3cdee,1.636542888634183e-05,1.9168208304921445e-05,2.1186633341214594e-05
172,e731e8676118c48770368eb470fed2d77fe82847,1.6322959600292528e-05,1.913432052978161e-05,2.118722742837751e-05
173,f1f1436b853f3855d75667ab4055cce06960fda9,1.623186537483073e-05,1.865005127802394e-05,2.0642578301912186e-05
174,bde2119e80d14a21950285f2d872b29506c7b851,1.646254694279175e-05,1.896666727704324e-05,2.098810880796856e-05
175,60a1e10c4593736b188b38e7d7c51aefb213af6a,1.602830009135026e-05,1.8830433274961564e-05,2.0729741858439538e-05
176,233c63a56974de22b846ac989cef1fabe45e7296,1.7007231590781608e-05,1.9712608531442715e-05,2.1815667684039517e-05
177,bbc0a6b7efd4930053976e55b7937ed4606b5a14,1.635610827294873e-05,1.9081415794381316e-05,2.0984675225225235e-05
178,c6853c7c27bb8352ab498848439d4fee9eb79a33,1.6118571110638582e-05,1.8871701663223708e-05,2.0680759002321532e-05
179,385575faba79b5c857112199206119bf9ac2277f,1.6230782712110124e-05,1.9390959673190628e-05,2.1358074263844173e-05
180,3b294521a7394c2195e6b2980555c6b27258bac9,1.672737843907747e-05,1.926647399546804e-05,2.1209016593888433e-05
181,70f4309a155808d3a60a9a71db2d9482c1ec3ad7,1.6297772659031168e-05,1.8933476419399008e-05,2.069302378703144e-05
182,e552726e3a5ff964a004d46558f534e7a47cab70,1.8043487578333905e-05,2.0806207979197494e-05,2.2595987428684492e-05
183,64fb290a8cb8fa9201f18015f3de1186e950a137,1.6220426341225237e-05,1.8761608577012246e-05,2.071730148166925e-05
184,f981a7ff4b02204f215eb089ce77f9a3f3906b1e,1.6448987970271937e-05,1.916931002340386e-05,2.0945103323036755e-05
185,0d2536650ff1b750a9008cfd2893dcc1db58f94f,1.6638366147302662e-05,1.932735371390835e-05,2.102486973063855e-05
186,bf37644ca5987f5fabfe72be6da1fcf7a0b6b6a8,1.6542073430945025e-05,1.9547191075141635e-05,2.1255667655704878e-05
187,57f2a6fb79a7aba317f3fb57a0f1e2439ea99481,1.6690780606163856e-05,1.9584424018179476e-05,2.138619693211895e-05
188,a1454867ab910a356588c511700c99ec6bef93b5,1.649229518612582e-05,1.923968949544746e-05,2.08072575112579e-05
189,ffb6f185b5775c612524496e98c8e6240f9bfccd,1.626228826657851e-05,1.9129982396868437e-05,2.0501727592663032e-05
190,02e6b062027666b22c68d91e280b28f57ee9c2b5,1.6162074427397566e-05,1.8768242577779438e-05,2.051626854767346e-05
191,a2a6d0d24d99703ded59c31b98b259900469762f,1.6943579239466186e-05,1.9806579154038386e-05,2.14616084265609e-05
192,ce40769276729d7bde07eb556398a5f47b8ecacf,1.6540635824781058e-05,1.9324205444245115e-05,2.102371678116589e-05
193,82226d816c67a80ff634fd202c1df32865175232,1.6626590373364825e-05,1.9654879338099614e-05,2.1392718618494973e-05
194,66685909f174c38ebfbf7f733f40bcf7d9e86d48,1.6567996121886978e-05,1.934241900243755e-05,2.10003211322751e-05
195,015eb5f76e1dd5b38b08bbe8b648fdb34b25e938,1.7175971453261984e-05,2.025860233296608e-05,2.20401206433501e-05
196,33e1dbee8d9e11a3e96efaae822ff6f3c44e3cef,1.6813768699603736e-05,1.976576172262697e-05,2.160640008422354e-05
197,821c53daa1261a6285cb85c106eab25c4d88ea2a,1.6444886568933725e-05,1.9194947602878604e-05,2.0927425193627484e-05
198,34d7d395d79f880dc9e156ff83af0cf5844867bf,1.6532097606688787e-05,1.9177973865180582e-05,2.0777954784313116e-05
199,6525ed58f1757092d73f33ee8717be2b5988c3e8,1.665912481038866e-05,1.925030667563943e-05,2.0984222916490667e-05
200,e6d04db287a4421edb3a060fc84d9f8c66718cb5,1.6566698462509913e-05,1.9808960292668915e-05,2.2136097137189032e-05
201,cb107d1ca6ac633702650a21152de7d05d31862a,1.622713100390904e-05,1.907350859888222e-05,2.0988051580644927e-05
202,0630be4c479f36113e9c3bac50a11d163d2208e4,1.6127501614391805e-05,1.8960738693167386e-05,2.0684548186092467e-05
203,d92693b9c7f36679a7703a72397a2993ab158f88,1.5971172827046884e-05,1.856005462253942e-05,2.0404536137098174e-05
204,058af7581d22d15bc45f24283cbf5374a6a02541,1.6466126172862788e-05,1.9305071931139294e-05,2.103904149815095e-05
205,60945085cfd1abf4e04db461040bc675f1d325c7,1.7496151960852325e-05,2.0190446450275357e-05,2.1892710778516746e-05
206,ed7d967ff37b649a3b5ce8adc51cdf4ec9dd39a3,1.692270078430218e-05,1.9683095980697952e-05,2.1375960598636724e-05
207,26cff95893d7609b7bcba4b6d374835ad975137c,1.6260956388424995e-05,1.913444771442884e-05,2.1068596309602942e-05
208,d49ecd53dbbaa9abdbeae6b5ac0486a2df376566,1.5969865641377422e-05,1.908386403923495e-05,2.0988644022953412e-05
209,33963bac8b276f2f2a6aa25e80caddbf23d9ff57,1.645951370228099e-05,1.9223179312094167e-05,2.101750467008341e-05
210,88ed1552809f81e2ec8b04c8874443abf14e6f8e,1.6435568086338063e-05,1.915964295473346e-05,2.0817895710933952e-05
211,e695dd02a5c3c9cb0ebea8eebc72915af9deebdf,1.6408076364581192e-05,1.9225004646315714e-05,2.088303086706079e-05
212,57adb4bb6a8eb46fed597d4a781e47bcb86ebe11,1.6183703143185784e-05,1.8831537479264105e-05,2.05984239587347e-05
213,5165c654dbb2b08e8a38ac437ab35611726bf26b,1.660776054570788e-05,1.988439608420081e-05,2.1955619952799436e-05
214,d19c664c70a3bcdd728a2a78bfe424491bdf2fc0,1.634597447967096e-05,2.082232834763383e-05,2.3471489280032423e-05
215,b93b67ca5c208dbb8d0d0cfd640dd6125dba96a1,1.8619590486257762e-05,2.078729122336702e-05,2.2483976448845935e-05
