,hash,rng-PCG64,rng-MT19937,rng-Philox,rng-SFC64,rng-numpy
0,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.0005288925749482587,0.0006896274668785434,0.0010751211000751936,,0.0007050869331578724
1,37a1ad069a800f5ef98286f25fb3fb632375168d,0.0011530582782547248,0.0014722837139353423,0.001673287785836562,,0.0007200175001344177
2,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.0012435371249921445,0.001570636785930089,0.0017856645002514901,0.001047574944499906,0.0007815000770698624
3,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.0012057100005525474,0.0014984717137329945,0.0017248722859741455,0.0009622965457806872,0.0007175798001602137
4,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.00117140627763648,0.001456266928601378,0.001661385857525082,0.0009341668638543607,0.0006963178333535325
5,53adf81bc503d749b13160a27e49160c5bbe48d7,0.0011727036665737007,0.0015198627146933825,0.0016900167502171826,0.0009356031365644991,0.0008509752691539829
6,49e00940a82f9590d774539cd188b634c29fc39f,0.0011744750000717533,0.001459749429029346,0.0016909248327768487,0.0009357385454429525,0.000696577133203391
7,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.0011984158890198967,0.0014619412145943248,0.0016649504998765352,0.0009525284546146974,0.0008087824999865217
8,ae88e02a48c4744afd22c63be388870037f3c84c,0.001235219388844497,0.0015116398574588985,0.0017488954999862472,0.0009861540453460873,0.0008438172497638637
9,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.0011957497776570057,0.0014826847143142785,0.0016992654166945917,0.0009575641364459774,0.0008322872916626995
10,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.0011721133887476753,0.0014574862143490463,0.0016837920835920765,0.0009859440908092604,0.000699330700081191
11,a5e5e51187d4476841503ce816924ea99936dba0,0.0011727969999305466,0.001460773214213467,0.0016785559167450024,0.0009379126498970436,0.0006938910333701641
