,hash,"arg_kwarg-(array([0., 1.]))","arg_kwarg-(array([0., 1.]), 0)","arg_kwarg-(array([0., 1.]), axis=0)","arg_kwarg-(array([0., 1.]), 0, None)","arg_kwarg-(array([0., 1.]), axis=0, dtype=None)","arg_kwarg-(array([0., 1.]), 0, None, array(0.))","arg_kwarg-(array([0., 1.]), axis=0, dtype=None, out=array(0.))","arg_kwarg-(array([0., 1.]), out=array(0.))"
107,f1a247f9952085db72c3f8248f8336a0961d825c,2.5374104871469386e-05,2.596970894430057e-05,2.681713979372477e-05,2.6189778224531427e-05,2.776615990278048e-05,2.450862666592002e-05,2.6481181574875818e-05,2.571113927928215e-05
108,473a68a53028f8a24b88bb9fc08b38dc3b69800e,2.516677156777426e-05,2.572241712690538e-05,2.6569673930531118e-05,2.5899275758508907e-05,2.7225689659944646e-05,2.4178996682167053e-05,2.590423792636712e-05,2.521491335595355e-05
109,3963ed0ea4e7d89174b1e992d84b47c0751f533f,2.532925656331437e-05,2.558698485556402e-05,2.6611870328220083e-05,2.5765350952958377e-05,2.7360530463314414e-05,2.4136028465535075e-05,2.6042783810269265e-05,2.5191845126309487e-05
110,9b1acd42e8d4cfd476dc97b8d5bfe12b0c229d9d,2.4858874018752465e-05,2.554084145439553e-05,2.6267950939957262e-05,2.571957436605142e-05,2.6943704771592204e-05,2.407045021191635e-05,2.579251304268837e-05,2.5288422561087316e-05
111,de446a536903f906969a1c5860a32ba11078a5ae,2.521027137521007e-05,2.566665222982006e-05,2.6444051368736928e-05,2.59512844203031e-05,2.754983396675342e-05,2.4262349010847294e-05,2.604038612826646e-05,2.5513492972713037e-05
112,b2545d01be561f7f8bb71c6064ba48de3d3e8dc1,2.5090031731114893e-05,2.555329587107033e-05,2.640570500471558e-05,2.580554715531656e-05,2.7160255252489214e-05,2.400892819359637e-05,2.5841138827113005e-05,2.5305470141271748e-05
113,b6c7048bfd72a999f0cd948a346de94fe13f8123,2.5170027137786712e-05,2.567750710732423e-05,2.6457436273203176e-05,2.593377400589729e-05,2.7217932972054797e-05,2.417933880066385e-05,2.5996261949304248e-05,2.542144878987481e-05
114,670ac4fc50e82f6f162b2dd776de2ef28fac2a4f,2.5248562860405138e-05,2.5640298481274905e-05,2.6518912693741275e-05,2.5944473842779793e-05,2.727633511051723e-05,2.421429878586119e-05,2.6330331285648484e-05,2.5456985089676086e-05
115,124dc4ebed8b805206e9ec1f25963877011ed93a,2.5251689691876255e-05,2.5651300979471434e-05,2.6459539249940137e-05,2.6032739939788976e-05,2.7336368129262463e-05,2.407438602884963e-05,2.591488573195815e-05,2.5422212377823188e-05
116,a7adfda540f88d765f10ae8963abe4ae43cbfb34,2.5003154291100032e-05,2.5642109964201803e-05,2.656075899509618e-05,2.5970568871440518e-05,2.7325339803017057e-05,2.422435993861465e-05,2.614412923545153e-05,2.5666977333671906e-05
117,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,2.500891781535125e-05,2.545137322675801e-05,2.6314489163685566e-05,2.5639533963524986e-05,2.7097140348114933e-05,2.405103802916925e-05,2.5863639762448374e-05,2.5306890959100013e-05
118,3cdc3ffb779733e7d9136ecb66a22bce31021c6b,2.509899309972815e-05,2.5653834511761492e-05,2.6280396346786492e-05,2.5782196178659687e-05,2.709625990217607e-05,2.4230459071600507e-05,2.598909143492029e-05,2.5422200457790502e-05
119,40fad321343dd8a28129c668c8037a35e9b33989,2.5242815725915265e-05,2.572555503316121e-05,2.6771197304233463e-05,2.5998634385868466e-05,2.745702031138235e-05,2.406905940968769e-05,2.621826577312268e-05,2.565310095937927e-05
120,acba24414487e0e171bedbc8d1ae3cfc63f4b2c7,2.5378455107272106e-05,2.5735297594471913e-05,2.676581063478987e-05,2.6091539550588078e-05,2.7432800753711048e-05,2.4051416305935292e-05,2.6185337783736075e-05,2.567300822941915e-05
121,e6c2765d428bdce57b6d5bf0554d177ab0b45bf5,2.5181868059681382e-05,2.5680920701303803e-05,2.650000366244327e-05,2.583848693266493e-05,2.7246278551888223e-05,2.4239700672991757e-05,2.632195040635476e-05,2.5654483252900108e-05
122,7eaac94d183888639422c7b55471613f1d5bce18,2.503928094494454e-05,2.550618353245013e-05,2.6406842774164655e-05,2.577850966067132e-05,2.7070934366848734e-05,2.4446670780018752e-05,2.5965762719259424e-05,2.5680475157654682e-05
123,62991d50511f75e58c4c57f40e84de25a8d7e7dd,2.5077852525658186e-05,2.5548490328175655e-05,2.6543789596808615e-05,2.580242037370518e-05,2.7275635184938737e-05,2.387660354083375e-05,2.6073867419435487e-05,2.536997672841819e-05
124,94d3302039856667988f82d637f9a35998d19a79,2.512002994428702e-05,2.5759824397330297e-05,2.65712259095852e-05,2.597003072130342e-05,2.7423187493695877e-05,2.4205533463828033e-05,2.6286963782844624e-05,2.566615684080939e-05
125,eb167a3fe540780f397a14817f54a95333fbcc6c,2.5423205662386637e-05,2.5934742759139353e-05,2.685650622481434e-05,2.621195609851672e-05,2.7536255086544066e-05,2.4169560931265587e-05,2.6217828547483047e-05,2.5669648367733334e-05
126,cea994fac86dbc5af7bee3f15fc5b475a99163fa,2.502916973472444e-05,2.559958493423929e-05,2.6643598311469517e-05,2.5817407267055956e-05,2.723494541670579e-05,2.402607034517652e-05,2.624173662852405e-05,2.551698922789434e-05
127,917c6f18ba6691bd29e7e103b65dff75af735faf,2.534672367360347e-05,2.5871021530488462e-05,2.6760533122190587e-05,2.645998216134363e-05,2.743531339671841e-05,2.4171303784755573e-05,2.624803281348389e-05,2.5649425200896774e-05
128,84ddedadaee13fe22cc36a0c67c3cb73e818ee9f,2.5238495261172755e-05,2.5710449245698418e-05,2.650060397884025e-05,2.6447144404273647e-05,2.7242406925937277e-05,2.3868629156107826e-05,2.6028524699080505e-05,2.5865250023142737e-05
129,e180d2aec3fe18bfc5ad1505659a23003929c76e,2.5279318831641887e-05,2.5751279235810823e-05,2.6734541294928597e-05,2.6024819252271098e-05,2.738194839663841e-05,2.4148417170046757e-05,2.6286765791066897e-05,2.569993137932705e-05
130,2fd9ff8277ad25aa386c3432b6ebc35322879d91,2.5120565718031126e-05,2.561491617763584e-05,2.663970851089533e-05,2.5849167470741704e-05,2.740954941152844e-05,2.41011618657337e-05,2.620520800436762e-05,2.5776545483725923e-05
131,3296617cc4c0d4a82520caa411050f7c0aeb9aa5,2.5388779288695723e-05,2.6026209788284747e-05,2.680647770448783e-05,2.6092096733187802e-05,2.7588509069995706e-05,2.4738722465137085e-05,2.6420245728926893e-05,2.6076727520818788e-05
132,6894bbc6d396b87464cbc21516d239d5f94f13b7,2.5132539928616847e-05,2.579299402918109e-05,2.6756625836180926e-05,2.594602133502208e-05,2.75490631783842e-05,2.4211501127684965e-05,2.6399050279995244e-05,2.5726154359708135e-05
133,d5064d4ab5152c71c4b639fe581cc80b74a103e4,2.5339443187050998e-05,2.5943895947350502e-05,2.6781832801637954e-05,2.617918710340461e-05,2.749474860864193e-05,2.4160387980096007e-05,2.627467317168418e-05,2.587643000672426e-05
134,1b3543cc456c352df8550ae2f0db0a5cfe422f35,2.522502250820748e-05,2.571153985943807e-05,2.6756890238849102e-05,2.5866915599354322e-05,2.729709546908774e-05,2.407083669114833e-05,2.6103480407082053e-05,2.5477980021955752e-05
135,9331e55b0c16d9b8611132a4ce0fd24e52d6e629,2.512802900529878e-05,2.5663484579178912e-05,2.6527751127586645e-05,2.5864848675382196e-05,2.7268822423092604e-05,2.4166691634854124e-05,2.619004086367428e-05,2.5700869531754184e-05
136,91411eea6306d5b9aabab4b5abf5a16df4c3396b,2.525127989441886e-05,2.5666706931318322e-05,2.670384987971512e-05,2.590403513399413e-05,2.7412553400787084e-05,2.415636518061626e-05,2.6196688108453617e-05,2.559233257997086e-05
137,459bfb4af46de23e01e215784520aa2b81393dfe,2.507273856687793e-05,2.5597861283184854e-05,2.6493297645640447e-05,2.5841715619833125e-05,2.726936198370841e-05,2.391770134600495e-05,2.6088242715188454e-05,2.549352724936895e-05
138,0c32bb4140215f99b935eae9001eabb10e3c47dc,2.5239981135682146e-05,2.573900226065341e-05,2.6666618625162064e-05,2.595184741949197e-05,2.7388466874907288e-05,2.4233138781566056e-05,2.632795535701226e-05,2.576040664384739e-05
139,901211eddd5e17c8c7c85bc5f791679559d4efb5,2.5305722103735736e-05,2.576317541605806e-05,2.6586539817473558e-05,2.5973298990553287e-05,2.7293548356438335e-05,2.404774037772121e-05,2.6154104697261996e-05,2.562114409206865e-05
140,ff4cfe7ecd46ee15fd88297964f6a5cb5423c291,2.4905361613693192e-05,2.526229288538589e-05,2.6151998799133042e-05,2.5493748047772578e-05,2.6944001207599665e-05,2.3881656004692568e-05,2.5875299207077628e-05,2.523860619579143e-05
141,31ff7f34809c5d1b9c35de8ccea262d8f480bbef,2.519604313080926e-05,2.5648051007734656e-05,2.6517828956960692e-05,2.5930203403831956e-05,2.7235775228796734e-05,2.427190399264105e-05,2.5921826001148723e-05,2.553052146700067e-05
142,5db7e2e6f805c180a0f117c6faa204f757b512ca,2.5085586219512184e-05,2.561600700073756e-05,2.6378906884435878e-05,2.5792170555432333e-05,2.7192305171487865e-05,2.3981478131775342e-05,2.5974670175596007e-05,2.5462087827511656e-05
143,2c36dbbd6dd13b449c43dca85493f94022f19f9d,2.4938882545453226e-05,2.558108944804548e-05,2.6237976838157055e-05,2.56136217296817e-05,2.710612004940942e-05,2.4026888370696853e-05,2.5850744597916102e-05,2.5365579436352183e-05
144,8087e1de04d011f7ce66bf80dbef4a0599b14f7a,2.4978044261214008e-05,2.526563319541445e-05,2.6458356113423373e-05,2.5665821925672812e-05,2.709651376826154e-05,2.412198857102241e-05,2.6021949179046597e-05,2.5570111882184697e-05
145,24192935730d6dbb24e3d11b7f40f309b786c0ad,2.5153448691239932e-05,2.558422539964703e-05,2.644139123801592e-05,2.579295467074098e-05,2.719018954652638e-05,2.4149192655500997e-05,2.566175715487805e-05,2.544207307736966e-05
146,105e175a7708a05886d06a24ed2b60bdd6cf329c,2.5187420910822416e-05,2.555788485818847e-05,2.660164896996669e-05,2.5858104957738805e-05,2.7319483633618803e-05,2.4104330063014892e-05,2.588618221322456e-05,2.53418497917359e-05
147,9da90debf54029a50502fd759c8de56f2dc47129,2.4992211163912342e-05,2.552570622873391e-05,2.653386949956713e-05,2.569981596986148e-05,2.7186423309017945e-05,2.428193173337994e-05,2.5859549974224397e-05,2.5488146846847877e-05
148,928425156abfa65a613fac016f86d6a3b6c03768,2.502007897250181e-05,2.539499297332961e-05,2.642782504071452e-05,2.5691659847164855e-05,2.7185986125794464e-05,2.4212992082447766e-05,2.6026214405298953e-05,2.5530869745802764e-05
149,5a59087fa5badc20e2cd5264f7cfc6911fc6fb12,2.5035457992429246e-05,2.5516736542584597e-05,2.6545024543304994e-05,2.5809012955645674e-05,2.7324214063922612e-05,2.402436521867018e-05,2.592390582683575e-05,2.5442734380557215e-05
150,c9bfd4eb68e61c67aa27ed0cb2788f60d11cf354,2.516580226392239e-05,2.5465969163221573e-05,2.6470155788439453e-05,2.570814048906542e-05,2.719581419968921e-05,2.4139935735909812e-05,2.5801460191338174e-05,2.5338099874660758e-05
151,2e9169601aff252a661b845399ec61c3e575407f,2.5126869227989015e-05,2.5626516244450554e-05,2.6500879681648583e-05,2.5793148313858436e-05,2.7249218260179166e-05,2.4018201311182113e-05,2.600786954922191e-05,2.571332450680488e-05
152,59a97520cf0aa68b92a775d809e1cb67d886b50c,2.501553791607248e-05,2.5501326122816573e-05,2.636910680173885e-05,2.5671586558010403e-05,2.7268050788817078e-05,2.407224024215196e-05,2.5839382077305064e-05,2.5428890888424705e-05
153,b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,2.525159102194971e-05,2.563315120043484e-05,2.6402713367989398e-05,2.5862981910643537e-05,2.719507021501885e-05,2.416906317700105e-05,2.595292076316232e-05,2.5553464548852552e-05
154,ef0957302c6383524448cef2cd4cf18c7da18ea8,2.513986692065373e-05,2.5588394875856154e-05,2.6460655642972315e-05,2.579240876545697e-05,2.7306219457851765e-05,2.40738104794993e-05,2.5820073594968343e-05,2.537447276068324e-05
155,5cfc2d3ca06fb6afc95c16db172f710ed6e7eed4,2.516919779482969e-05,2.573334273793513e-05,2.656180608367744e-05,2.5861116451581558e-05,2.7564382974447032e-05,2.4274819781450922e-05,2.615388181832869e-05,2.5512905666929156e-05
156,aba1b4a7864752b005c9f5d1bd58fa02e08ccff4,2.5111778364830117e-05,2.5643303994788413e-05,2.639332966532047e-05,2.5786483560555747e-05,2.7121064391909075e-05,2.4147419545832755e-05,2.58034892251011e-05,2.5351443869944423e-05
157,32f382c86f384a02eeb87f67fea806e6b9961b5c,2.516784822975082e-05,2.5696270278699343e-05,2.658340942187458e-05,2.582936601169657e-05,2.739778164358157e-05,2.440291670306275e-05,2.6081948311092924e-05,2.5512698170620586e-05
158,33351f646e0b523139fbba4986eba54a3bfe55a7,2.500350833220463e-05,2.5610419715819663e-05,2.6348157681087553e-05,2.5583793729787966e-05,2.7273541711496584e-05,2.3859924323574735e-05,2.5649852440914227e-05,2.5457601017575806e-05
159,90133e16d02c67206e350ce222d76f938596706f,2.5123377220398313e-05,2.5467130057340845e-05,2.640425596704207e-05,2.5723398268739715e-05,2.7120078944211317e-05,2.404818091583386e-05,2.5882130572188997e-05,2.5400627695076852e-05
160,26527695f9ee7b7bc3fdd3af67d7e8b068cb1e0b,2.4950284669647843e-05,2.5395787472590665e-05,2.621202202799329e-05,2.567881343315517e-05,2.702025428386475e-05,2.3898458272054955e-05,2.573529727365777e-05,2.5241007042538368e-05
161,5b16107a537c0ebd2e4517c02ecfb9a24f54c827,2.5088981489743823e-05,2.5470208321862363e-05,2.6296316794776508e-05,2.5681582726450115e-05,2.7179163436045e-05,2.403478298900454e-05,2.5859496389351082e-05,2.5350673069410464e-05
162,cd3b44d5f0915245138d44fdb3ee376601e34716,2.560641396006471e-05,2.5699954842728277e-05,2.65870836542814e-05,2.6078054238254753e-05,2.7440978523797643e-05,2.416129998360457e-05,2.5958543399330945e-05,2.598253459754315e-05
163,f77c5e83c07985aacbddb89525785a3f66ce1b3b,2.5075838713109353e-05,2.540945995792325e-05,2.6346980434703504e-05,2.5641451243017765e-05,2.7012182948153868e-05,2.3889865030299176e-05,2.5752369530552456e-05,2.5329640769260996e-05
164,4f2b219647ae6a7928590be2b709894ae2403274,2.5181612643640708e-05,2.5464117892884784e-05,2.6421571428462575e-05,2.5779954843541648e-05,2.7154281121647843e-05,2.4141347400464974e-05,2.5657926551459067e-05,2.540163866848954e-05
165,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,2.5325956693316092e-05,2.569531096101162e-05,2.6603246633295376e-05,2.5969769148794925e-05,2.7340592613401716e-05,2.41188324590245e-05,2.5823492886560955e-05,2.5479278581983902e-05
166,2fc96a0bc15624d7f1f74750bddffeca46f1e73c,2.5129943206612443e-05,2.55206910088092e-05,2.63582330165449e-05,2.57317711745041e-05,2.7181997429579498e-05,2.4176959676231752e-05,2.583887309974757e-05,2.5472943029519073e-05
167,20f22d849002d80485787adeb8a7340dab159f94,2.5234679174576763e-05,2.5797369622549656e-05,2.67687672980834e-05,2.6072448025039144e-05,2.7560530129529217e-05,2.445694334154961e-05,2.6306277140975e-05,2.5840443693316327e-05
168,cdbc935201f3c322a312e8ae8b78d044cbe27bf4,2.5061135949177103e-05,2.5640946668794467e-05,2.6683896664448463e-05,2.583863253955944e-05,2.7308343321976016e-05,2.4188715390625576e-05,2.6001606047863052e-05,2.5528474409124513e-05
169,5134132ae9cc9c3fba1d5420353277cf3d96eb90,2.492642113312284e-05,2.5529197547100395e-05,2.6553145607535555e-05,2.580285212586084e-05,2.7333923340351745e-05,2.4013483518181923e-05,2.5847400348329058e-05,2.539762122237503e-05
170,c2dd245047ff2eb80972600163ecac9048d74e1f,2.5220272578472718e-05,2.571841260653905e-05,2.6639903339990738e-05,2.588398851471872e-05,2.755650767181633e-05,2.4204951805177697e-05,2.6208571772433257e-05,2.5696857524902055e-05
171,965b41d418e6100c1afae0b6f818a7ef152bc25d,2.5059828813900993e-05,2.5657133110577152e-05,2.662325562558576e-05,2.5844219100983787e-05,2.7286627446301278e-05,2.406673611118823e-05,2.5957029160613623e-05,2.5407097139450816e-05
172,0b9b176dcef7f14f56dbd543c89e6da6c6b7b2e4,2.537823836120525e-05,2.6019571893042528e-05,2.6758589048750034e-05,2.6035285388121742e-05,2.7504556645787034e-05,2.435466714352701e-05,2.6300685278263438e-05,2.5529720800577038e-05
173,1be88ff070cce6ac720804e861583682564f7e0d,2.5214568236477104e-05,2.5755280699927654e-05,2.6760195234403163e-05,2.601821704403214e-05,2.7495812114966496e-05,2.4141371773367518e-05,2.580840203874898e-05,2.5486894461851388e-05
174,bcce3ac27e05ffd10584c3c8c666dade21714d1f,2.555466329864275e-05,2.6177082824089177e-05,2.6891298331970588e-05,2.637555267163875e-05,2.7693661745002556e-05,2.4491257739660397e-05,2.617657720054104e-05,2.592494374657252e-05
175,5b126f882bc90a22f7fe20518f727eafe8238d86,2.548831413454633e-05,2.594081886920584e-05,2.670877962373197e-05,2.606605897038177e-05,2.7508843192825987e-05,2.440255230288548e-05,2.5968883380041892e-05,2.553111107119818e-05
176,ad0049026f4afa5d6e8312c1a46b3777be396104,2.5577963148821714e-05,2.6022859783640208e-05,2.6930966414511203e-05,2.6214268962995935e-05,2.7701654954007564e-05,2.4227826471354302e-05,2.622712835124353e-05,2.5809353904887326e-05
177,9ae4a0d1ebc52a556ed13248172e8280ad9fc6bd,2.5185454349261e-05,2.5786090524158848e-05,2.6606006639791123e-05,2.5878814855017343e-05,2.7334702061370735e-05,2.415993269657929e-05,2.60774032846271e-05,2.5581079980795178e-05
178,d5010b129e4f3714dcad04eb7115372848fbce36,2.558697059290426e-05,2.6047001392290922e-05,2.6938665077017038e-05,2.6227130617301627e-05,2.7545002251487186e-05,2.431549403592446e-05,2.6093344891908384e-05,2.5674242282374984e-05
179,b3f41eeafd2708a6b519cf3c7ba3576dfa1cc5b3,2.532157857246973e-05,2.5750747152480736e-05,2.6628749657164114e-05,2.6036623288081286e-05,2.7370164731055274e-05,2.4003217255832343e-05,2.584114623964546e-05,2.5463842590896513e-05
180,637af579ef5985bd8c267817cf445aca5bb34531,2.5437194810090762e-05,2.5870355712046923e-05,2.67793706858666e-05,2.602021474400113e-05,2.7495616994145296e-05,2.458687582663421e-05,2.6423390727025663e-05,2.5883592463221894e-05
181,e1968acbedfb312b47993ac2869a5f544383195b,2.5021740310322278e-05,2.551155493539922e-05,2.6438328334026867e-05,2.5678296243709526e-05,2.7195610886351426e-05,2.4193607459074995e-05,2.607437793264666e-05,2.5689202759947095e-05
182,974a54058fe52ead24bc54a0015d3e065f78f5e3,2.5094126156249713e-05,2.5559220048135492e-05,2.6433576640734463e-05,2.577274544712375e-05,2.723779724042872e-05,2.4072194896407623e-05,2.6177418829638113e-05,2.562893948932156e-05
183,54c2a266780c02852003330f59bf3bf20e36eaa0,2.5267473382639214e-05,2.5656929660943293e-05,2.6582868506313848e-05,2.581298530819904e-05,2.736404986309826e-05,2.4236129740109813e-05,2.608568734014589e-05,2.5787008903776678e-05
184,fed47a489e3da26fffb98a6dda32dbc9ba0f63c3,2.4841528377274166e-05,2.5485703351755514e-05,2.6217785027877586e-05,2.5622816122368748e-05,2.705663813740239e-05,2.4046141016703326e-05,2.5846259892884506e-05,2.5383284496434776e-05
185,b03c575834a68f3a8dad5e2974ccee7fa76003ac,2.51772190799688e-05,2.557045313370451e-05,2.6492321493980638e-05,2.5754695887450113e-05,2.734669717028737e-05,2.4246070701044236e-05,2.616642937883917e-05,2.5700556052079633e-05
186,68439794b84836f43ec389be0e702ff64ee76d44,2.5240662431374927e-05,2.5755847968599377e-05,2.6450766461011235e-05,2.5853972590026268e-05,2.7386873791163616e-05,2.430669810886668e-05,2.632500012371227e-05,2.592204242367433e-05
187,dfd4c9de8d849363e3d4cda7a0792ed0670165cf,2.5597458479664955e-05,2.6066425483691636e-05,2.6807182695011835e-05,2.6194604766303605e-05,2.7554934425160404e-05,2.4416889021872664e-05,2.626050992992269e-05,2.5949828206674864e-05
188,5ff70eb0fd61a39207d5166479507e1b099cb707,2.482946155409158e-05,2.5388581656612627e-05,2.624550250791361e-05,2.5501778526675132e-05,2.705989368166541e-05,2.3916614928135748e-05,2.596915296927059e-05,2.5543901901205475e-05
189,1c58504eec43f9ba18ac835131fed496fb59772d,2.4871279079011077e-05,2.539320630261876e-05,2.613075041365855e-05,2.55164516660564e-05,2.6897524943327844e-05,2.3951079495952804e-05,2.5934634633115116e-05,2.5342804516590604e-05
190,1cb387128f66895b42c19578ccd60c34649de988,2.5102299987338482e-05,2.549064838971208e-05,2.63482392968043e-05,2.5719943839837523e-05,2.7115124814981776e-05,2.4072850555147943e-05,2.6029243737883918e-05,2.5645484353340634e-05
191,2582c681082e6c2c74d424e255afa8efefa4f899,2.508771677429859e-05,2.560745303102483e-05,2.651123784245083e-05,2.5682389149375632e-05,2.7531647371585264e-05,2.418158156694039e-05,2.6229261252355865e-05,2.5649039792208866e-05
192,43ca3a5bd882dc69bca0fa777113e6821c9f44e0,2.5124953474936095e-05,2.575635125878144e-05,2.6622500206847063e-05,2.5928678141103537e-05,2.7282062372324442e-05,2.435008822455665e-05,2.6121410627135087e-05,2.5737662023554243e-05
193,22356fc0ec8ca50aeb8f40633f7c7d906a648ab8,2.5017352688104607e-05,2.556266384796547e-05,2.645944993825715e-05,2.575208926025559e-05,2.728147967073419e-05,2.4167685851916277e-05,2.6100314017839547e-05,2.5575035229289475e-05
194,243dc1e90e59daf18b17a6a1ebb705cc7bc66e92,2.518696774844475e-05,2.5586126884224856e-05,2.6439931949550482e-05,2.5851977328565103e-05,2.720999121387948e-05,2.4330342907466954e-05,2.6141933349955485e-05,2.5768398678459245e-05
195,078ac01a85c4db46e7f148829c2e0d0e0f30c36f,2.5435195249669693e-05,2.5940260395479663e-05,2.6747465031731188e-05,2.606863514676191e-05,2.7506868590158644e-05,2.435802417480172e-05,2.6318685552060315e-05,2.5792030031040595e-05
196,77c5841b93873bb1d71c38be3e41cf81ede59743,2.5114578049464937e-05,2.55701830057591e-05,2.665412473944154e-05,2.5793017233869427e-05,2.7351954190750714e-05,2.410881443331573e-05,2.6256881015252892e-05,2.559051410678555e-05
197,f0a74b2d4e50a1b4f9d9189c6b2e31b920913a8b,2.5179932930659477e-05,2.5672978898953827e-05,2.644379784203606e-05,2.5905335489748778e-05,2.7279331792433955e-05,2.4168072078730994e-05,2.602953463792801e-05,2.5574148979378248e-05
198,5d8bcae56a337d21d7bf60d042c7dff32d91b451,2.5248880850039596e-05,2.5729722901300158e-05,2.6593946086445657e-05,2.589641763524224e-05,2.743105723856386e-05,2.4487146994959348e-05,2.6291211772906153e-05,2.586694927998336e-05
199,642181c76b11bd1cc87ee7443d3ee215744df0fd,2.5160362251429855e-05,2.551046685620224e-05,2.6468888328494526e-05,2.5727580814461616e-05,2.7080881409347057e-05,2.396012615453411e-05,2.591492127079817e-05,2.5454420380593756e-05
200,f01b4e54a4b46a84a5a79b03bd2bd2f21b190f12,2.522710108143442e-05,2.5768754193964213e-05,2.6541776285668456e-05,2.5947361889227136e-05,2.744724341214467e-05,2.4157839715311858e-05,2.6173013398741804e-05,2.570441025660707e-05
201,170d1bbf566937452fd9bf14a84a69c9edb43277,2.5475910704045714e-05,2.5846603630970305e-05,2.6550081754833753e-05,2.6059333042492377e-05,2.730730980425617e-05,2.4086205769178554e-05,2.5901372054060874e-05,2.557417375617384e-05
202,18bfeaf2716001afa8785638a75f90259dbc8aa1,2.52339250010224e-05,2.5717045278533508e-05,2.642614262104772e-05,2.588258939795196e-05,2.726948066572448e-05,2.4166951228058742e-05,2.595752566343262e-05,2.5516182522073848e-05
203,12f9da5615e6c1e387a9101a8923867343dfaeca,2.5468092438177014e-05,2.5893703484571124e-05,2.6848856359720228e-05,2.614519185418092e-05,2.7636272044709098e-05,2.440204580495665e-05,2.66017674634684e-05,2.5846054621539902e-05
204,3310cd0e8f1b36d7da8c1352441b1240be4bedc5,2.52706809593128e-05,2.570362131080131e-05,2.6502048605781737e-05,2.5856901963515847e-05,2.7322293313708317e-05,2.423088809245088e-05,2.607201329535908e-05,2.561199922397097e-05
205,9ccb42d02f7b3fb2b47854bbd4ab418676e6be42,2.496527767805166e-05,2.5469883325157993e-05,2.654233671195221e-05,2.557580217025587e-05,2.717111155693301e-05,2.4100236565830696e-05,2.5926488844386068e-05,2.542677748136187e-05
206,ad5d58c29ab4793cd66afa07eed0f77c7ad59dc4,2.5624685942949282e-05,2.599644351256899e-05,2.678897735609606e-05,2.6115286718344406e-05,2.7570422020206597e-05,2.4570635090885538e-05,2.6419405281215833e-05,2.5731134874541225e-05
207,081c7230546861259bac75a316338b1c00005d5e,2.519473154315904e-05,2.57042157719343e-05,2.6516095764880097e-05,2.5847618178762857e-05,2.734305573412072e-05,2.4297594210492268e-05,2.6023223204871637e-05,2.5514642966342416e-05
208,3f6dba405c259a41e91077868f54722ef0a2a325,2.5393516550121723e-05,2.583687231750586e-05,2.6634836955586585e-05,2.5958404319280643e-05,2.739930487887685e-05,2.4243788132877677e-05,2.6086170551058167e-05,2.5500460851488383e-05
209,2ac14a153ed79377130a38e1425574e97602455e,2.537439269042325e-05,2.579808922466607e-05,2.671475232629782e-05,2.594857964917873e-05,2.7491680659990215e-05,2.4455703259761788e-05,2.6085295316591424e-05,2.5520647980432806e-05
210,8c2112dfb073c069a56d8840a21ac2ee69f920e0,2.5234245122550813e-05,2.5756169181833997e-05,2.661672379611019e-05,2.5886179310289658e-05,2.744670398065343e-05,2.4171300421553204e-05,2.588137728877665e-05,2.5363006949741043e-05
211,8626a559680d9d6e681c02e703bcaf3de389fc6d,2.5512859559594057e-05,2.59767793757832e-05,2.6766273149584376e-05,2.610672189537703e-05,2.7526410489408957e-05,2.444475531986315e-05,2.61357026396408e-05,2.5598733794306915e-05
212,caa9b6045cedfaf0a4735bd2be55164549a4ddcf,2.5098506982127825e-05,2.5534350204312404e-05,2.638277536839896e-05,2.5605457668747982e-05,2.7118159237526526e-05,2.4108619142610296e-05,2.582660618004217e-05,2.5283824544391334e-05
213,c67396b805291e1a880084e701f160b21d2b4b1d,2.5268686725430084e-05,2.5842365665504564e-05,2.6824916631652233e-05,2.6064312449939873e-05,2.7584342453151176e-05,2.4233222526984405e-05,2.6194614349334148e-05,2.5637584245380233e-05
214,063b3140ec3792f0420da9f386d8240693213ec9,2.533559438208459e-05,2.5844469755178406e-05,2.6532029165182174e-05,2.598002226361166e-05,2.7306241625517076e-05,2.4275822623957336e-05,2.5989752196307694e-05,2.5369354127043926e-05
215,569dfcd79aeb2a584e008861e5e29b7b5115d94e,2.528754884705824e-05,2.5799816425065867e-05,2.6703427605961095e-05,2.6272684628152904e-05,2.7323290123604237e-05,2.4285703495314176e-05,2.588927246896284e-05,2.5578921824093395e-05
216,0f6a3aaa34fe72586f8c66ecc4744fc960d62ae2,2.533376671618699e-05,2.585642808172015e-05,2.6703501930847436e-05,2.598976671407764e-05,2.7572207091229256e-05,2.423211097915527e-05,2.6058293390032216e-05,2.5648759982561897e-05
217,0ce156413feb21a4f2a8eae3b1cd954d04240edd,2.5285862631081414e-05,2.5832840953679644e-05,2.6619627767491457e-05,2.6115758461508774e-05,2.741456217113502e-05,2.4336642214410292e-05,2.6102773438307264e-05,2.5439124744549703e-05
218,e78d0764d414952716ec75e3c44a74359643cffc,2.542721042626126e-05,2.581969964090717e-05,2.6701615376438955e-05,2.6059283532994093e-05,2.7395743215151637e-05,2.4252211956122708e-05,2.6038270015224417e-05,2.54836588008505e-05
