,hash,"arg_kwarg-(array([0., 1.]))","arg_kwarg-(array([0., 1.]), 0)","arg_kwarg-(array([0., 1.]), axis=0)","arg_kwarg-(array([0., 1.]), 0, None)","arg_kwarg-(array([0., 1.]), axis=0, dtype=None)","arg_kwarg-(array([0., 1.]), 0, None, array(0.))","arg_kwarg-(array([0., 1.]), axis=0, dtype=None, out=array(0.))","arg_kwarg-(array([0., 1.]), out=array(0.))"
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,2.2809729159933558e-05,2.3473674208735645e-05,2.4308296723650135e-05,2.3591258773005504e-05,2.4968428382029135e-05,2.2539775244876346e-05,2.3948655692501026e-05,2.3554417663212634e-05
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,2.3326969996189616e-05,2.3877782738796798e-05,2.4647240951077615e-05,2.4198606427359793e-05,2.5495874082709437e-05,2.2700248204975456e-05,2.4920020965620013e-05,2.4296985296138412e-05
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,2.329795267720754e-05,2.3990759447476703e-05,2.483313651157355e-05,2.407255150111658e-05,2.551191862404623e-05,2.2772168585732425e-05,2.4530914072927678e-05,2.3992279839870162e-05
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,2.3363706850820883e-05,2.381105092866962e-05,2.4507718941045773e-05,2.3900002768067153e-05,2.522649302363256e-05,2.2684202212608456e-05,2.422194711880775e-05,2.3721040383077645e-05
51,fca7a15f30776ebce9e6814eb927e837f567a518,2.3510835439822008e-05,2.393741514938681e-05,2.4980245242741975e-05,2.4184442114040078e-05,2.578294953763206e-05,2.2789308343458325e-05,2.4732458576816304e-05,2.429521412364563e-05
52,26311ed7bf80e02c827189e80084602d72e4f284,2.377123379593958e-05,2.4245153473598273e-05,2.503709912764696e-05,2.4523316824343055e-05,2.595344734079433e-05,2.3159448244874174e-05,2.4883803877330152e-05,2.4510634435146912e-05
53,b5e01bcb668da0413170a886c258e00d2540e752,2.390618322408228e-05,2.4391054943136653e-05,2.523886770217435e-05,2.4508951193563743e-05,2.6100791500350413e-05,2.355680537774511e-05,2.5378230260142357e-05,2.4742734548156266e-05
54,ab30683fe1277a7fd471be63975a02ed8d766f94,2.38684433578324e-05,2.4393461249668947e-05,2.5112265720963478e-05,2.4530427069978767e-05,2.581276546478412e-05,2.3100017324874275e-05,2.5120820627663398e-05,2.4618424286353424e-05
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,2.3137053174488168e-05,2.3769449658824927e-05,2.4699598659870322e-05,2.408950659807796e-05,2.5467040652534526e-05,2.2830525819762084e-05,2.4692526244871674e-05,2.411286561534955e-05
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,2.3357807508399408e-05,2.377995532815871e-05,2.476511010037804e-05,2.4056411094655138e-05,2.5440300149577007e-05,2.2826236859751554e-05,2.4748923080622736e-05,2.4473966120488265e-05
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,2.334493539355537e-05,2.3878618996869364e-05,2.4796277813782746e-05,2.3980205672570562e-05,2.549368802877799e-05,2.265021852402324e-05,2.4662603091000048e-05,2.4148773812670218e-05
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,2.3336363758178467e-05,2.380798156209813e-05,2.455715492198413e-05,2.4006107675009652e-05,2.527563446648506e-05,2.252344977273946e-05,2.428035247601099e-05,2.387446862340501e-05
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,2.374275102477757e-05,2.434474646291706e-05,2.5059617561122563e-05,2.4345515487974536e-05,2.5768658384610127e-05,2.298938633729577e-05,2.4718485483431925e-05,2.433743111806007e-05
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,2.3761646000928774e-05,2.4053837506635686e-05,2.4930193638300293e-05,2.4285054172602204e-05,2.5670896921271706e-05,2.2683681734328636e-05,2.4727102191675277e-05,2.4290774142582144e-05
61,85d64e375f53f6028519d3aaad0b421934dcbe24,2.3494539011375317e-05,2.3980833950944092e-05,2.495700915023581e-05,2.423405982135387e-05,2.564656353992591e-05,2.2883061319589615e-05,2.459130218167874e-05,2.4190473618190026e-05
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,2.3744540801475143e-05,2.4302586753693252e-05,2.523750940406131e-05,2.4483179143770824e-05,2.597394270118344e-05,2.297799813864963e-05,2.4885763582769293e-05,2.431269588597705e-05
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,2.3966623074953225e-05,2.4507866610675854e-05,2.5499673676947155e-05,2.474041987510248e-05,2.6160362464042356e-05,2.3320589408084944e-05,2.491283198145943e-05,2.4432128165252844e-05
64,06da877ceae914a875bd1a55cd8e271332358803,2.370848324456256e-05,2.436400016132217e-05,2.518875257684871e-05,2.4543249301902217e-05,2.6074150950616395e-05,2.315056247284711e-05,2.499991075047582e-05,2.4859451086205593e-05
65,8529dfaaec65248420faffe095bac03c23881735,2.337660138996748e-05,2.4253013959553626e-05,2.492128299887885e-05,2.433442568872124e-05,2.5741247163815622e-05,2.310587027423259e-05,2.4837047721330935e-05,2.439626152950112e-05
66,171a3e5811e43643788c20075be9ba52efb83b81,2.3809258596270115e-05,2.4250095643336997e-05,2.5149448565592723e-05,2.4454260444838435e-05,2.582901546780259e-05,2.3057001200057804e-05,2.5031148790798155e-05,2.4649230011575962e-05
67,5bf9ab98edd254dee1162d6f1863053e040cf828,2.3600998958879773e-05,2.4016686721299355e-05,2.5024405289484566e-05,2.4282392137005778e-05,2.5845936283931527e-05,2.3031298781840804e-05,2.4872401209917213e-05,2.445450222704618e-05
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,2.5015066731376227e-05,2.547920023872389e-05,2.6524696638920404e-05,2.565749002823615e-05,2.7181374025531114e-05,2.381615126729664e-05,2.5722141224988283e-05,2.519739791750908e-05
69,37a1ad069a800f5ef98286f25fb3fb632375168d,2.5068549546854052e-05,2.547046125914569e-05,2.6404539025143574e-05,2.563991528447895e-05,2.7117092867155333e-05,2.408666997715565e-05,2.586018239312312e-05,2.5494720421410634e-05
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,2.5086573189013895e-05,2.5350179090361362e-05,2.640750608406961e-05,2.5643391345339183e-05,2.7223232318647203e-05,2.4080472128135632e-05,2.5918303270933165e-05,2.5718218498728337e-05
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,2.505946323688531e-05,2.5505304912034912e-05,2.6525185995863057e-05,2.559089199314977e-05,2.7055623906458877e-05,2.3942057905881196e-05,2.5766510692126348e-05,2.5495577833098826e-05
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,2.4860108297475624e-05,2.5403684759069055e-05,2.6486940091339552e-05,2.5679468141265827e-05,2.707618344997429e-05,2.378921964065691e-05,2.5756484450121815e-05,2.5060998965098373e-05
73,53adf81bc503d749b13160a27e49160c5bbe48d7,2.568550574194108e-05,2.6217744911139635e-05,2.7276875167862138e-05,2.6481136272338743e-05,2.811913236184287e-05,2.4488161756023425e-05,2.624602330288415e-05,2.6107910000072996e-05
74,49e00940a82f9590d774539cd188b634c29fc39f,2.4929455134088442e-05,2.5473984440306683e-05,2.6612338342266824e-05,2.5697963290093913e-05,2.7211519492421358e-05,2.3962759379563587e-05,2.6401159035541663e-05,2.550235884329239e-05
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,2.493619903767219e-05,2.5194329133287807e-05,2.6351454905055176e-05,2.535298954927756e-05,2.7001802798095146e-05,2.3627415246079935e-05,2.538200234443865e-05,2.5047868784093524e-05
76,ae88e02a48c4744afd22c63be388870037f3c84c,2.4873462450354612e-05,2.538937586524808e-05,2.5945159584461222e-05,2.5506102592814848e-05,2.662703883266304e-05,2.3626573486151275e-05,2.5343009119116982e-05,2.4826917146052513e-05
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,2.5146466350527503e-05,2.583472364214436e-05,2.648674423007766e-05,2.620637693040657e-05,2.72635868588342e-05,2.420845028535543e-05,2.5827799081092787e-05,2.538135141272556e-05
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,2.4846248764229653e-05,2.5343705742606815e-05,2.6282857736357702e-05,2.5605127961326268e-05,2.6950469961570153e-05,2.3621329340246806e-05,2.5614210891232855e-05,2.5008379927147992e-05
79,a5e5e51187d4476841503ce816924ea99936dba0,2.483718784357445e-05,2.5426850039908224e-05,2.6351663518542182e-05,2.5689655712823263e-05,2.7066806884909455e-05,2.4162842468781908e-05,2.586616158305881e-05,2.5387515508851338e-05
80,b1e69da5058846e4fbe538c5641597c49f34f9a2,2.530174710184958e-05,2.5793815004974958e-05,2.6816311715678736e-05,2.6139279980446405e-05,2.7425552372695858e-05,2.4078755016528253e-05,2.6174727381701675e-05,2.5700867575194155e-05
81,388e8197e15403345950edc23ae5fc7a3cb0f644,2.5188768057805202e-05,2.566456788070589e-05,2.6582366358624756e-05,2.6050971406027133e-05,2.7363527713495554e-05,2.4085925366954515e-05,2.6005197858351365e-05,2.561447977581445e-05
82,9b7e890b014f6ad3b4288246f0565f7afd6eca84,2.5176524950204465e-05,2.56920934088849e-05,2.666559771123324e-05,2.590866677569239e-05,2.7373515219622354e-05,2.3973666605327214e-05,2.6007012153665224e-05,2.546848947738443e-05
83,96727cf007217256700a1d805569a73d2171f1d5,2.537657537515152e-05,2.586175329410113e-05,2.6728531516737144e-05,2.6080985700138836e-05,2.7467428075539073e-05,2.4207058440959822e-05,2.596812471207501e-05,2.5625149894313354e-05
84,330435bb3420d798de08f86bf47287e55cf9e516,2.514909867617026e-05,2.5697336019620963e-05,2.6361548858706118e-05,2.571136628439859e-05,2.7120741957766247e-05,2.4173011626587826e-05,2.6066001527101163e-05,2.5487025669995164e-05
85,dae4f67c797176c66281101be8f3b4d6c424735c,2.5004064750678303e-05,2.554885933504385e-05,2.6517236651277835e-05,2.5782378457755926e-05,2.7308320078506434e-05,2.430245278177641e-05,2.6067253767322856e-05,2.5509988360036984e-05
86,615b6a5ef4040e5602a21aa2ff528c90d3ec6dd4,2.5225329396485443e-05,2.572604155700122e-05,2.672431341120534e-05,2.593484797446722e-05,2.7548822298722e-05,2.4354320263903065e-05,2.622347472844502e-05,2.5675868789295544e-05
87,19b66496e248a4e4954a2a43f7100169a355236f,2.5271030340326547e-05,2.573984711114125e-05,2.6722006558971183e-05,2.598826441012123e-05,2.7439837242090367e-05,2.4614912011066445e-05,2.6447849095235636e-05,2.5968927809077762e-05
88,7b4c8731353586b50756be3b5c6e134211840876,2.5167376974798706e-05,2.5599812384228054e-05,2.6685094799086525e-05,2.6018612865860072e-05,2.741382922977209e-05,2.4442031189092935e-05,2.6117465504020165e-05,2.574764137320659e-05
89,cef4dc9d91d980c3df816de00154a22e96439fa4,2.5063216651914305e-05,2.5520055177843285e-05,2.6554585386677883e-05,2.583159612885748e-05,2.7220689710513284e-05,2.4184606816545293e-05,2.5983844154878803e-05,2.5532565095114594e-05
90,af0dfce126a1d83cc33b8da9d91bce664f5d5297,2.53227960827105e-05,2.565886156909774e-05,2.6684827217600534e-05,2.5864059772664826e-05,2.7331577101251992e-05,2.4082500152708438e-05,2.614680499073516e-05,2.5598045091478614e-05
91,1bc8dfc55c512c569f8f9de360cf49ace5f2cb39,2.5374125039508178e-05,2.5844826005505157e-05,2.6794245932251216e-05,2.6025528151200013e-05,2.769707709137979e-05,2.41933020860155e-05,2.6410013008132284e-05,2.584272592976654e-05
92,8bd5dddda46805928bba355a288815831c50c96c,2.5392178619323776e-05,2.5751126029401878e-05,2.68013409322634e-05,2.5985466449388435e-05,2.7599313463538124e-05,2.418847065958255e-05,2.6322229776853397e-05,2.5710420472160825e-05
93,abdd996ee5a40889ac627445ebfda19bfec326d0,2.511535814508449e-05,2.559005892846412e-05,2.6522062407664642e-05,2.579543301287819e-05,2.7305300752020846e-05,2.4106219276651604e-05,2.6109360823348566e-05,2.548414215202376e-05
94,74afdda39be21af56b8f9ea9abdb1e8f994e5350,2.5159323323162007e-05,2.5554080084497173e-05,2.6667794985015217e-05,2.567818169208134e-05,2.7380621165265233e-05,2.3975471724361643e-05,2.629574978860413e-05,2.5591829658618993e-05
95,491f41acd2c6a0e7886662a2448b3d245ae432a9,2.5340622181401534e-05,2.5701941922307014e-05,2.668896352178326e-05,2.5807853255953108e-05,2.7428333869742863e-05,2.4134071161415403e-05,2.5913205590638867e-05,2.5467398704440108e-05
96,1f9ab28a9ee5a0cda956da35d0c77a3a4c4bcd55,2.5232938388662956e-05,2.5797818725893522e-05,2.650805910671253e-05,2.588691528547894e-05,2.7752682671446324e-05,2.4271953277223345e-05,2.6079185207564277e-05,2.5408615035962722e-05
97,0437b83a931c5cc24296deecaa52d825e4d377e1,2.5075228585229886e-05,2.567944783381941e-05,2.6469637575273467e-05,2.5740099538649832e-05,2.7304613338736107e-05,2.4163416955989225e-05,2.6045647422665533e-05,2.540175967356738e-05
98,2eedaa4cf94cf54bbd4d8428aa39271410f22e9f,2.50952343943469e-05,2.5522907295427614e-05,2.646142635129246e-05,2.5833852316118583e-05,2.7295401087030767e-05,2.410421230178532e-05,2.5988898379503238e-05,2.517765150750401e-05
99,8a1592844f98e26a181ab2c1fc8f2e6fd3647f00,2.5270339101552963e-05,2.5822529436852694e-05,2.672919359656028e-05,2.5919141418835965e-05,2.7469921424382863e-05,2.4140389128164813e-05,2.6175671839438506e-05,2.5391197481820747e-05
100,cd02ddc9c0ea2b7f5f879c0564709eabcec6f1af,2.505752464009595e-05,2.5678639089302072e-05,2.6623062807973936e-05,2.5894844922538543e-05,2.741414454564377e-05,2.4161567346433574e-05,2.6236057690367468e-05,2.5362739152772164e-05
101,4edd4375472f23c43048e078ba2db1826957f0e7,2.490165471721629e-05,2.5423761043283674e-05,2.630979412095846e-05,2.5617149636431893e-05,2.7152176649121573e-05,2.4077263568213445e-05,2.6080084388099964e-05,2.5380986504429995e-05
102,60f539b37514a9eb13c1ebfb8a252934f9084d30,2.5004479572723763e-05,2.558279603264981e-05,2.6403223796759124e-05,2.5709409729037476e-05,2.717820021983058e-05,2.4062927016405805e-05,2.5927745365057386e-05,2.530394704081118e-05
103,4d2b5850488013319ff8354a1e764a0a2064fe63,2.4949712998466035e-05,2.5467155834655488e-05,2.6609812714699387e-05,2.5720562803688233e-05,2.7183211653145274e-05,2.4146427177881774e-05,2.597131919747036e-05,2.528522753904403e-05
104,5eff78bb16df99ffe2e9cad86c4ec649893c0646,2.5089010120890254e-05,2.566029517246144e-05,2.6555943556807257e-05,2.5817983031991014e-05,2.73429779169972e-05,2.409170043253199e-05,2.617927186769768e-05,2.5368713287405444e-05
105,df40e550d442e910826e4817d38cebb902f48d77,2.5123289103881554e-05,2.578345802722949e-05,2.6634094210113966e-05,2.5932226015860773e-05,2.738187559975349e-05,2.4341773492338413e-05,2.6184541638940573e-05,2.5422924048847186e-05
106,760800d2c602b1c4e1a10d3a0ba12944df28cc73,2.509807651871247e-05,2.5617157054298063e-05,2.6789187983262773e-05,2.588138449937105e-05,2.7398993919669377e-05,2.41614543644922e-05,2.633658575587997e-05,2.5382632901671374e-05
