,hash,param1-normal,param1-uniform,param1-weibull 1,param1-binomial 10 0.5,param1-poisson 10
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,1.7386458644709843e-05,1.879449033441091e-05,0.0008512656665213095,0.0006507525622510002,0.0016475280738502207
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.8502311828673224e-05,1.958819480521297e-05,0.0008504068743301711,0.0006493007185781607,0.0016458482880677494
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.8246026181845064e-05,1.8355114674516793e-05,0.0008490364574148164,0.0006538794996231445,0.0016579724989631878
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.787638915083348e-05,1.809019123085595e-05,0.0008607240003281429,0.0006484869691121276,0.0016485059292920467
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.7288695487831064e-05,1.8138382701046717e-05,0.0008483042499089304,0.0006493279061032808,0.0016488891415065154
5,71555c48be7f07833bd540dacb50deb8069b551f,1.7428467241993756e-05,1.8545641217688446e-05,0.0008518745829254233,0.0006494747185570304,0.0016476998571306467
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,1.899423459594054e-05,1.8729079517210067e-05,0.0008515107074344996,0.0006480174688476836,0.0016475171432830393
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,1.956311692453708e-05,1.9404268823564055e-05,0.0008507387489468481,0.0006492140928457957,0.001650690570906071
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,1.9257896273695793e-05,1.8730060314642385e-05,0.00085389591549756,0.0006481840937340166,0.001664340785022692
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,1.9213024077341995e-05,1.900907564146802e-05,0.0008718322096683551,0.000644982907033409,0.0016701512836984225
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,1.9501081229061795e-05,1.8895846101566422e-05,0.0008494828750068943,0.0006442134999815607,0.0016534112115290814
11,fca7a15f30776ebce9e6814eb927e837f567a518,2.0469927076820548e-05,2.0599106170954434e-05,0.0008593453336895133,0.0006381703433362418,0.0016923887499918542
12,26311ed7bf80e02c827189e80084602d72e4f284,2.0514402612878102e-05,2.0004001880080544e-05,0.0008499267508644456,0.0006480367183030467,0.0016510018550824107
13,b5e01bcb668da0413170a886c258e00d2540e752,1.922443366228518e-05,1.8671899637773008e-05,0.0008532402922962017,0.0006494706876765122,0.0016531220005292979
14,ab30683fe1277a7fd471be63975a02ed8d766f94,2.862656206004964e-05,1.9657517476547613e-05,0.0008884249158048381,0.0006647344689554302,0.0016881623554841749
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,1.9016278813938675e-05,1.86669231195401e-05,0.000964735250454396,0.0006697381662282471,0.001720393331197556
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,2.5871248408293467e-05,2.0637870648705433e-05,0.0008916935012993317,0.0006810506330414986,0.0018015680810397803
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,2.466974505555949e-05,2.632851085446057e-05,0.0008742833754998476,0.0006678996242044377,0.0016988546433692265
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,2.029403975722337e-05,2.167251126169353e-05,0.0009470280902777714,0.0006930823572994477,0.00181460933284446
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,2.6173995360206792e-05,2.5210148029647575e-05,0.0009163473177150909,0.0006660528675032158,0.0016930567508097738
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,2.0372511292072504e-05,2.185496558250515e-05,0.0009601059533782642,0.0007065494001532594,0.0017352144180525404
