,hash,dtype-<class 'numpy.float32'>,dtype-<class 'numpy.float64'>
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,5.967240113849667e-05,0.00012867033656220882
1,60df9b1eb6375e3decf12ba7506404c46af0469a,5.9151328362834946e-05,0.00011647349878490626
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,5.827268008336735e-05,0.00012017567694949156
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,6.128607665078115e-05,0.00012212129967177616
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,5.9936130007739224e-05,0.00012207119009242608
5,8ae543cb13769a0afa6e176898824db7fd992d27,5.9194313568057936e-05,0.00012564873381788971
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,6.241515268292805e-05,0.00012455163301811333
7,c9a83043c0669fd17306843eb21abd236b675537,5.947281682833296e-05,0.00012248552263562762
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,5.851500947566735e-05,0.00012049649376422167
9,a280f5e5d725de732a906b67172114b263ac3bfa,5.766072491597798e-05,0.00012289909535043294
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,5.956005648170647e-05,0.00011409484811694077
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,6.171587072518649e-05,0.00012152440955533702
12,537d35c2cf49cae0a496c37564fa282ec80e3695,5.729639749954302e-05,0.00012143645709490074
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,5.9216455922702725e-05,0.00012188407644215557
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,5.7680308510091426e-05,0.00011637498955092122
15,175476fec763984573e60485a447978cbcb381c0,5.839101567461684e-05,0.00011993162075264586
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,5.908672347288118e-05,0.00011959809117110038
17,93240e0d8ea23644a5b7874037e658c54966ff54,5.7430539115522445e-05,0.00012202093123712322
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,6.119728666441194e-05,0.00012409824800367158
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,5.680511881388268e-05,0.0001230139983817935
20,ade91ea2f28284668fbf78971538ac4827d653b8,5.84280293923421e-05,0.00012057398932731965
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,5.826011524011528e-05,0.00012781850195356777
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,6.345937909356442e-05,0.00012086263619536577
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,5.811223533448469e-05,0.00012082946120520654
24,aab7993af0f6f3b9ac0d76952933b19163d65496,5.900151212041998e-05,0.0001212147949838344
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,5.895359580345611e-05,0.00011982334767248522
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,5.951024995175834e-05,0.00011951088371655244
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,5.7802116000317634e-05,0.00011627841740846634
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,5.7767272779816074e-05,0.00011926626838329766
29,d9347181d825d9426e783cfeafee304735bd25aa,5.756859565202478e-05,0.00012009922141695152
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,5.6244476878901526e-05,0.0001223192372348871
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,6.8417573822247e-05,0.00013853887385512526
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,5.720031974320324e-05,0.0001237529141598203
33,deb4be85025088553d80d6637dbc17d7f8101f41,5.836531865211685e-05,0.00012323934060987085
