,hash,"op-svd,type-int16","op-svd,type-float16","op-svd,type-int32","op-svd,type-float32","op-svd,type-int64","op-svd,type-float64","op-svd,type-complex64","op-svd,type-longfloat","op-svd,type-complex128","op-svd,type-complex256","op-pinv,type-int16","op-pinv,type-float16","op-pinv,type-int32","op-pinv,type-float32","op-pinv,type-int64","op-pinv,type-float64","op-pinv,type-complex64","op-pinv,type-longfloat","op-pinv,type-complex128","op-pinv,type-complex256","op-det,type-int16","op-det,type-float16","op-det,type-int32","op-det,type-float32","op-det,type-int64","op-det,type-float64","op-det,type-complex64","op-det,type-longfloat","op-det,type-complex128","op-det,type-complex256","op-norm,type-int16","op-norm,type-float16","op-norm,type-int32","op-norm,type-float32","op-norm,type-int64","op-norm,type-float64","op-norm,type-complex64","op-norm,type-longfloat","op-norm,type-complex128","op-norm,type-complex256"
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.004625116004414545,,0.004608956500305794,0.004653243168528812,0.004601056833053008,0.004610978003862935,0.008797041504294612,,0.008736845244129654,,0.004940940169035457,,0.004943054998875596,0.0048675834987079725,0.004938262834912166,0.004946819831578371,0.009334030241006985,,0.009695242006273475,,0.00019519469086927448,,0.00019444521828766235,0.0001964451634028757,0.00019893296203523313,0.00018619496554963226,0.0005456385789377812,,0.0005319321583221225,,2.9502438197736272e-05,0.00013040619730564227,3.0653049095703366e-05,2.2131638581068248e-05,3.691298434046788e-05,3.132965191814136e-05,4.460945241259073e-05,5.410468340652466e-05,6.081210964377656e-05,0.00010414367341690024
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.004622350670009231,,0.004636721501204496,0.004659336171850251,0.004638605164169954,0.004629691500061503,0.00872274174616905,,0.008693903990206309,,0.004929193164571188,,0.0049292343319393694,0.004864925669001726,0.004937102668918669,0.004929492167624025,0.009327833999122959,,0.00968898199062096,,0.00019328423632859168,,0.00019382263417355716,0.00019538770538929384,0.00019850594557779418,0.00018477787094086344,0.0005457506845950295,,0.000532567447455796,,2.8937327482233975e-05,0.00012651868832215448,2.9694554308418983e-05,2.0608919234864832e-05,3.690810960618626e-05,3.13220513131759e-05,4.417067144199141e-05,5.321461084273556e-05,6.116373599192985e-05,0.00010367537484293839
24,06da877ceae914a875bd1a55cd8e271332358803,0.004633244835228349,,0.004632614164923629,0.004660738835809752,0.004656120664246069,0.004638945664434384,0.008789056497334968,,0.008713243507372681,,0.0049338018385848646,,0.00494111716398038,0.004860536496077354,0.0049420480014911545,0.004936410167526143,0.00930967600288568,,0.009666710255260114,,0.00019489665468096394,,0.000194143446216393,0.00019538895443970845,0.00019920016374354335,0.00018563803439911711,0.0005458556582820357,,0.0005330991851607044,,2.9477036866305977e-05,0.00012782441357288648,3.045167373414388e-05,2.2380804256635142e-05,3.7706164328162285e-05,3.2455657105513055e-05,4.565569329048123e-05,5.454068658271091e-05,6.21286705030467e-05,0.00010503690776831099
25,8529dfaaec65248420faffe095bac03c23881735,0.00459669216555388,,0.004602118337061256,0.004642433836124837,0.004591647501608047,0.004590855838614516,0.008770081498369109,,0.00869735124433646,,0.004927300498820841,,0.004940496500542698,0.004862613165945126,0.004948249833735948,0.004932973664836027,0.00933818900375627,,0.009709905752970371,,0.00019342229258980742,,0.00019463369660245786,0.00019677600886842066,0.00019929146351800722,0.00018507403453033223,0.0005455603156741219,,0.0005301322893692965,,2.8876860332727307e-05,0.0001273790482397988,2.993265167042205e-05,2.1824128309062068e-05,3.695959562424621e-05,3.144460118476772e-05,4.4063261291874505e-05,5.426133667521329e-05,6.149201139619849e-05,0.00010441450483518317
26,171a3e5811e43643788c20075be9ba52efb83b81,0.004792710834105188,,0.0047646048333263025,0.0048562796631207075,0.005025975748139899,0.005123008995724376,0.009795776000828482,,0.00893063924741,,0.004898764503498873,,0.005010748005588539,0.00483383150519027,0.004911184000472227,0.004945241501748873,0.009252506250049919,,0.009606957006326411,,0.0001943485089473792,,0.00019381030896593903,0.00019598318189805881,0.00019933712498571438,0.00018618912069761224,0.0005460754733863532,,0.0005318463158083002,,2.8846623633878047e-05,0.0001280741342314996,2.996094228083294e-05,2.097307728082233e-05,3.7317108062748185e-05,3.17297208814259e-05,4.451534261263194e-05,5.381680901007886e-05,6.066850279845918e-05,0.00010397049996442153
27,5bf9ab98edd254dee1162d6f1863053e040cf828,0.005150847835466266,,0.004973852997257685,0.004993891248886939,0.0058761152540682815,0.005376394001359586,0.010073296005430166,,0.00974125049833674,,0.006332183249469381,,0.005357154499506578,0.00547001174709294,0.005433361999166664,0.0053110137523617595,0.014838668503216468,,0.010380713501945138,,0.00020162755754427053,,0.00020296835310884987,0.00020578999045448235,0.00020759410197532984,0.0001914668929592673,0.0005708709722966887,,0.000551209789639535,,2.976739276485896e-05,0.00013318331857590238,4.557122248319947e-05,3.364520354046172e-05,5.406657937083555e-05,4.515635148255801e-05,6.15146291546792e-05,6.874663788415813e-05,6.278286666863345e-05,0.00010969301577764175
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.004638536168689219,,0.004640972004078018,0.004667914496773543,0.004647744499379769,0.004643732837090889,0.008772797758865636,,0.008721039244846907,,0.004940129001624882,,0.004931428668593677,0.004881482333682167,0.00494664783279101,0.0049406299998130026,0.009295193500292953,,0.009669216749898624,,0.00019338305355631746,,0.00019458846405281553,0.00019709210901055484,0.00019959066961540507,0.00018612335356763275,0.000545998237181553,,0.000529485262967156,,2.9295364109439898e-05,0.0001270470486970891,3.07507008583974e-05,2.1831656575692122e-05,3.75456285427659e-05,3.18778065342312e-05,4.489857538566227e-05,5.4351055005099625e-05,6.114192051013974e-05,0.00010487023517306821
29,37a1ad069a800f5ef98286f25fb3fb632375168d,0.004585914667889787,,0.004577861167490482,0.004603108003114661,0.004589901664682353,0.004619284668782106,0.008692909505043644,,0.008663195250846911,,0.004899686003530709,,0.004893654501453663,0.004843701836459028,0.004907488667716583,0.004893861837141836,0.009290980502555612,,0.009666714249760844,,0.00019437446370085872,,0.00019477557153939936,0.0001971395754909916,0.00019930346230844493,0.00018692298270476035,0.0005482004466772963,,0.0005306831842876578,,2.9751314266517175e-05,0.00012724948180952995,3.0899194214304066e-05,2.2227582978219937e-05,3.8108341522928016e-05,3.197140745825565e-05,4.507003380044634e-05,5.481588774199161e-05,6.176768393983701e-05,0.00010523638218942592
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.004656392673496157,,0.004631575332799305,0.004669704333840249,0.0046444491648192825,0.004618505830876529,0.008746573490498122,,0.008689370501087978,,0.004937078503038113,,0.004938333998628272,0.004855838502408005,0.004940937166490281,0.004929359832506938,0.009316358999058139,,0.009696624991192948,,0.00019388082701797513,,0.00019493315458848058,0.000197185608770021,0.00019993813201029488,0.00018659762055653245,0.0005482720260165239,,0.000528419473802818,,2.9360640711023946e-05,0.00012713795131719785,3.078179277877823e-05,2.200406597694382e-05,3.8160476885368096e-05,3.253396857191089e-05,4.632846185675096e-05,5.691994111447666e-05,6.243108799191594e-05,0.0001059861510839255
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.004634289997435795,,0.004634288338517459,0.0046646711659074445,0.004630839330881523,0.0046355643329055365,0.008747430503717624,,0.008690131995535921,,0.004899025002184013,,0.0048923971674715485,0.004819761335966177,0.004899916665938994,0.004901327333451869,0.00926194049679907,,0.009631074994103983,,0.00019441951828246768,,0.0001947899089745161,0.0001972928545331921,0.00019860100017570593,0.00018656248249227932,0.0005462882890194458,,0.0005329386583884786,,3.021945275476254e-05,0.0001275707855668207,3.087659209449551e-05,2.2645391160541953e-05,3.763663370490476e-05,3.1811873117503506e-05,4.599432558802135e-05,5.461148740700211e-05,6.329869769573169e-05,0.00010522521354990506
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.004636568337446079,,0.004638900000524397,0.004665112996008247,0.00465097049891483,0.004628953494830057,0.008749161992454901,,0.008713920746231452,,0.0049339136700533946,,0.004936315997232063,0.004861549833246196,0.004943633500564223,0.004939966000771771,0.009290246496675536,,0.00967234800918959,,0.0001948826816673814,,0.00019505538168066943,0.00019678653625305743,0.00019893856616998265,0.0001858287242016402,0.0005463529209679875,,0.0005314444999002215,,2.9219727371564163e-05,0.00012721618233412944,3.046358639714717e-05,2.2435199585243614e-05,3.741354172893569e-05,3.2164310240144676e-05,4.580182981915138e-05,5.4704222206092166e-05,6.305719593033325e-05,0.00010563451474345307
33,53adf81bc503d749b13160a27e49160c5bbe48d7,0.004640031499244893,,0.00463567017383563,0.004658466995654939,0.004639220666528369,0.004638218835073833,0.00875215424457565,,0.008701127248059493,,0.004940743999516902,,0.004944345166829104,0.004886985834067066,0.004955313333387798,0.0049425161657078815,0.00930568575131474,,0.009679446506197564,,0.00019373191051792152,,0.00019453662733378058,0.00019694675442720342,0.00019908545265316893,0.00018423232220318484,0.0005470575530412852,,0.0005272115500702057,,2.933766051104282e-05,0.00012682877046138268,3.074531444406438e-05,2.2152394490053228e-05,3.764612327156808e-05,3.138718585542796e-05,4.4924307555626595e-05,5.4254301518889784e-05,6.102044623684517e-05,0.00010441884469665876
34,49e00940a82f9590d774539cd188b634c29fc39f,0.004817569167547238,,0.004724758332789255,0.004750715835446803,0.00472239149773183,0.004707840829117535,0.008950878000177909,,0.008915043501474429,,0.0050399495036496465,,0.004990203000488691,0.005705994495656341,0.0050445633338919525,0.004984232165346233,0.00960897549521178,,0.00989613524870947,,0.00019949450877241112,,0.00024230260010385377,0.00020223452751948076,0.0002040988963343344,0.0001881970339296859,0.0005584986839063564,,0.0005398552901552696,,3.0155734972051178e-05,0.00013004752348505836,4.053505076824323e-05,3.1225304489927446e-05,4.209668552231491e-05,3.1929802024242665e-05,4.582758870109413e-05,5.54425260664478e-05,6.24603551180123e-05,0.00012250658739539026
35,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.004616842333537837,,0.004628664003879143,0.004654099665155323,0.004635483836561131,0.004814254003576934,0.009044201251526829,,0.008688438749231864,,0.00493218150222674,,0.004931048000192581,0.004854906830587424,0.004945457330904901,0.0049319108366034925,0.009293003000493627,,0.009671394996985327,,0.00019378031278652737,,0.00019465613357689496,0.0001971309726782651,0.00019933316375086592,0.00018600941357676517,0.0005470098955189123,,0.000530105184512458,,2.9170979636863038e-05,0.00012788552391741957,3.057944493487972e-05,2.283460676451519e-05,3.7670884616396204e-05,3.1598198772698243e-05,4.5018151261601126e-05,5.451607518802865e-05,6.212903726605121e-05,0.00010525956866902061
