,hash,dtype-<class 'numpy.float32'>,dtype-<class 'numpy.float64'>,dtype-<class 'bool'>
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.00014379305129972263,0.0002135056662761296,1.3345825837050042e-05
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.00014385559094174727,0.0002136338626573264,1.3479246749268676e-05
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.00014369463464484,0.00021316131740324915,1.3331641315269973e-05
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.0001437798831853774,0.00021330043259345426,1.3340723094762752e-05
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,0.0001436699807154349,0.0002149075686854,1.3117310903224155e-05
5,71555c48be7f07833bd540dacb50deb8069b551f,0.000146071568302083,0.0002174315411640255,1.3805796049121716e-05
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,0.00014353375650572183,0.00021231000800980837,1.3051865048461183e-05
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,0.0001435178270091852,0.00021259165677132416,1.3079373182836866e-05
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,0.00017595798104034306,0.00023365455279800745,1.3772319128248292e-05
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,0.00014399841035274457,0.00021390571583098934,1.3492116370764178e-05
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,0.0001439941730738307,0.0002134559181286022,1.3672132670199436e-05
11,fca7a15f30776ebce9e6814eb927e837f567a518,0.00014404688526819636,0.00021361729401784638,1.3421240156093199e-05
12,26311ed7bf80e02c827189e80084602d72e4f284,0.0001439783652760805,0.00021362671566962758,1.3398478635777296e-05
13,b5e01bcb668da0413170a886c258e00d2540e752,0.0001440733654024557,0.00021345889427511091,1.3552577716340734e-05
14,ab30683fe1277a7fd471be63975a02ed8d766f94,0.00014617248085321474,0.0002183238039815835,1.4058349715890991e-05
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,0.00014522577682352702,0.0002168631399399601,1.399130248591279e-05
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,0.0001533380903614064,0.0002375063667487767,1.642308117199181e-05
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.00015796930130494577,0.00022762573033105582,2.0830459661260676e-05
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,0.00015718605396073513,0.00029446664794468907,1.5074619537058997e-05
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,0.00014656936300899324,0.00022230140819708456,1.3269743837998779e-05
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,0.00019980209617642686,0.0002334027603865252,1.400584205129954e-05
21,85d64e375f53f6028519d3aaad0b421934dcbe24,0.000143939064284309,0.0002142917938352398,1.3343982718652114e-05
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,0.00014566138475530374,0.00021533129392100462,1.5034697330914306e-05
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,0.00014508296160970646,0.0002151974314234822,1.4788372341075979e-05
24,06da877ceae914a875bd1a55cd8e271332358803,0.00014563682709241478,0.00021459990182170168,1.4883356158543616e-05
25,8529dfaaec65248420faffe095bac03c23881735,0.00014576435261495557,0.0002147241766044103,1.4771239526779323e-05
26,171a3e5811e43643788c20075be9ba52efb83b81,0.0001453117865215366,0.00021479526470762257,1.5047878275036443e-05
