,hash,"stride-1,dtype-f","stride-1,dtype-d","stride-2,dtype-f","stride-2,dtype-d","stride-4,dtype-f","stride-4,dtype-d"
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.00010816884655874259,0.0001553495276311878,0.00010709020498325116,0.0001558716196573379,0.00010916411288324561,0.00015856556345964455
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.00010527659702630154,0.00015082370838273264,0.00010541672498220577,0.0001517386547893181,0.0001067105500260368,0.00015326951422177674
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.0001055075686856392,0.00015083354850907603,0.00010425223348041376,0.00015179399987183778,0.00010663619419238847,0.00015307071423324356
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.00010539522325027806,0.00015046979165668343,0.00010476968498551286,0.00015171194455534633,0.00010684982520862692,0.00015277251405280712
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,0.00010435774521073865,0.0001504445914998913,0.00010467753428897327,0.00015145825697497156,0.00011044579602719185,0.0001530508239405938
5,71555c48be7f07833bd540dacb50deb8069b551f,0.00010468730285468225,0.00015015506970586203,0.00010279909045147222,0.0001548005357368051,0.00010535728366588816,0.0001530500000152527
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,0.00010293398054714486,0.00015019977438217685,0.00010337271433811458,0.00015135599990441864,0.00010495084125768,0.00015297762678221236
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,0.00010460151989349524,0.00015076634736033157,0.00010407890854716802,0.00015134745709864157,0.00010512172276762747,0.00015284766895617817
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,0.00010539487866657667,0.0001505569168026947,0.00010523628711465304,0.0001522071735154087,0.00010705954899130316,0.00015512136240537023
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,0.0001057865291955944,0.0001507789225720892,0.00010404980092115014,0.0001522839576838879,0.00010642106250694874,0.0001536664718181603
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,0.00010287434434878446,0.0001510776479771151,0.00010325204763960626,0.00015187768317254026,0.00010463323255097217,0.0001538256056193577
11,fca7a15f30776ebce9e6814eb927e837f567a518,0.00010640016495299897,0.00015131826069631168,0.00010523892720388158,0.00015226708690507633,0.00010654465201214942,0.00015363319712185996
12,26311ed7bf80e02c827189e80084602d72e4f284,0.00010593390294002568,0.00015293037669861394,0.00010819227668655657,0.00015331646427512168,0.00010916900004410897,0.00015456745640604174
13,b5e01bcb668da0413170a886c258e00d2540e752,0.00010613553502480499,0.00015067893744142365,0.00010643194502335974,0.00015229665515222913,0.00010704005939314271,0.00015283292866245443
14,ab30683fe1277a7fd471be63975a02ed8d766f94,0.00010984666019370689,0.00015390866651109213,0.00010829802515218035,0.00015595857022021912,0.00011062196004786529,0.00015666005070881405
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,0.00013191315455889492,0.00018721675011571887,0.00013458790635922924,0.00018318178111561184,0.00013381999259068193,0.0001889211939391205
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,0.000108454695851158,0.00015658153893127746,0.00012362355482764542,0.00015654834778220191,0.00012420935695806132,0.0001943941472335627
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,0.00014138046817462302,0.00018127205344461934,0.00011407722227482333,0.00021489770583952227,0.00012071905150582302,0.0001627326084417291
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,0.00011059234463106337,0.00018020482628121592,0.00010977321712422476,0.00015632562485734525,0.00011168481781472414,0.000161238791162162
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,0.00013472523226877768,0.0001873899638430094,0.00011300039389452925,0.00015926182855601742,0.00011182670615320623,0.0001607820745244789
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,0.00011014892920179086,0.00015498086956896537,0.00010989419010002166,0.00015641842016349614,0.00011111208244908563,0.00015820575743632885
21,85d64e375f53f6028519d3aaad0b421934dcbe24,0.0001049783748749178,0.00015377618842319572,0.00010525534223569067,0.00015727009705907263,0.00011272230985923671,0.00018989521868206793
