,hash,type-int8,type-int16,type-float32,type-float64,type-complex64,type-complex128
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.0010086936003062875,0.002091595198726282,0.0032656959992891643,0.005984490002447274,0.005960880749626085,0.010462825492140837
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.0009839520003879442,0.0020702693000203,0.003192116375430487,0.006001886002195533,0.006011180747009348,0.010875516993110068
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.001010485448932741,0.002079881916870363,0.0032788028729555663,0.0059700267447624356,0.005974606996460352,0.01106467099452857
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.0009994228193218905,0.0020600307994754984,0.003236976499465527,0.005965095246210694,0.005945046003034804,0.010383531000115909
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,0.0009950863631357524,0.0021282617992255835,0.003570109334153434,0.006183631994645111,0.005996895000862423,0.010972699499689043
5,71555c48be7f07833bd540dacb50deb8069b551f,0.0010057984996819868,0.0020773765863850713,0.003275141501944745,0.005998842003464233,0.005984281997370999,0.010987105997628532
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,0.00096161419787677,0.0020086296019144355,0.003167847873555729,0.005894186499062926,0.005943629257672001,0.01090235348965507
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,0.0009924945916282013,0.002084458785247989,0.0032724029988457914,0.005950775492237881,0.005945188248006161,0.01098267300403677
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,0.0009494000921470367,0.0019862218003254386,0.003077370500250254,0.0051669457607204095,0.0051610654991236515,0.010751856490969658
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,0.0009640747986850329,0.0019880091975210236,0.0031459882484341506,0.005797029996756464,0.00584856924979249,0.01078568551747594
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,0.0010007353514083662,0.00207593779778108,0.0032510638775420375,0.0059720910066971555,0.005990129749989137,0.011017350509064272
11,fca7a15f30776ebce9e6814eb927e837f567a518,0.0009643154546872458,0.0020040932024130596,0.0031470928770431783,0.005926585501583759,0.005940409500908572,0.010837088004336692
