,hash,usecols-2,"usecols-[1, 3]","usecols-[1, 3, 5, 7]"
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,,0.045660562012926675,0.053978328010998666
1,60df9b1eb6375e3decf12ba7506404c46af0469a,,0.04587212849583011,0.05433521748636849
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,,0.04396859100961592,0.052481374514172785
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,,0.044842997507657856,0.05348495701036882
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,,0.04470956098521128,0.05337473600229714
5,8ae543cb13769a0afa6e176898824db7fd992d27,,0.04655436098983046,0.05540560399822425
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,,0.04539644351461902,0.053984607991878875
7,c9a83043c0669fd17306843eb21abd236b675537,,0.04394827799114864,0.05237235949607566
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,,0.04461353149963543,0.052842079996480606
9,a280f5e5d725de732a906b67172114b263ac3bfa,0.02907633599534165,0.044643649001955055,0.053347495006164536
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,0.02954437248990871,0.044901004497660324,0.05319338000117568
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,0.030275122495368123,0.04709078699670499,0.05570131900458364
12,537d35c2cf49cae0a496c37564fa282ec80e3695,0.0292200110052363,0.04500235849991441,0.05314042350073578
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,0.0289751320015057,0.04455433799739694,0.05298322599992389
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,0.029536187495978083,0.04460932199435774,0.05369240250001894
15,175476fec763984573e60485a447978cbcb381c0,0.029832259504473768,0.045597871496283915,0.05396097799530253
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,0.02896173250337597,0.0441639240088989,0.05249942999944324
17,93240e0d8ea23644a5b7874037e658c54966ff54,0.029100336992996745,0.04436067349888617,0.05262966649752343
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,0.029124638000212144,0.04479202150105266,0.05320391550048953
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,0.0291222729938454,0.04465088500001002,0.0527504144993145
20,ade91ea2f28284668fbf78971538ac4827d653b8,0.029619929497130215,0.04560051950102206,0.054111593002744485
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,0.029403823500615545,0.04502846200193744,0.05301685899758013
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,0.029943529501906596,0.04617040300217923,0.05474468750617234
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,0.029371019001700915,0.04581769099604571,0.05466084799991222
24,aab7993af0f6f3b9ac0d76952933b19163d65496,0.02882043449790217,0.04424752300110413,0.052604204007366206
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.028888956003356725,0.04492604600818595,0.05340814150258666
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.02874263349804096,0.04450305750651751,0.05260588249802822
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.029321919995709322,0.04508744699705858,0.05331873850082047
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.03018064199568471,0.04579553500661859,0.05433074699976714
29,d9347181d825d9426e783cfeafee304735bd25aa,0.0272703075024765,0.04331918800016865,0.05215743999724509
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.027762339494074695,0.044493125496956054,0.052747068999451585
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.026387048499600496,0.04160530500666937,0.05001722549786791
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.026955690002068877,0.04200847049651202,0.05056500100181438
33,deb4be85025088553d80d6637dbc17d7f8101f41,0.0276734459985164,0.0433006445018691,0.05259271099930629
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.026457756001036614,0.04156886599230347,0.05009639900526963
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.026778326493513305,0.04136860849393997,0.05009010150388349
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.02665555950079579,0.04169482650468126,0.05030147849174682
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,0.027663029497489333,0.042160059994785115,0.05101200799981598
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,0.026166963507421315,0.041306215498480015,0.04923533599503571
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,0.02640787250129506,0.04161601399391657,0.050153402000432834
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.026226698500977363,0.04090614400047343,0.04932025900052395
