,hash,size-1,size-10,size-100
0,857125603f3cf72e2078ed2effd0f6ce40f0ca28,3.1705478429585915e-05,3.37903633529398e-05,0.00010441464852048362
1,847119387dedec1ce7a85c1c0f29bcf86bc0348d,3.1494157959455676e-05,3.3263013014598605e-05,0.00010298831186068272
2,deb4be85025088553d80d6637dbc17d7f8101f41,3.2359409374294046e-05,3.4468073237896456e-05,0.00010368941081768493
3,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,3.156360062570368e-05,3.363266614824678e-05,0.00010377437495033239
4,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,3.246049220706482e-05,3.440046129530532e-05,0.00010471406307419563
5,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,3.206389751455238e-05,3.4033542475548996e-05,0.00010325957999157253
6,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,3.146277912180009e-05,3.3386705765744724e-05,0.00010265949007589369
7,767744c86e1e4a27bf77f90a85f17e564c9b94ea,3.2295983504257854e-05,3.405557069862353e-05,0.00010377679795092631
8,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,3.202625609957045e-05,3.380460390411378e-05,0.00010395256923753676
9,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,3.1606206813407486e-05,3.362820131190925e-05,0.00010344766495109069
10,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.0782031465198968e-05,1.2222524059273986e-05,8.069871431584224e-05
11,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.1293458334654821e-05,1.2619800560954209e-05,8.04210225793295e-05
12,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.113954043041337e-05,1.265131211181307e-05,8.026045591524213e-05
13,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.1037271649377485e-05,1.2561626497773917e-05,8.121525383048169e-05
14,71555c48be7f07833bd540dacb50deb8069b551f,1.1258367036063453e-05,1.2903950940020638e-05,8.106695590600687e-05
15,5324067c702a41e901354a01a5f0d05ff49b6cb4,1.1144888945456129e-05,1.2758404968746714e-05,8.107190000233599e-05
16,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,1.144721071446861e-05,1.2751238670962724e-05,8.302677698128929e-05
17,45ee22fa2fdd2bace756ed62685a346da91c4cb2,1.1524344652605738e-05,1.2956966108096571e-05,8.205199225439308e-05
18,798aee26bdb9dcc0e806ca9271f0f98297188dec,1.1459226517059135e-05,1.2870916377906107e-05,8.016877369419841e-05
19,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,1.1438122172459857e-05,1.2846588894414405e-05,8.12008639674305e-05
20,fca7a15f30776ebce9e6814eb927e837f567a518,1.1695642173920582e-05,1.3207443982014494e-05,8.091701085399163e-05
21,26311ed7bf80e02c827189e80084602d72e4f284,1.1553455658583367e-05,1.2787871796049998e-05,8.214889614744327e-05
22,b5e01bcb668da0413170a886c258e00d2540e752,1.1624939237244185e-05,1.3049974814166227e-05,8.190431060828621e-05
23,ab30683fe1277a7fd471be63975a02ed8d766f94,1.1115176644563903e-05,1.2403992749356462e-05,7.979325723220202e-05
24,3c89e2f913406f55b6e998017c1149e3ba383bcc,1.1191800856839814e-05,1.255913317994778e-05,7.992042332673514e-05
25,590f07121dc55e6d9d9ce514887c9bbc253fb266,1.0809426070133211e-05,1.2105200698128123e-05,8.013552175817904e-05
26,872372bd56ccb5fe98faae8be7d14e4a8c69e037,2.979237225580229e-05,3.174965450765549e-05,0.00010130906730410061
27,70a84c3192b4f231925e8e36f50d6a26bff3b46d,1.2129934144072934e-05,1.37092154490982e-05,8.269036614966732e-05
28,9d416356baf4a653b2c647a921ae24ba7d39e8df,1.2186416668319444e-05,1.3741940410391228e-05,8.279149626981019e-05
29,09dd75e9e2139bc9742e6009b7babe41d4c002df,1.251420012397687e-05,1.4297129938736332e-05,8.30691782638066e-05
30,85d64e375f53f6028519d3aaad0b421934dcbe24,1.246642720244765e-05,1.4240257752964811e-05,8.316557145199592e-05
31,09e04dcbe3d0c836437b2d4745b353b256ec6265,1.8848698448574984e-05,2.116527169968592e-05,8.976554066961163e-05
32,cdd7ab252988ff4254705e0a89874edeb5cea8eb,1.8800757342572718e-05,2.101551251839676e-05,8.987395082587056e-05
33,06da877ceae914a875bd1a55cd8e271332358803,1.8977744260378267e-05,2.0902250000118057e-05,9.020869747320769e-05
34,8529dfaaec65248420faffe095bac03c23881735,1.8893053698186224e-05,2.0734721686576644e-05,8.966746399528347e-05
35,171a3e5811e43643788c20075be9ba52efb83b81,1.902648590541667e-05,2.0679092108879477e-05,8.998708606251042e-05
36,5bf9ab98edd254dee1162d6f1863053e040cf828,1.9225479535573308e-05,2.1143791904809347e-05,9.10756982569904e-05
37,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,1.940105786715688e-05,2.139861605623719e-05,9.122577732739024e-05
38,37a1ad069a800f5ef98286f25fb3fb632375168d,1.5036344188763483e-05,1.6851060155431694e-05,8.550810385853625e-05
39,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.9036960100598164e-05,2.1456198052512208e-05,0.00010510082211112604
40,044f5131450f38cdfbab63d6999b60e7e3bbabe5,1.6530601864480555e-05,1.8713931475791602e-05,9.231573172226904e-05
41,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,1.5608310792008886e-05,1.7483311112589455e-05,8.741476610720707e-05
42,53adf81bc503d749b13160a27e49160c5bbe48d7,1.5617451000790343e-05,1.753579008211151e-05,8.650067740100278e-05
43,49e00940a82f9590d774539cd188b634c29fc39f,1.5316650504709655e-05,1.7295248450316208e-05,8.56379274116461e-05
44,7b9b41a4c7dbd7b719d62f343f57f841f5809693,1.4963314342553205e-05,1.7080771686478064e-05,8.663607935424864e-05
45,ae88e02a48c4744afd22c63be388870037f3c84c,1.53508909095292e-05,1.7232155033679037e-05,8.696490398142487e-05
46,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,1.550494213837689e-05,1.7614942925439966e-05,8.565382140948222e-05
47,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,1.5139109635322066e-05,1.735379407162432e-05,8.725198412797735e-05
48,a5e5e51187d4476841503ce816924ea99936dba0,1.5919010057513824e-05,1.7807851729988768e-05,8.640664050327653e-05
49,b69cf68a24cffea0a884a102da1797755de8f022,2.8267830902840888e-05,3.08478950308619e-05,9.958479526763466e-05
50,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,1.5673414122134826e-05,1.7552514842122945e-05,8.679715573053414e-05
51,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,1.5664058139023385e-05,1.7752880098320602e-05,8.68357401773174e-05
52,0ce156413feb21a4f2a8eae3b1cd954d04240edd,1.551054992887657e-05,1.7216604198436877e-05,8.719897243825858e-05
53,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,1.556164646463843e-05,1.7725351729299458e-05,8.744867214087118e-05
54,a6b4b2bdd6baf2afde27284097426e93912452e9,1.5351040279812068e-05,1.7538318108843392e-05,8.624044399766718e-05
55,c8a5ff07e5bda47eab870671634b107da5ab7934,1.5919781387742428e-05,1.761852609884141e-05,8.681762902861303e-05
56,fafd123410f1ad5c47341c66d8ea4cf541165e77,1.5813852338684037e-05,1.762374079989968e-05,8.69528951684075e-05
57,9765987c2ade250c82bfeaba49d1f9301211d63a,1.5676868383154207e-05,1.7920971571353058e-05,8.67956088709874e-05
58,dbf37449935bced333a3999afa860aaf304ab1a1,1.5417184124512086e-05,1.758812315288685e-05,8.615689512225799e-05
59,5e84ac2bf2085d438da2d0dae5d370c4389bbdca,1.570953707260878e-05,1.758502300971063e-05,8.689608600944643e-05
60,c70bff83e452c9b76b7f5de2e6811b800d4f72cf,1.6081681860135622e-05,1.7909248263183802e-05,8.721987680593109e-05
61,b4fd7a79bc55f17f301d219492528e6f5f40c6f0,1.626884465969582e-05,1.7928138431655877e-05,8.744899253177596e-05
62,0311c93c8c43cd913303c529673d69575901475e,1.5822837460769594e-05,1.7741251590982224e-05,8.704039872772679e-05
63,adf50b93d76fa55d03ccbc4910602cda23b32c7d,1.5906688228521187e-05,1.7802099638988297e-05,8.722988241061103e-05
64,64619c55896dad1927afe78c0702a58abf0d038f,1.597147835580317e-05,1.777786565373094e-05,8.720993576571345e-05
65,eaa59b4f04a0c75091e332afa95a304eddcd93ab,1.5976040787132627e-05,1.7606186615111792e-05,8.716573286801577e-05
66,2810becf98e20bfe2bf99311c5f4f3e150d12d09,1.59538695037709e-05,1.7809250172885024e-05,8.653029147535562e-05
67,d34b9ead10e28e3a0a62d642a16efdae2030ed76,1.5835091816606347e-05,1.7869275360994163e-05,8.71565398695164e-05
68,0bd548e287b9e2fd0126f64d8be01a812e3c6a48,1.5667232813952613e-05,1.734560834573644e-05,8.634281449861103e-05
69,4cba2d91e1546872d29af6b25ad35947f27e03ac,1.5542061109127562e-05,1.7249177987642078e-05,8.660212498475876e-05
70,97f9fcb599fec377f35be647afdc2d5c2c6ba1f9,1.578217294688026e-05,1.7775258434583675e-05,8.59541229031507e-05
71,67c68b88e4120a84ec516725e322265446fc50e6,1.578878311730455e-05,1.788956004206855e-05,8.633506670594215e-05
72,551773f27ccc955ce24d15eae84eed924250c573,1.562021955684165e-05,1.7644029166363798e-05,8.672055241370958e-05
73,196d633cb19274ddffb4ba42928126fd15e3282d,1.59184293754931e-05,1.796645971535633e-05,8.670772332698107e-05
74,1af65ee2225a011b39a9cceac306328be3737aa2,1.6182368966268307e-05,1.8297983333468435e-05,8.784700757594871e-05
75,b4d2295bb5ba3c866553c1d7c10938f7f00c3286,1.5676150964217978e-05,1.7528237726587753e-05,8.671316543533918e-05
76,69898992b339e4614780f626ed07c4244a08648b,1.601940546665461e-05,1.804280502256006e-05,8.707191053081334e-05
77,2d43a901ea6b16ff5bf1766177f16cec4eedfe0c,1.626757906950691e-05,1.8115362050916108e-05,8.660524524748325e-05
