,hash,size-1,size-10,size-100
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,5.12352549542424e-05,5.365482978559348e-05,0.00019140783438666
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.9394755048395366e-05,2.1821236740367774e-05,0.00015209610558629625
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.9430454279393147e-05,2.159189392491436e-05,0.00015199502645133945
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.9332592976355207e-05,2.1502143166134247e-05,0.0001517129214909418
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.9769512684855513e-05,2.1599045471037947e-05,0.00015230073691590836
5,71555c48be7f07833bd540dacb50deb8069b551f,1.941513955199088e-05,2.1678327214008992e-05,0.0001524179204256813
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,1.9051253676640472e-05,2.1289664288574105e-05,0.00015026215757978588
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,1.9643677806572535e-05,2.167334326226185e-05,0.00015116615855061496
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,1.9058554713201323e-05,2.1417599153225526e-05,0.00015072213213180045
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,1.994545068353148e-05,2.1861649265645038e-05,0.00015215876383559878
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,1.9799895650124194e-05,2.201961849451713e-05,0.00015760633363647177
11,fca7a15f30776ebce9e6814eb927e837f567a518,1.9437873356636634e-05,2.145305231226234e-05,0.00015055715783474674
12,26311ed7bf80e02c827189e80084602d72e4f284,1.962143440793725e-05,2.1973913590045413e-05,0.00015161078925685664
13,b5e01bcb668da0413170a886c258e00d2540e752,1.9182014101599798e-05,2.131083538974233e-05,0.00015130926361675128
14,ab30683fe1277a7fd471be63975a02ed8d766f94,2.172314876509855e-05,2.7485689569119608e-05,0.00018166315796981124
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,1.989421609094758e-05,2.2032141761836148e-05,0.0001592984998650435
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,1.939101054014681e-05,2.1898160312316905e-05,0.00017536670544787366
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,4.9030411466020364e-05,5.226418004895095e-05,0.00019955852921531698
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,2.9744409072339874e-05,3.276355551419695e-05,0.00016597136062854488
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,2.7643414478833704e-05,3.292598601722394e-05,0.00019059796759393066
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,2.1107487585318285e-05,2.3404974242434273e-05,0.00016366244725711447
21,85d64e375f53f6028519d3aaad0b421934dcbe24,1.9551870436542732e-05,2.2254116089654065e-05,0.00015298113162555782
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,3.041486382347805e-05,3.352266564861456e-05,0.00016853597157427832
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,2.941619973641756e-05,3.228811199199526e-05,0.00016648105213933282
24,06da877ceae914a875bd1a55cd8e271332358803,3.0715330411160813e-05,3.3998258243771394e-05,0.0001673563682216857
25,8529dfaaec65248420faffe095bac03c23881735,3.026178172599953e-05,3.3211511117480335e-05,0.00016856269454971576
