,hash,"array_size-200,percent_nans-0","array_size-200,percent_nans-0.1","array_size-200,percent_nans-2.0","array_size-200,percent_nans-50.0","array_size-200,percent_nans-90.0","array_size-200000,percent_nans-0","array_size-200000,percent_nans-0.1","array_size-200000,percent_nans-2.0","array_size-200000,percent_nans-50.0","array_size-200000,percent_nans-90.0"
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,1.3077015087153573e-05,1.330022595872914e-05,1.3286149575174882e-05,1.4203263141442178e-05,1.400843459210708e-05,0.0006447651567214052,0.0006505011251647375,0.0007578851073049009,0.013818760999129154,0.005010911991121247
1,60df9b1eb6375e3decf12ba7506404c46af0469a,1.2833293162729714e-05,1.3065375449907662e-05,1.3119895539132896e-05,1.3969714454484047e-05,1.3626454776941923e-05,0.0006453163750848034,0.0006592847803403856,0.0007648841076713454,0.013779053508187644,0.005012573834392242
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,1.2647702204476857e-05,1.2937056897321671e-05,1.3240431319692184e-05,1.4102053711967745e-05,1.3203601383220554e-05,0.0006488441567853442,0.000658231062516279,0.0007607216424990579,0.013732222010730766,0.005021142496843822
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,1.2828189242820389e-05,1.2738857469993158e-05,1.2754171191540975e-05,1.3914253875235388e-05,1.3417029775281623e-05,0.0006433186872527585,0.0006498732500404003,0.0007594875714858063,0.01371980550175067,0.005019313997763675
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,1.3346601115378743e-05,1.3279560489873229e-05,1.3324361465976854e-05,1.4255936680185953e-05,1.3775159595108697e-05,0.0006443415313697187,0.0006509605309474864,0.000759763463325466,0.013730501508689485,0.005047636499512009
5,8ae543cb13769a0afa6e176898824db7fd992d27,1.2843602372189496e-05,1.2796834708522205e-05,1.3053240861442712e-05,1.3954622290757809e-05,1.3435460143730713e-05,0.0006439510316340602,0.0006493057189800311,0.0007650339279540016,0.013872616502339952,0.005109293502755463
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,1.2743767057851128e-05,1.2859801204423561e-05,1.2746095050394606e-05,1.4105070594863175e-05,1.320191039378621e-05,0.000646116031020938,0.0006533786245199735,0.0007605059644057682,0.013730583988945,0.005086753495561425
7,c9a83043c0669fd17306843eb21abd236b675537,1.2788609243786278e-05,1.2829922014220972e-05,1.2943218900174579e-05,1.4315980431427689e-05,1.349413229849606e-05,0.000645069374513696,0.0006546991253344459,0.0007611176791085329,0.013730849997955374,0.005060405244876165
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,1.2996943002912899e-05,1.2905192535830557e-05,1.3028109512899132e-05,1.4040370982500814e-05,1.33488793288061e-05,0.0006424662815334159,0.0006487318751169369,0.0007597764280425118,0.01366039301501587,0.005083857002318837
9,a280f5e5d725de732a906b67172114b263ac3bfa,1.240580606275873e-05,1.2372177117292034e-05,1.2566566000943872e-05,1.3569857248413631e-05,1.2902955480634933e-05,0.0006474185311162728,0.0006493106575362617,0.0007597650713120986,0.01372869849728886,0.0050489010027376935
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,1.3707388905586254e-05,1.3734263739024754e-05,1.4044433563006978e-05,1.4845027883701839e-05,1.413515687617691e-05,0.0006460060003519175,0.0006519517191918567,0.0007657346426900144,0.013787589996354654,0.0050108665018342435
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,1.4098014650646906e-05,1.3940001948654966e-05,1.4231253248790805e-05,1.5050142761455472e-05,1.4581756058417016e-05,0.0006506020627057296,0.0006519263124573627,0.0007618975713350145,0.01373167299607303,0.005049859748396557
12,537d35c2cf49cae0a496c37564fa282ec80e3695,1.4342158497469563e-05,1.4489021333055583e-05,1.4453458446931292e-05,1.5240699005655095e-05,1.4888391878212784e-05,0.0006458308748733543,0.0006505822807412187,0.0007592223576336568,0.013728562997130211,0.004996310664864723
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,1.3970692459722314e-05,1.3912456074473267e-05,1.4310472935678789e-05,1.5325315627439813e-05,1.4387287075162492e-05,0.000647424375074479,0.000659922531212942,0.0007659495713596698,0.013732594503380824,0.004993875666211048
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.4299380387943481e-05,1.4775189311755688e-05,1.4781852301833628e-05,1.580253455177743e-05,1.5019872341539705e-05,0.0006741367810718657,0.0006810459067310148,0.0007958601069861158,0.014311544502561446,0.0053059192541695666
15,175476fec763984573e60485a447978cbcb381c0,1.3950787368080501e-05,1.4182420536058712e-05,1.4080182798607215e-05,1.5130447654406984e-05,1.4626463248258152e-05,0.0006458115940404241,0.000652352187444194,0.0007624134637548455,0.013730787497479469,0.005108833749545738
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,1.3902164346521938e-05,1.3846827627995367e-05,1.3991133639642987e-05,1.4967125852614973e-05,1.4650163442878298e-05,0.0006504434377347934,0.0006517390938824974,0.0007638196787281361,0.013733004496316426,0.005023264249757631
17,93240e0d8ea23644a5b7874037e658c54966ff54,1.4349059228804764e-05,1.4260833116273749e-05,1.4053301196305458e-05,1.5376958681848387e-05,1.4760851798533305e-05,0.0006452448437812563,0.000655723437830602,0.0007593022138670286,0.013733660991420038,0.005013352503738133
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,1.3667024915470975e-05,1.3658272335733283e-05,1.3547537752973506e-05,1.465177906193093e-05,1.4192717102751453e-05,0.0006454813442360319,0.0006556222183462523,0.0007596995357224451,0.01369087649800349,0.005024773832701612
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,1.4163680357511235e-05,1.4281407181854387e-05,1.4489859208161331e-05,1.5380347454945524e-05,1.4780096230671886e-05,0.0006485122503363527,0.0006540578747262771,0.000759860071411822,0.013743353003519587,0.005015952749090502
20,ade91ea2f28284668fbf78971538ac4827d653b8,1.407089704459478e-05,1.41583593080944e-05,1.4288755594194427e-05,1.4978730883700595e-05,1.4605632497028888e-05,0.0006476809685409535,0.000651493468467379,0.0007609087858457185,0.013732901999901515,0.005005331331631169
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,1.4348700134169458e-05,1.422388372556006e-05,1.4928080224307103e-05,1.544250932014701e-05,1.5027425696543005e-05,0.0006731371671776287,0.0006872718329153334,0.0007947848845595637,0.014207945998350624,0.005244502503046533
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,1.4181907717821174e-05,1.4184223258987197e-05,1.4448891526062025e-05,1.5368915284370145e-05,1.4871270327590947e-05,0.0006449174379667966,0.0006605865310120862,0.0007629651065924138,0.013858736005204264,0.005054850502347108
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,1.4466089170154015e-05,1.4499559099346914e-05,1.4666758479346399e-05,1.573740848942454e-05,1.5220043928598833e-05,0.0006455718435063318,0.000653370968393574,0.0007618314287226116,0.013676374495844357,0.00503641449904535
24,aab7993af0f6f3b9ac0d76952933b19163d65496,1.3751836284861527e-05,1.3828315748772487e-05,1.4026357422417571e-05,1.4937053809966383e-05,1.4313194036887749e-05,0.0006526125939672056,0.0006535029997394304,0.0007645984639696377,0.0136945615086006,0.00505334975241567
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,1.368541984389946e-05,1.368378352789841e-05,1.3973646462251751e-05,1.485976912141717e-05,1.4474848452693984e-05,0.0006486765937552263,0.0006586125623471162,0.0007630776786494867,0.013788518503133673,0.005039602496253792
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,1.426197706194116e-05,1.4136764944238933e-05,1.438655290354127e-05,1.526185664152009e-05,1.4866639120111719e-05,0.000646816468815814,0.0006528526873808005,0.000762735571437848,0.013733134503127076,0.00501729000461637
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,1.4533445113720423e-05,1.4575743950435251e-05,1.4698370524875666e-05,1.5840210367138152e-05,1.5334114797441043e-05,0.0006483113747890457,0.0006631241669917169,0.0007675914644745976,0.013864473497960716,0.005057537749962648
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,1.4141847397648281e-05,1.4210152382357364e-05,1.4222348798270181e-05,1.5202247874929691e-05,1.4796422973327707e-05,0.000646516250071727,0.0006573819996447128,0.0007685986784053966,0.013665332502569072,0.00499193433400554
29,d9347181d825d9426e783cfeafee304735bd25aa,1.4029608472143999e-05,1.4185775223576864e-05,1.431347797870566e-05,1.5065049997311164e-05,1.4796271627985973e-05,0.0006535252809953818,0.0006622815626542433,0.0007665191426765107,0.013779973996861372,0.005085577497084159
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,1.4060252259725764e-05,1.4030864501061538e-05,1.4251360647200095e-05,1.543955445599833e-05,1.5089525592405179e-05,0.0006463864060606284,0.0006560179685948242,0.0007615036431941137,0.013854655000614002,0.005054802000813652
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,1.8854721803853117e-05,1.8963026716313645e-05,1.9035315730343264e-05,2.006182362410155e-05,1.9428959758394135e-05,0.0006574468752660323,0.0006652003125964256,0.0007706465003138874,0.013747633500315715,0.005027350249292795
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,1.4690974815178435e-05,1.490459834827273e-05,1.5058075988542794e-05,1.6168062404344026e-05,1.541850070179926e-05,0.0006471590313594788,0.0006581074999303382,0.000767385250323319,0.013661106502695475,0.005094848249427741
33,deb4be85025088553d80d6637dbc17d7f8101f41,1.492098229748381e-05,1.5022757545684476e-05,1.4869357143582489e-05,1.5840318118917175e-05,1.5204495795249672e-05,0.0006537439999192429,0.0006573012183253013,0.0007635548925983521,0.013847734000592027,0.005024844253057381
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,1.5827413908784142e-05,1.581982034745708e-05,1.592551641484733e-05,1.6839668790737145e-05,1.63356724637948e-05,0.000648703718525212,0.0006545042192556139,0.0007624387144460343,0.013721572002395988,0.005094093252409948
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,1.5358558338255422e-05,1.5188813974203626e-05,1.5411455173155513e-05,1.6438861580691673e-05,1.5892375927082198e-05,0.000648520468530478,0.0006571607186742767,0.0007655402852313792,0.013671066000824794,0.005009913499331257
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,1.502896132915942e-05,1.4940327109980773e-05,1.5009538242462998e-05,1.5811468751222535e-05,1.555650001202385e-05,0.0006511112501357275,0.0006570919686055277,0.0007647618222108576,0.01384750099532539,0.00508700050340849
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,1.4973740390205122e-05,1.5052670570976899e-05,1.5164000006556534e-05,1.6155950072736392e-05,1.572541319025146e-05,0.0006489328438874509,0.0006553396874551254,0.0007706445711456972,0.013841355001204647,0.005021351000323193
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,1.5347956943716983e-05,1.5578150632379568e-05,1.5616034398237044e-05,1.6376580013177143e-05,1.6034908174640982e-05,0.0006583777503692545,0.0006617417188863328,0.0007634028209265255,0.013843587999872398,0.005035426751419436
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,2.4842759910918157e-05,2.4630402841073534e-05,2.481856699625328e-05,2.531471899646858e-05,2.5498395245819782e-05,0.0006641920313086302,0.000670438093948178,0.0007801028924794601,0.013759337503870483,0.005079744252725504
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,1.622557432678117e-05,1.5937371150400263e-05,1.6307825321944065e-05,1.7063983262013764e-05,1.6602342030118462e-05,0.0006519233438666561,0.0006541052503052924,0.0007636664995516185,0.013724988995818421,0.005031421998864971
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.5267820214588504e-05,1.5310729945289974e-05,1.5356712828405603e-05,1.6210475039112548e-05,1.5888915592718458e-05,0.0006490463438240113,0.0006555498748639366,0.000769164071243722,0.013739399000769481,0.005062931501015555
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.5378270393756428e-05,1.5463128486549448e-05,1.551085068448845e-05,1.63993841030408e-05,1.5996315738362238e-05,0.0006488141248155443,0.0006602762814509333,0.000764208000223984,0.013799994500004686,0.005131573750986718
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.548084807127167e-05,1.570616981782714e-05,1.5484246485269044e-05,1.7001150995320734e-05,1.6376965126773693e-05,0.0006683818437522859,0.0006708044998049445,0.0007875527142979471,0.014018082001712173,0.0051781805013888516
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.5656592078736293e-05,1.5473571960549702e-05,1.567217140710525e-05,1.667194749224277e-05,1.652746260189016e-05,0.0006838637336234873,0.0006851666665170341,0.0007964973461079913,0.014202830505382735,0.005232950003119186
45,71555c48be7f07833bd540dacb50deb8069b551f,1.534293144601279e-05,1.5163692883735015e-05,1.559541549436866e-05,1.618711978933009e-05,1.5511101549599656e-05,0.0006520805004583963,0.0006723036876792321,0.0007646903208556718,0.01365300100587774,0.005049871166799372
