,hash,dtype-<class 'numpy.float32'>,dtype-<class 'numpy.float64'>,dtype-<class 'bool'>
0,bdd4e2e29c4b011cf455a72f85c92010656d2722,0.0015799213932561024,,0.00010034887570521382
1,c25557e0a9b2d80950a8501062fc337913a3549f,0.0015787709105227676,,9.975955275095199e-05
2,266f40a00c04bf502093778c99a0cc06eda1865b,0.001582349218162043,,9.694394701328433e-05
3,211d5c193113f3e49e18422bd9926db9fb07f78b,0.0015789685837392297,,9.952527205876218e-05
4,64b64cddba55312b3f49686ba7aaf72760166b29,0.0015807264883603367,,0.00010372032411396504
5,fb314a390851d4c21f3f6a2a87cffd329219c524,0.0015783392425094333,,9.908927816220306e-05
6,9ec27a3f5b81e6a7e808836410c9b6a73204c27e,0.0015872237937791006,,0.00010227811394062469
7,489de42a9585615ca9962a83882896069357ab97,0.0015884647145867348,,0.00010216280581337996
8,924cbe4dadcabd337a6d8b0ef6efa3091a3ed5fc,0.0015823295606034143,,9.614506363868713e-05
9,821a18e55916d0d40227c58ea75f589ea3d9f078,0.0015819828092519727,,9.988603602734304e-05
10,abce2a0604a4db5d8072a0b1478c7af439882ed7,0.001580547873995134,,0.0001011301497813345
11,a5d021a1b6f439a19812926bc4d796ef5f346c44,0.0015853256253259523,,9.928592175367426e-05
12,f1671076c80bd972421751f2d48186ee9ac808aa,0.0015768211534512894,,9.728585203306947e-05
13,9439b56f8762b8c9b48d2f9e54dfb467aaa2b3f9,0.0015876888896205596,,0.0001008197030221874
14,4abd2a845d0723732f26dd9bbba34d076cb7321d,0.0015809803402849604,,9.735625494143059e-05
15,c8a5ff07e5bda47eab870671634b107da5ab7934,0.0015806983158524546,,9.376082755625249e-05
16,267621f07a902eceffc179fa01f984f3e2d4bdcd,0.0015767720594469991,,0.0001023100855631557
17,581eab37b5d558ba9b8035f3fa82cfa617e70e26,0.001585153363911169,,0.00010060782544314861
18,6f822d20fe5d0596e2b284d3e246e38cb7cea7fc,0.0015782903813357863,,0.0001013412056338103
19,a60d5e8d7652641b861587f1fc8efa3cf2081bb5,0.0015832538982587202,,9.897043284907089e-05
20,9e2d66a110090ee7416f4686593fdf9142ce6cbc,0.0015794621514422552,,0.0001017234224656766
21,d3ec3cb274fdb1a7d25cf7ee4bf2c94a8aeab281,0.0015797450074127744,,0.00010106053592667717
22,5451fcb06d5ae7cd3f4a9a02314d6e574bd4c83c,0.001581407817346709,,0.00010168183140826127
23,ee60cc9164e5a20b98ee6722e25b0df41e411675,0.0015762514833893094,,0.00010090518150139938
24,f1c4ba3e97cbf5c494f29531b35da6144cac5aec,0.001581029301243169,,9.848101995885372e-05
25,8f8603dd18c9c70191fd75d98793dc94c8ac30fa,0.0015796150879136155,,9.904034851380617e-05
26,d647ef2d98852e322d487d6045d5860223dcda79,0.001579704794234463,,9.571744121169135e-05
27,e73c8e5479297f235b37fba91d6d0e8464be66a6,0.0015813286549278668,,9.815994605061508e-05
28,ad30b31af0bb3fbfdc0f11486807edc76cec2680,0.0015815557978515115,,9.774253131119442e-05
29,073316d25d24b7cb4ffc09fc705448b0e17dc2dc,0.0015803572189595017,,9.865649159966915e-05
30,e0d27e381889cc30ac0d5ab906146b7c2794ecc7,0.0015858885100377457,,0.00010344946164299142
31,fdec5a5d3dcd7fdf46886a162147d073546537cb,0.001582011247852019,,9.832973976827358e-05
32,d0928f871ccb42484c7e03c456ce489dea908313,0.00158383185043931,,0.00010233485811680067
33,0ac02d3819157a9c64b78157428336200632cff8,0.001585640079740967,,0.00010360998143865303
34,68ebc2bad1ad6a99e9939eff205a1a6d936cf4fd,0.0015879586738135132,,9.955970449297409e-05
35,02d66ecd80a1851c3b206f4d778687b38c9d2c36,0.0015779379422643355,,9.634032718498599e-05
36,0c384dad6a0a7bfc9842e92253c5f02b810b8bbd,0.0015852259405489478,,9.722966115829372e-05
37,19bc8bbe37044b9f23d80bb282758071d0d8bf15,0.001584823476150632,,9.931888946188174e-05
38,f1206ddb24d35781328266b2b02fa27e6fbb9846,0.0015829358183379683,,0.00010037320369685239
39,a89f3ebaec7441f4ba5e30eb07206c2a7269778e,0.0015794475828962667,,9.754204445264555e-05
40,9eabe2f87dbe087e878983bdd69edd8a9084c358,0.0016515879293105432,,9.828006856326687e-05
41,5345c2575a28fa2dfbbec83c99636669476c2745,0.0015806757645415409,,0.0001019452293937812
42,ccb971d169e75c35ae0360e0949f31d2c0c49107,0.0015813308501882212,,0.00010022979297834199
43,cb98ad400c701f189d4e4043ee2cb44857733df4,0.0015819374072764602,,9.848062172224207e-05
44,a0350ed099d1265dd86627280b03ea7070920092,0.0015839084849825927,,9.79085247963667e-05
45,9e85b3701f80a5e48ca5e7fc5281af2aba591870,0.001582077205447214,,9.992261297039448e-05
46,f3ff68e5fe874f9626fcbe85000549083f4f222a,0.0015806849779827254,,9.703437500007328e-05
47,56315089b048160d7c013f257ebf7ea9fea70d91,0.0015819171510104623,,0.00010078517933849428
48,8d225d918ed052a259331722b4eaf66d54a212d3,0.0015801621734031607,,0.00010258387430708428
49,ea7f5ebbda0016438dc1b80c98ea3de8dfec7ca9,0.0015861643478274345,,9.675498776992814e-05
50,b26c86f65f2217578665998db3f3512bca613167,0.0015794445560978992,,9.750110120130856e-05
51,a0be9d0615f10e5a1098466a58e18a215ff427a6,0.0015775181486138276,,0.00010113474995558782
52,0991b083bb0ee8bbd767deadbe237994397e79c5,0.0015811487766248839,,9.74562783854279e-05
53,da1621637b7c59c155ec29466fb5f810ebd902ac,0.0015849449139620575,,0.00010327354940617906
54,1fb7047b0ceba98d43b50ebb398be899ff8f6a1c,0.0015778496994503907,,0.00010074668785282334
55,95a6774007d1d7898c7da40d9989e9f1dd1b0f40,0.0015822725503572396,,0.00010331466963345355
56,02883d85b5d3f68c12cb1df75f96e0fed741d4a4,0.001585302408784628,,0.00010386765120749914
57,8245b392a344a1ae0db6e569ab68b368ad8883c1,0.0015876410928155693,,0.00010268853252960576
58,cdf83879fd0d050cade0fe7852550fcbcc177648,0.001658955090013998,,0.00010070736046697273
59,b3f7132e0bf378eaf21af9194f447036b66c70b9,0.0016592012917889015,,0.00010103538449181885
60,240f7c9d95e60d14cf3f09decc3e61a451d78bf8,0.0016612100215362652,,0.00010029442227360878
61,eb22fe8f82b8c7b0561b25614cb0863b71b4427a,0.0016581349274409668,,9.697932391198444e-05
62,a69ce0652b27b55d680a9d6def2a05c4376653c9,0.001658145005681685,,9.993308012475486e-05
63,e8c78e09ab38b80b586108dfb4151cbe70c7a694,0.0016571551428309508,,0.00010126270353794098
64,f253a7e39204142e3cf82d6beeef1ce22f5500cd,0.0016571921296417713,,9.708555280080726e-05
65,2f156d8e3eb4f57067209fa4499eaeed8551c4ae,0.0016576525356088367,,9.716309468485107e-05
66,69555f52b2e2c5032cf70d40d9f9b8ec9a048500,0.001661622165037053,,9.723307818851688e-05
67,209499058705258d60194f7d06890a6825778d6a,0.001660385900842292,,0.00010004513286298416
68,5390a021ca3842e237d75e328bd47fb334e647f6,0.0016596205532550812,,9.687831099595755e-05
69,be8ab91f789c3b688d707940016b4c2d262913e9,0.0016607609577476978,,0.00010230536496297258
70,6d4895cc9fe614cf3164891b1f502453312f64ca,0.001661393724914108,,9.7785225861575e-05
