,hash,size-550,size-1000,size-10000
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,0.021981252823024988,0.039784578839316964,0.39923719223588705
1,60df9b1eb6375e3decf12ba7506404c46af0469a,0.022004402708262205,0.04001811379566789,0.39745644689537585
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,0.02248302544467151,0.04081582045182586,0.4068868043832481
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,0.022041558986529708,0.039919471368193626,0.3958918375428766
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,0.021988168824464083,0.039586558006703854,0.3951893306802958
5,8ae543cb13769a0afa6e176898824db7fd992d27,0.02205437095835805,0.040076592238619924,0.3957771179266274
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,0.022095908178016543,0.04004377406090498,0.3983805023599416
7,c9a83043c0669fd17306843eb21abd236b675537,0.02173189725726843,0.039332353975623846,0.3935177989769727
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,0.022186075104400516,0.040162134449929,0.40037248167209327
9,a280f5e5d725de732a906b67172114b263ac3bfa,0.0221421814057976,0.040209342958405614,0.40199877438135445
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,0.02209727093577385,0.04008734063245356,0.4009603396989405
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,0.021763582713901997,0.03928635106422007,0.39061178965494037
12,537d35c2cf49cae0a496c37564fa282ec80e3695,0.02181836008094251,0.03949647140689194,0.39612508239224553
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,0.021851230645552278,0.039403936360031366,0.39304752508178353
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,0.022037797141820192,0.03974897391162813,0.39766028244048357
15,175476fec763984573e60485a447978cbcb381c0,0.02194597735069692,0.03975779749453068,0.3990445602685213
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,0.021945076994597912,0.03988290252164006,0.396788714453578
17,93240e0d8ea23644a5b7874037e658c54966ff54,0.021819063695147634,0.03943171235732734,0.39427056652493775
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,0.02184537914581597,0.03944568173028529,0.39464957686141133
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,0.021856617648154497,0.039486299734562635,0.3934795595705509
20,ade91ea2f28284668fbf78971538ac4827d653b8,0.022009666543453932,0.03979138541035354,0.39721777359955013
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,0.022035398986190557,0.03981128241866827,0.3972207624465227
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,0.02187866484746337,0.03949898690916598,0.3945360609795898
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,0.02171666012145579,0.03916832571849227,0.39098805468529463
24,aab7993af0f6f3b9ac0d76952933b19163d65496,0.022079846123233438,0.04003223660402,0.3983833126258105
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.02193370391614735,0.03964466042816639,0.39593616453930736
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.02227947488427162,0.04001753870397806,0.3995743663981557
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.022028062492609024,0.039832245092839,0.3994566830806434
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.02225134684704244,0.04034152161329985,0.399985839612782
29,d9347181d825d9426e783cfeafee304735bd25aa,0.019788583274930716,0.035984584130346775,0.35811898158863187
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.019651080016046762,0.03570278757251799,0.3550181547179818
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.020006389124318957,0.03631633962504566,0.36101442389190197
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.019532181089743972,0.03536493401043117,0.35416587302461267
33,deb4be85025088553d80d6637dbc17d7f8101f41,0.01936911209486425,0.0351152908988297,0.3507755729369819
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.020098251989111304,0.03618080238811672,0.3624430203344673
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.019610851537436247,0.03541985270567238,0.3535399695392698
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.019616576144471765,0.035575711634010077,0.3533563606906682
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,0.019431742606684566,0.0352654701564461,0.35127062210813165
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,0.019845979986712337,0.03589287539944053,0.35822632792405784
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,0.019670932088047266,0.03559435601346195,0.35304186725988984
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.019657774595543742,0.035597827984020114,0.3543805635999888
