,hash,usecols-2,"usecols-[1, 3]","usecols-[1, 3, 5, 7]"
37,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.024637499504024163,0.04039398749591783,0.0451365104818251
38,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.024663312993652653,0.04015926199645037,0.04535831850080285
39,a5e5e51187d4476841503ce816924ea99936dba0,0.024593388501671143,0.0402950149946264,0.04570779549976578
40,b69cf68a24cffea0a884a102da1797755de8f022,0.02439785599563038,0.04098528550093761,0.04558011399785755
41,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,0.02517332999559585,0.04096863349695923,0.04672694400505861
42,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,0.02589126300154021,0.05944383900350658,0.05201336100435583
43,0ce156413feb21a4f2a8eae3b1cd954d04240edd,0.024689700003364123,0.04654353899968555,0.05146185850026086
44,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,0.04193759699410293,0.05100185549235903,0.05365013850678224
45,a6b4b2bdd6baf2afde27284097426e93912452e9,0.025944184497348033,0.047339550001197495,0.05197383950144285
46,c8a5ff07e5bda47eab870671634b107da5ab7934,0.02509041399753187,0.04619444149284391,0.05070998150767991
47,fafd123410f1ad5c47341c66d8ea4cf541165e77,0.025307960997452028,0.04616835700289812,0.05122841749835061
48,9765987c2ade250c82bfeaba49d1f9301211d63a,0.026243101005093195,0.04403761700086761,0.051937130992882885
49,dbf37449935bced333a3999afa860aaf304ab1a1,0.026301517500542104,0.04436173600697657,0.05049205099930987
50,e1863f3582e3e8870205f8a9d1ed1cef1bf536b4,0.026002934006100986,0.0484293310000794,0.05946456699894043
51,70f4309a155808d3a60a9a71db2d9482c1ec3ad7,0.030214876001991797,0.061252740502823144,0.06222417949902592
52,bb6b86e2afe88b371badfcefe298945002e47006,0.02482538649928756,0.04240083300101105,0.04769882500113454
53,5c3762157a0cd7a6a036a2144a5fbfc5278a919d,0.025989361500251107,0.04325562749727396,0.047992562991566956
54,e0ffe3572b37190d9da5b1d07057e4e038bd3197,0.03411433800647501,0.0499418004983454,0.051628698500280734
55,cfb6a4d88d88307d507a86d1d70cd7d84c611406,0.025154641996778082,0.04222720249526901,0.047672453001723625
56,d4f7d9e215773e979eb43a1e5a3cbb51f96bd09d,0.026296221505617723,0.04410488699795678,0.061588181502884254
57,bec2b07db5c999721d2d2c10334f3afe78aaadd9,0.02477325650397688,0.042304446498746984,0.04783610100275837
58,5ca0ef6272ef3eabe2feb4049b7cb05a52516495,0.02645936099725077,0.04618758599826833,0.052953236998291686
59,cb557b79fa0ce467c881830f8e8e042c484ccfaa,0.02685718549764715,0.06031565250304993,0.0539995409999392
60,badbf70324274bdb4299d8c64d3d83a26be2d4c0,0.02490568750363309,0.04213139099738328,0.047102872500545345
61,4c780c2d4b35a54cf45ca7d931efcaca73d0bf24,0.024856646996340714,0.04189359649899416,0.047025992498674896
62,3c91a3e1704c8aa7f1258aa30892040df9d952f4,0.03773766050289851,0.0464110404936946,0.052922674502042355
63,fe3d717080e812383900507168a6bd7093c4e434,0.02410134749879944,0.04155037099917536,0.046242205000453396
64,0cb9f7f7aa8f4255fafb5431dcc595ce183bc376,0.025932078999176156,0.06229205400086357,0.04987741000149981
65,e69faef03428b82f5651a5fb521610ddea2bd22a,0.031669252002757275,0.045984025000507245,0.10029604200099129
66,092905febd53742d2a700322f88b652d6a5fd4fb,0.02607859300042037,0.04441769200275303,0.07527841100090882
67,6cd4b015dfd512fb4bc9d2e06a0f0cef4503582b,0.017148566501418827,0.02306883950222982,0.023331782500463305
68,3544fae2859d8ecac378b9ddc8f909c69455a831,0.01147917149864952,0.015574075499898754,0.021000650500354823
69,05fcb6544f72ea173011a77cee14d72979ffe293,0.013092851499095559,0.016953220998402685,0.020581015498464694
70,f4ef0fd5d97afc7788c46eb51889e90623f5577e,0.010975776498526102,0.01531660199907492,0.018233543498354265
71,5cc7ef066fca7a821a2160b095578384c301ae3c,0.01138551800249843,0.015240281998558203,0.017960228498850483
72,c6d2aae8a92371bc9f7ddda990176fb014adb0d7,0.011251881998759927,0.015136977497604676,0.01783284349949099
73,e3b831cd85e2f4d73b0db8e8d501828b50a96c64,0.011418037502153311,0.014279235499998322,0.017911906499648467
74,b3a7a69a198a8385735584b88408c91a1eef5a4b,0.011219450001590303,0.01448048350357567,0.017125820497312816
75,bc6a6084f6e49bd78c12508131395304a63cc6ca,0.01706949999970675,0.021031899999798043,0.017067711500203586
76,c0d36c88b8b525f5869eefd893d1d77ffe41903e,0.010913218502537347,0.013764701507170685,0.016402277004090138
77,bcdfd208a9b99036cc6e379180c3242b08dedc47,0.010741405494627543,0.013585652501205914,0.01634934100729879
78,49c560c22f137907ea6a240591e49b004f28444b,0.011004332482116297,0.01355060150672216,0.016221497498918325
79,45fb3a28100d509b695f432cf100f36f0e4c2f9f,0.01090360397938639,0.013427964498987421,0.016125299007399008
80,273b7fe0a94ae3a8ac96f4b34a396a8d3584c210,0.01075788949674461,0.013383191500906833,0.016065015995991416
81,8840d950e0eedf2eadb96d9867d8f8341e51aaac,0.010670311501598917,0.013405161997070536,0.016075151012046263
82,9d9cc5ca473d52eeda693a254fc0a1cbd4f4f1c4,0.011356581497238949,0.014461479528108612,0.01681757450569421
