,hash,dtype-<class 'bool'>,dtype-<class 'numpy.uint64'>
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,9.91736411709677e-05,0.00033517599466346927
1,60df9b1eb6375e3decf12ba7506404c46af0469a,9.889574282152472e-05,0.00033491798075697114
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,9.889243890277364e-05,0.00033501011409586476
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,9.9438545294106e-05,0.0003355024833111994
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,9.933407206765631e-05,0.0003348316456521711
5,8ae543cb13769a0afa6e176898824db7fd992d27,9.911045940084891e-05,0.00033488463340026716
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,9.905843445184555e-05,0.00033512865493614825
7,c9a83043c0669fd17306843eb21abd236b675537,9.912305977195502e-05,0.00033493192806359256
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,9.89701288441817e-05,0.00033487477189590855
9,a280f5e5d725de732a906b67172114b263ac3bfa,9.876643942499702e-05,0.00033534008018191785
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,9.874194987456906e-05,0.00033534333230026303
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,9.903532706878402e-05,0.00033450814556669104
12,537d35c2cf49cae0a496c37564fa282ec80e3695,9.895609691739081e-05,0.0003348233613876566
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,9.8495167635736e-05,0.00033459641910608734
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,9.894980837336996e-05,0.0003344425030293003
15,175476fec763984573e60485a447978cbcb381c0,9.86248402940956e-05,0.00033412041563180185
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,9.910019964558406e-05,0.0003346232096514394
17,93240e0d8ea23644a5b7874037e658c54966ff54,9.853014172139493e-05,0.0003348958393138262
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,9.887234561822632e-05,0.0003345697787740538
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,9.900707836178216e-05,0.0003344994263663407
20,ade91ea2f28284668fbf78971538ac4827d653b8,9.83957772735845e-05,0.00033412582331126736
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,9.921086020767689e-05,0.0003343309685023445
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,9.875684256919405e-05,0.0003354078113672233
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,9.898484303531322e-05,0.0003343932405715027
24,aab7993af0f6f3b9ac0d76952933b19163d65496,9.874579984517324e-05,0.0003345864824950695
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,9.887718849561431e-05,0.00033461630734945495
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,2.2406942757168212e-05,0.00032854547978124833
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,2.2588864044107572e-05,0.000328738573995052
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,2.1673271483252485e-05,0.0003291545435786247
29,d9347181d825d9426e783cfeafee304735bd25aa,2.1855962261849758e-05,0.00032930161743875474
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,2.2125072894395004e-05,0.00032949794624601643
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,2.2681860791484433e-05,0.0003305141545945045
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,2.2459252611388285e-05,0.00033048368359525355
33,deb4be85025088553d80d6637dbc17d7f8101f41,2.1975448587440867e-05,0.0003293671320672288
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,2.207061811442314e-05,0.0003292928825342847
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,2.1920171416094227e-05,0.00032918738772071176
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,2.235108234201594e-05,0.0003297157405364898
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,2.186344499932602e-05,0.0003300927609445587
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,2.254797591055257e-05,0.00033019314850530316
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,2.219379342521631e-05,0.0003300606075561408
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,2.2032620924969077e-05,0.0003298470044448491
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,2.247559223555925e-05,0.00033019195430942117
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,2.2659985428085412e-05,0.0003297967731111473
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,2.270017809723122e-05,0.0003303490549085602
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,2.2159146014560234e-05,0.00033059340691374197
45,71555c48be7f07833bd540dacb50deb8069b551f,2.207313302488797e-05,0.00033001422942165404
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,2.2407564125498946e-05,0.0003299467010243285
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,2.2435933255898388e-05,0.00033025137869821444
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,2.2706079786432157e-05,0.0003305657751738064
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,2.2746069468866988e-05,0.00033046693481024236
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,2.2312977588278258e-05,0.0003302580031055597
51,fca7a15f30776ebce9e6814eb927e837f567a518,2.276120498479662e-05,0.0003303188394995466
52,26311ed7bf80e02c827189e80084602d72e4f284,2.2142665142599692e-05,0.00033010845072567463
53,b5e01bcb668da0413170a886c258e00d2540e752,2.2360393739320705e-05,0.0003299830826900659
54,ab30683fe1277a7fd471be63975a02ed8d766f94,2.201140274775947e-05,0.0003293155872773739
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,2.2256772128650837e-05,0.0003298458853556264
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,2.2976375920207877e-05,0.00033035762890270263
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,2.2444595414839805e-05,0.00032984757525545934
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,2.2532364440654592e-05,0.00032985475545208303
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,2.2691416361003932e-05,0.000330612356323869
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,2.244859981760689e-05,0.00032955427624044883
61,85d64e375f53f6028519d3aaad0b421934dcbe24,2.230414191295076e-05,0.00032965630863703065
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,2.7689082390816926e-05,0.00033602127504925576
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,2.811325842286555e-05,0.0003358950542116707
64,06da877ceae914a875bd1a55cd8e271332358803,2.7816487625049252e-05,0.0003349031772344343
65,8529dfaaec65248420faffe095bac03c23881735,2.7481500473816683e-05,0.0003351414606215492
66,171a3e5811e43643788c20075be9ba52efb83b81,2.7386648120519555e-05,0.0003352673619144386
67,5bf9ab98edd254dee1162d6f1863053e040cf828,2.767027150083163e-05,0.00033674212623267406
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,2.9240411046058984e-05,0.0003391827772101087
69,37a1ad069a800f5ef98286f25fb3fb632375168d,2.9114386697690334e-05,0.00033863478400293856
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,2.907007190121992e-05,0.0003381727428566064
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,2.9115598931155622e-05,0.0003381705121888269
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,2.8897050698412294e-05,0.0003380885332702629
73,53adf81bc503d749b13160a27e49160c5bbe48d7,2.8754877484853567e-05,0.0003387966163216099
74,49e00940a82f9590d774539cd188b634c29fc39f,2.9028953005102914e-05,0.0003387223385895292
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,2.9038106870383266e-05,0.0003377609030013123
76,ae88e02a48c4744afd22c63be388870037f3c84c,2.8943684858777535e-05,0.0003387209726497531
