,hash,"array_like-range(0, 3)",array_like-[1],array_like-1,array_like-array([5]),array_like-5
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,7.087027682060861e-06,2.6105918164914485e-06,1.2216259865808625e-06,1.5675389397311526e-06,1.3646584329522118e-06
1,60df9b1eb6375e3decf12ba7506404c46af0469a,7.2709966831785065e-06,2.808782392422821e-06,1.1816848546219538e-06,1.568852885068203e-06,1.2814363113278359e-06
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,7.318161445708522e-06,2.8947715672265967e-06,1.2810659082726365e-06,1.5097927574709025e-06,1.330665592030787e-06
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,7.094509726578681e-06,2.505525433851374e-06,1.1630343947345526e-06,1.5893192196471886e-06,1.2959573168771445e-06
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,7.0379091504390734e-06,2.5659734334662537e-06,1.2964049330391545e-06,1.5381264428579056e-06,1.3102737210960072e-06
5,8ae543cb13769a0afa6e176898824db7fd992d27,7.07872968078721e-06,2.5313405425958933e-06,1.3705916095348967e-06,1.5235917176891941e-06,1.3724345787236146e-06
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,6.937562505169938e-06,2.561463890552944e-06,1.278784358802279e-06,1.4850369492694436e-06,1.325450338884036e-06
7,c9a83043c0669fd17306843eb21abd236b675537,6.774317424672772e-06,2.430831327187494e-06,1.2111065933561615e-06,1.5770566418583398e-06,1.2868283595401753e-06
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,6.646588180129501e-06,2.4940410223397162e-06,1.2068978503220075e-06,1.5901090615826977e-06,1.2729866362521453e-06
9,a280f5e5d725de732a906b67172114b263ac3bfa,6.700116013296983e-06,2.415748559431848e-06,1.1879083234239543e-06,1.5968380107234372e-06,1.272474625997308e-06
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,6.780105703816358e-06,2.4143544012635486e-06,1.2256948690735653e-06,1.4498142997369648e-06,1.2783544307441949e-06
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,7.152300061392541e-06,2.58947647343615e-06,1.2461090888159658e-06,1.5729368333380558e-06,1.3402407889633692e-06
12,537d35c2cf49cae0a496c37564fa282ec80e3695,7.115601540491067e-06,2.508800456832562e-06,1.3628930360030953e-06,1.6871649979291897e-06,1.37118109499527e-06
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,6.799341501558613e-06,2.491840951785434e-06,1.2299617916232613e-06,1.5611893565639032e-06,1.311359423819391e-06
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,6.827320626143774e-06,2.3561308750332143e-06,1.1791916952815727e-06,1.5258772517878912e-06,1.2769076299860641e-06
15,175476fec763984573e60485a447978cbcb381c0,7.082471683235753e-06,2.5830489750861636e-06,1.275370461226597e-06,1.7401220628803373e-06,1.2750643194406364e-06
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,6.850800746701353e-06,2.3534978905674707e-06,1.1608941881865402e-06,1.4559768645377512e-06,1.2208100921655039e-06
17,93240e0d8ea23644a5b7874037e658c54966ff54,6.799008801357328e-06,2.3603055980708673e-06,1.1257284624777602e-06,1.5272224475413987e-06,1.2424975905228191e-06
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,6.7809657481283016e-06,2.449452129025751e-06,1.198978402326375e-06,1.6208031087414777e-06,1.4290811324138905e-06
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,6.784925925010746e-06,2.3846898427239337e-06,1.1564846419709396e-06,1.4371386982636032e-06,1.2908529735653506e-06
20,ade91ea2f28284668fbf78971538ac4827d653b8,7.013870994101633e-06,2.5309369268332493e-06,1.2684549179157759e-06,1.6673040616388046e-06,1.4551334193862615e-06
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,6.730750304371107e-06,2.383567806859812e-06,1.2164664875199332e-06,1.5406331012466698e-06,1.3114646065205867e-06
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,6.900873573349129e-06,2.5049309617916653e-06,1.2938801899921873e-06,1.6250110181948502e-06,1.4544345071966242e-06
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,6.8645498767887666e-06,2.5451318428523215e-06,1.2723196278532667e-06,1.6100233039569613e-06,1.3571007271685239e-06
24,aab7993af0f6f3b9ac0d76952933b19163d65496,6.874971376881514e-06,2.4878195224488762e-06,1.2976414028768067e-06,1.5268464828580437e-06,1.3738484420887793e-06
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,6.803820769182137e-06,2.481875716313113e-06,1.2914647726907811e-06,1.5399032798657318e-06,1.38160268072754e-06
