,hash,type-int16,type-float16,type-int32,type-float32,type-int64,type-float64,type-complex64,type-longfloat,type-complex128,type-complex256
0,9ec27a3f5b81e6a7e808836410c9b6a73204c27e,8.311909676561338e-06,8.879177664860712e-06,8.39706409186195e-06,8.33749911775578e-06,8.420286269510227e-06,8.156049112401584e-06,8.349873083220288e-06,8.079148202884096e-06,8.134176019725207e-06,8.322840645338428e-06
1,489de42a9585615ca9962a83882896069357ab97,8.40285829412069e-06,8.926048012804394e-06,8.619183024730056e-06,8.52472177469712e-06,8.588945294635542e-06,8.319878963700197e-06,8.583519304424736e-06,8.280682732715691e-06,9.454252800630952e-06,8.761910987119776e-06
2,924cbe4dadcabd337a6d8b0ef6efa3091a3ed5fc,4.679930594654313e-06,5.123932969718056e-06,4.6398949437237196e-06,4.692225617948173e-06,4.659728815168844e-06,4.729795389748072e-06,4.741405027838551e-06,4.868912187750749e-06,4.710323427642714e-06,5.0962501689724195e-06
3,821a18e55916d0d40227c58ea75f589ea3d9f078,4.588412765942111e-06,5.044252564325276e-06,4.592670970973936e-06,4.585131015290486e-06,4.551172226100512e-06,4.701596988983235e-06,4.613732109526219e-06,4.805335361984837e-06,4.702468013920641e-06,5.198975194970729e-06
4,abce2a0604a4db5d8072a0b1478c7af439882ed7,4.6599599771552716e-06,5.155443123695307e-06,4.659644614770661e-06,4.723199148593987e-06,4.653246538362827e-06,4.763285096685959e-06,4.720621151276506e-06,4.917146316950396e-06,4.755271384039255e-06,5.205951265669895e-06
5,a5d021a1b6f439a19812926bc4d796ef5f346c44,4.751705472467279e-06,5.04941298932222e-06,4.6717152422439265e-06,4.6684644750579145e-06,4.682757283459484e-06,4.646319428329747e-06,4.625247132755504e-06,4.735895420906448e-06,4.687404037165957e-06,5.289777592326737e-06
6,f1671076c80bd972421751f2d48186ee9ac808aa,4.633135652957146e-06,5.030147136567865e-06,4.576953944107772e-06,4.602488785677392e-06,4.606237279785609e-06,4.625152892313748e-06,4.606630494470262e-06,4.74509782134937e-06,4.678632335021996e-06,5.366633818356057e-06
7,9439b56f8762b8c9b48d2f9e54dfb467aaa2b3f9,4.771824820750372e-06,5.2335565398549715e-06,4.772274286262932e-06,4.78374003056666e-06,4.760651822998897e-06,4.8048586186643796e-06,4.855485894950106e-06,4.912306906923559e-06,4.8610497871891204e-06,5.376864135148421e-06
8,4abd2a845d0723732f26dd9bbba34d076cb7321d,4.5660824471905584e-06,5.089236080667444e-06,4.529562454498542e-06,4.641597813383004e-06,4.556258013002223e-06,4.641898973824997e-06,4.713328485012256e-06,4.844589688004302e-06,4.7843049013758675e-06,5.372359900202154e-06
9,c8a5ff07e5bda47eab870671634b107da5ab7934,4.551919019047389e-06,5.121034999845667e-06,4.543114708255007e-06,4.671322037332376e-06,4.561882919048114e-06,4.6755857797569204e-06,4.63206551962756e-06,4.803675311378459e-06,4.67658235847394e-06,5.1810611826815696e-06
10,267621f07a902eceffc179fa01f984f3e2d4bdcd,4.664065701829146e-06,5.25265691034934e-06,4.682394894814431e-06,4.797461104459602e-06,4.705465752395649e-06,4.784228683701416e-06,4.7142784134879455e-06,4.839642791016281e-06,4.831626406989501e-06,5.423366144133146e-06
11,581eab37b5d558ba9b8035f3fa82cfa617e70e26,4.6277561501538436e-06,5.1498163803526325e-06,4.611743110188876e-06,4.6984828554042975e-06,4.613292445007855e-06,4.706830301021253e-06,4.699890455929064e-06,4.814966909570016e-06,4.683046024164837e-06,5.330629476273726e-06
12,6f822d20fe5d0596e2b284d3e246e38cb7cea7fc,4.546128267846177e-06,4.948854259049455e-06,4.477931276561782e-06,4.5259275921103196e-06,4.500286159719513e-06,4.557687511603488e-06,4.5026039762602305e-06,4.692549508267805e-06,4.549817882369302e-06,5.232873962065231e-06
