,hash,param1-10,param1-100,param1-1000,param1-10000,param1-100000,param1-1000000,param1-10000000,param1-100000000
0,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,3.210728077879371e-05,3.4331823621942844e-05,4.6391249960489126e-05,0.00013619382498291087,0.0009493929998522314,0.0165681929938728,0.17467094848689158,1.9158210569876246
1,ce140e8d5c28f1f057db1102cf78263e48f86d61,3.2640862672799555e-05,3.556362247343181e-05,4.844090005710975e-05,0.00013780109972382585,0.0009489977480067561,0.016489839486894198,0.1762145535030868,1.895780298000318
2,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,3.130070416714181e-05,3.3379100334673384e-05,4.620454744546241e-05,0.00013631305628223343,0.0009469642488208289,0.016538161507924087,0.1741742075100774,1.8740599530137843
3,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,3.159378826381868e-05,3.3950474672461566e-05,4.589915748665783e-05,0.00013426950015430037,0.000950826914049685,0.01648238647612743,0.17523174350208137,1.8574473634944297
4,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,3.066853189037816e-05,3.30460689161928e-05,4.549525857507052e-05,0.00013436060898805945,0.0009427681676849413,0.016925338000874035,0.17476279649417847,1.778336813513306
5,71555c48be7f07833bd540dacb50deb8069b551f,3.139866085053144e-05,3.373876520686935e-05,4.630783549050408e-05,0.00013580160746734022,0.000946547251563364,0.016522644000360742,0.17540680849924684,1.8178428490064107
6,5324067c702a41e901354a01a5f0d05ff49b6cb4,3.30372872583059e-05,3.50466980063669e-05,4.7132576256677205e-05,0.00013609567091246196,0.0009453005841351114,0.01685827851179056,0.17475952599488664,1.791207549496903
7,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,4.6684939027114146e-05,4.936393165255185e-05,4.7076058853733696e-05,0.00013792772310930682,0.0009511657505451392,0.016815287002827972,0.17498992350010667,1.8009864074847428
8,45ee22fa2fdd2bace756ed62685a346da91c4cb2,3.176316907921257e-05,3.400866668156456e-05,4.665133184661853e-05,0.0001350123926339954,0.0009399623304489069,0.01678667450323701,0.1799337664997438,1.8056418430060148
9,798aee26bdb9dcc0e806ca9271f0f98297188dec,3.315487656436744e-05,3.633376200761557e-05,4.874440932072439e-05,0.0001381845130319042,0.0009476587511016987,0.016530647000763565,0.1768664359988179,1.749588632999803
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,3.2664271884641494e-05,3.6031706910981826e-05,4.889615209213102e-05,0.0001377310799822832,0.0009483691659018707,0.01657479199639056,0.17463198049517814,1.7500311035109917
11,fca7a15f30776ebce9e6814eb927e837f567a518,3.572535880746945e-05,3.8788872293578523e-05,5.067830280610688e-05,0.00013953379734507384,0.000950446083152201,0.016503627513884567,0.17350201250519603,1.7592615074972855
12,26311ed7bf80e02c827189e80084602d72e4f284,3.355654486708758e-05,3.618022752122889e-05,4.7879398576185654e-05,0.00013640351281561053,0.0009486960019178998,0.016871367493877187,0.17871019699668977,1.7459060694964137
13,b5e01bcb668da0413170a886c258e00d2540e752,3.2516648449624575e-05,3.458139325362483e-05,4.716103105029025e-05,0.00013698905763120798,0.0009483093332770902,0.01698666599986609,0.17612426499545109,1.7531638479995308
14,ab30683fe1277a7fd471be63975a02ed8d766f94,3.233800457454025e-05,3.463782075797146e-05,4.7026256620121576e-05,0.0001364549563731998,0.0009469162517537674,0.0164027320133755,0.17629935299919453,1.766042733012
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,3.286440000920266e-05,3.452376836018327e-05,4.7253529165846385e-05,0.00013914953315785774,0.000990069899125956,0.01708667050115764,0.201471248496091,1.9203629179974087
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,3.375773757742429e-05,3.797364046245838e-05,5.0925376872059525e-05,0.00014153946767101524,0.0010707547015044838,0.021068757501780055,0.213844498997787,4.099044612506987
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,3.1895581095418995e-05,3.505333650257223e-05,4.8130755485584514e-05,0.00013917386056590072,0.0009814701673652355,0.01837760601483751,0.19326512498082593,2.5458330105029745
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,3.61652604254063e-05,3.847311097579047e-05,5.2246076704346035e-05,0.0001506249615116618,0.001016971335047856,0.017973291513044387,0.19257899299554992,2.274855141498847
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,3.3860826768586716e-05,3.54858850111101e-05,4.8250920913550394e-05,0.00013982636988807266,0.001093303703237325,0.018115573504474014,0.19761908351210877,2.4792633280012524
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,3.344245155858516e-05,3.5993452342290455e-05,4.818473177940839e-05,0.00014115614180195118,0.0010111222485041556,0.018684348004171625,0.1827818669989938,2.311543466494186
21,85d64e375f53f6028519d3aaad0b421934dcbe24,3.2514915890587256e-05,3.493476463633804e-05,4.732756413399877e-05,0.0001366328570520046,0.0009465238326811232,0.01654564701311756,0.1754446170089068,2.0405373429966858
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,4.8561555989803504e-05,3.5472922398435785e-05,4.825241436871389e-05,0.00013971705393978973,0.0009994944994105026,0.017566210008226335,0.1819422124972334,2.1848475839942694
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,3.191736143353081e-05,3.38639818395491e-05,4.6192689641712004e-05,0.000135772721547209,0.0009431912500682907,0.01649810250091832,0.1756405779888155,2.2490837884979555
24,06da877ceae914a875bd1a55cd8e271332358803,3.464055259284673e-05,3.7195317101184576e-05,4.975491259032318e-05,0.00013760987181180657,0.0009522165831488867,0.01693433900072705,0.1764181794860633,2.2524865479936125
25,8529dfaaec65248420faffe095bac03c23881735,3.331600481770046e-05,3.535135519682783e-05,4.770256756429418e-05,0.00013653376625772179,0.0009490867499456119,0.0164981409907341,0.17497512449335773,2.230619709487655
26,171a3e5811e43643788c20075be9ba52efb83b81,3.309666460487979e-05,3.503218775288669e-05,4.736796274715871e-05,0.00013739210398498825,0.0009466945824290935,0.01650421651720535,0.17655010349699296,2.2593502865056507
27,5bf9ab98edd254dee1162d6f1863053e040cf828,3.5813551023523296e-05,3.810643972819634e-05,5.068564830675418e-05,0.00014077620958355633,0.0010909606993664057,0.017392806490533985,0.1948131190147251,2.229613128991332
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,3.4243932000177653e-05,3.67815609743903e-05,4.91245138225004e-05,0.00013836588466522069,0.0009495494159637019,0.016832082503242418,0.17732109599455725,2.02045254749828
29,37a1ad069a800f5ef98286f25fb3fb632375168d,3.488777705361364e-05,3.723871528156088e-05,4.952369721556091e-05,0.0001390535770228897,0.0009497353360832979,0.016453721502330154,0.1753515499876812,2.045276618999196
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,3.427203609150086e-05,3.6302833342636677e-05,4.951814976831992e-05,0.00013958337654770874,0.0009559664977132343,0.01695000150357373,0.17887131449242588,2.051664765996975
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,3.625592951946076e-05,3.889175544221264e-05,5.128582540964128e-05,0.00013955604722345802,0.0009501278327661566,0.016807803505798802,0.17484554649854545,2.044983724001213
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,3.462205783215462e-05,3.682764810680344e-05,4.9975490780152414e-05,0.00013793612817654578,0.000951143832935486,0.016923544491874054,0.17563696451543365,2.0452102970011765
33,53adf81bc503d749b13160a27e49160c5bbe48d7,3.45841694299899e-05,3.654380138916408e-05,4.932476038087486e-05,0.00013806446786008729,0.0009445499138867793,0.016825986982439645,0.1752189465041738,2.0584252439875854
34,49e00940a82f9590d774539cd188b634c29fc39f,3.3671697075568285e-05,3.604737282058551e-05,4.844966515687234e-05,0.0001376272207912203,0.000949534335328887,0.016587998485192657,0.17617219300882425,2.066077822484658
35,7b9b41a4c7dbd7b719d62f343f57f841f5809693,3.579346666811034e-05,3.771994368076443e-05,5.017006245637916e-05,0.00013882409748711998,0.0009490557519408563,0.017015713005093858,0.17489714949624613,2.2309538225090364
36,ae88e02a48c4744afd22c63be388870037f3c84c,3.522014968008367e-05,3.6571008734115223e-05,4.988196231798216e-05,0.00013892825324243556,0.0009500029167005172,0.016603105497779325,0.1745576075045392,2.1872620264912257
37,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,3.4832899674016324e-05,3.760546772560525e-05,5.024568078833951e-05,0.00013766294139642992,0.0009521843336794216,0.016870785009814426,0.1751563290017657,2.3427297604939668
38,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,3.482144885091726e-05,3.686747313427028e-05,4.919890228382766e-05,0.00013701932914068782,0.000953689082962228,0.016532515503058676,0.1758970884984592,2.4000168989950907
39,a5e5e51187d4476841503ce816924ea99936dba0,3.579761550558897e-05,3.805571707799116e-05,5.081171089600136e-05,0.0001382675733960544,0.0009444603322966334,0.016834799003845546,0.1751751050032908,2.484031911502825
40,b69cf68a24cffea0a884a102da1797755de8f022,3.416464668892635e-05,3.652672916763954e-05,4.911796989930466e-05,0.00013676422154103535,0.000950879667167707,0.016464120002638083,0.1751443370085326,2.5774721520065214
41,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,3.6072702282820645e-05,3.793753709585666e-05,5.0777962314896286e-05,0.00014072624356068001,0.000998652249109,0.018012032502156217,0.18812580899248132,2.85748860550666
