,hash,type-int16,type-float16,type-int32,type-float32,type-int64,type-float64,type-complex64,type-longfloat,type-complex128,type-complex256
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,8.472493981601347e-07,9.659150911664421e-07,8.505192520957083e-07,8.212408029909102e-07,8.766840499236965e-07,8.739113417120036e-07,8.516954554718217e-07,1.02737072166073e-06,8.677191139166374e-07,9.306635461557149e-07
1,60df9b1eb6375e3decf12ba7506404c46af0469a,8.555103196773918e-07,1.0090390457150462e-06,8.716083915239716e-07,8.398613847631195e-07,8.64014135777483e-07,8.77967966205077e-07,8.564579369675021e-07,1.0124496410320113e-06,8.708599370486084e-07,9.739462733374568e-07
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,8.416358415539012e-07,1.0176211722344049e-06,8.33817624297444e-07,8.272551855756384e-07,8.424422821508966e-07,8.700377421578724e-07,8.97748923027673e-07,1.0107576171784466e-06,8.505032004121107e-07,9.552589101738042e-07
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,9.009446150596973e-07,1.1046246349253231e-06,9.163435835341168e-07,8.900645470916565e-07,8.960510453980544e-07,9.303943635049191e-07,8.936636187940651e-07,1.0429623711570166e-06,9.173830989882935e-07,1.0351019786339807e-06
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,8.397897475518451e-07,1.0159306774952293e-06,8.433894954304684e-07,8.275637528180146e-07,8.385595421924865e-07,8.528800130549489e-07,8.5417996046104e-07,1.011032363749109e-06,8.715659806265922e-07,9.946132274556228e-07
5,8ae543cb13769a0afa6e176898824db7fd992d27,8.51637459957981e-07,1.0290773107367686e-06,8.605688726527276e-07,8.477198173902259e-07,8.478680254178339e-07,8.692808357223831e-07,8.513172226937963e-07,9.927174542099238e-07,8.39359428702859e-07,9.84836635656062e-07
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,8.551115001422999e-07,1.0031441055703056e-06,8.392106597308223e-07,8.49778615950408e-07,8.497081726562645e-07,8.721495938001199e-07,8.560947565445045e-07,9.975557279011067e-07,8.577305270524287e-07,9.95756292502079e-07
7,c9a83043c0669fd17306843eb21abd236b675537,8.063814147458141e-07,9.806424098893661e-07,8.15259303838514e-07,8.084247664727365e-07,8.078885575123986e-07,8.155135159206124e-07,8.293607388221657e-07,9.716425001070918e-07,8.702065552031792e-07,9.301305465421385e-07
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,8.447225766608005e-07,1.0459939071033114e-06,8.452253231343805e-07,8.721039703038116e-07,8.341109966077811e-07,8.659182968737333e-07,8.422634890335788e-07,9.9798040967223e-07,8.507415049538501e-07,9.6527685893274e-07
9,a280f5e5d725de732a906b67172114b263ac3bfa,8.298488073689797e-07,9.785520444645293e-07,8.364530665260505e-07,8.280216582076873e-07,8.35166307112629e-07,8.441708232524664e-07,8.530474151165071e-07,9.72084816153669e-07,8.378979038045668e-07,9.596675451823764e-07
