,hash,num_lines-20,num_lines-200,num_lines-2000,num_lines-20000
0,aab7993af0f6f3b9ac0d76952933b19163d65496,0.00020756934328328855,0.001630709927537412,0.015953957998135593,0.16249111500656
1,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.00020765185278529924,0.0016456494995509274,0.01597607800795231,0.16268937599670608
2,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.00020942606851367243,0.0016319699279847555,0.015968357998644933,0.1621822289962438
3,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.00020870472013484687,0.0016666078569999498,0.01623311200819444,0.1648671430084505
4,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.00021467057454270966,0.0016801522506284527,0.016418202496424783,0.1674133199994685
5,d9347181d825d9426e783cfeafee304735bd25aa,0.00020023238669997435,0.0015626937144718666,0.015117456001462415,0.1543677005029167
6,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.0001978407363904725,0.001539383572110507,0.015049796005769167,0.1559292734891642
7,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.00019807391813215377,0.0015324470004998147,0.014700592997542117,0.15020027650461998
8,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.00019606603640237485,0.0015163744278002664,0.014891131504555233,0.15130574199429248
9,deb4be85025088553d80d6637dbc17d7f8101f41,0.00020191085576908125,0.0015613127138099767,0.015298103004170116,0.15745685049478197
10,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.00019448344651859121,0.0015042529277187505,0.014671485500002746,0.15065063299698522
11,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.00019616672732147643,0.0015164471426812398,0.014746758504770696,0.15150286899734056
12,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.00019472957542605418,0.0015113870000017676,0.01481355750001967,0.15116920750006102
13,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,0.00019954766980416299,0.0015445054294624633,0.01493197448871797,0.15577058749477146
14,767744c86e1e4a27bf77f90a85f17e564c9b94ea,0.00019692231141544772,0.0015243884284115794,0.01477716399676865,0.15179099750093883
15,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,0.0001959230271908878,0.0015247989285853691,0.01479327449487755,0.15180125900224084
16,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,0.0002090583999233786,0.001643601643861205,0.016155344499566127,0.16496955099864863
17,ce140e8d5c28f1f057db1102cf78263e48f86d61,0.00020119145291281934,0.0013929335000284482,0.013315414500539191,0.13639573200634914
18,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,0.00020223044332354066,0.0014009513752171188,0.013405828496615868,0.1368067669973243
19,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,0.0002031524325922454,0.0013952770632386091,0.013216168998042122,0.13765936449635774
