,hash,skiprows-0,skiprows-500,skiprows-10000
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,1.1715506470063701,1.1668325184873538,1.058435469007236
1,60df9b1eb6375e3decf12ba7506404c46af0469a,1.196681521498249,1.1814676744979806,1.0654883229872212
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,1.1469391834980343,1.1361022659984883,1.0344629485043697
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,1.1693683945049997,1.1922010074922582,1.0549595994962147
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,1.1655491265119053,1.1549935789953452,1.0451728560001357
5,8ae543cb13769a0afa6e176898824db7fd992d27,1.1941386069956934,1.189830211995286,1.0783846174890641
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,1.2062358330003917,1.203124673003913,1.0920686030003708
7,c9a83043c0669fd17306843eb21abd236b675537,1.1719268070010003,1.167631436503143,1.058671022503404
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,1.1696332700084895,1.174330857989844,1.0555039499886334
9,a280f5e5d725de732a906b67172114b263ac3bfa,1.170865819498431,1.1662115104991244,1.050157693491201
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,1.1823075539869023,1.184414386487333,1.0736581349992775
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,1.231388316497032,1.2501354339983664,1.1232725009977003
12,537d35c2cf49cae0a496c37564fa282ec80e3695,1.1578267730001244,1.1558595354945282,1.050978541992663
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,1.157904095001868,1.1493905960014672,1.043301893507305
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.1903680184987024,1.152076564503659,1.0516718985018088
15,175476fec763984573e60485a447978cbcb381c0,1.1772651255014353,1.1743582769995555,1.0641375464983867
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,1.1619390585037763,1.1449503245021333,1.040836186002707
17,93240e0d8ea23644a5b7874037e658c54966ff54,1.152307477495924,1.1533681889995933,1.0456608950044028
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,1.1538627519985312,1.1560497699974803,1.048574609500065
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,1.1566850109957159,1.14673319850408,1.046617308005807
20,ade91ea2f28284668fbf78971538ac4827d653b8,1.183102153998334,1.165777012502076,1.0588887589983642
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,1.1841274124963093,1.1728044594929088,1.0696648364901193
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,1.18629957200028,1.2175782100093784,1.0940061375004007
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,1.1939745014969958,1.182011381497432,1.078110870999808
24,aab7993af0f6f3b9ac0d76952933b19163d65496,1.1618365729955258,1.1480266384969582,1.0453869170014514
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,1.1552548780018697,1.1492607830005,1.0615015645016683
