,hash,param1-1000.0,param1-1000000.0,param1-100000000.0
0,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,6.948333341428317e-05,8.444770390633494e-05,9.182523967301827e-05
1,044f5131450f38cdfbab63d6999b60e7e3bbabe5,7.004020076955815e-05,8.610616116071e-05,9.216585959989023e-05
2,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,7.063506291762908e-05,8.525466395076364e-05,9.271001247477464e-05
3,53adf81bc503d749b13160a27e49160c5bbe48d7,6.883842679657113e-05,8.488816539591955e-05,9.163869013297871e-05
4,49e00940a82f9590d774539cd188b634c29fc39f,6.866678477653974e-05,8.29590819648729e-05,9.087869856114046e-05
5,7b9b41a4c7dbd7b719d62f343f57f841f5809693,6.935360399981986e-05,8.346303939034679e-05,9.111192138492292e-05
6,ae88e02a48c4744afd22c63be388870037f3c84c,7.0687845656367e-05,8.63486585752448e-05,9.326957623963639e-05
7,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,6.915458718374852e-05,8.405315992422401e-05,9.174035955412883e-05
8,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,6.981069487050877e-05,8.592969202436507e-05,9.235906189072815e-05
9,a5e5e51187d4476841503ce816924ea99936dba0,6.859864870305881e-05,8.39188109898177e-05,9.183012400532511e-05
10,b69cf68a24cffea0a884a102da1797755de8f022,6.805455032809281e-05,8.365316129892298e-05,9.09466967253839e-05
11,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,7.259742002740192e-05,9.260893304079737e-05,0.000112918027769882
12,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,8.795450507978334e-05,0.00010462866260470957,9.294696158180252e-05
13,0ce156413feb21a4f2a8eae3b1cd954d04240edd,6.938735478475029e-05,8.643542461204417e-05,9.16451859395674e-05
14,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,7.405786940336241e-05,9.430430324501968e-05,9.643621822099455e-05
15,a6b4b2bdd6baf2afde27284097426e93912452e9,9.71507233043667e-05,0.00011489379510033464,9.378350413431344e-05
16,c8a5ff07e5bda47eab870671634b107da5ab7934,6.724400627717841e-05,8.435042242450972e-05,9.052498776849252e-05
17,fafd123410f1ad5c47341c66d8ea4cf541165e77,6.747583644691585e-05,8.270755466810442e-05,9.048547117570645e-05
18,9765987c2ade250c82bfeaba49d1f9301211d63a,7.115529194605481e-05,8.936274383257505e-05,9.409932404900835e-05
19,dbf37449935bced333a3999afa860aaf304ab1a1,7.130582551241766e-05,8.882775223396534e-05,9.233578006387689e-05
20,e1863f3582e3e8870205f8a9d1ed1cef1bf536b4,7.421019442214553e-05,9.241420464770106e-05,9.79371000721585e-05
21,70f4309a155808d3a60a9a71db2d9482c1ec3ad7,7.003039935590131e-05,8.537366398377344e-05,9.21840508423067e-05
22,bb6b86e2afe88b371badfcefe298945002e47006,7.374086012246439e-05,8.999245904057964e-05,9.677549529000333e-05
