,hash,rng-PCG64,rng-MT19937,rng-Philox,rng-SFC64,rng-numpy
0,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,0.0005336419738963933,0.0006528726871692925,0.0012474640550661003,,0.0006532071865876787
1,37a1ad069a800f5ef98286f25fb3fb632375168d,0.0005343941057186672,0.0006530743748953682,0.0011882321673005612,,0.0006574244380317396
2,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,0.00045751358645603705,0.0006541844068124192,0.0011729620536142546,0.00037533885161219923,0.0006541534994539688
3,044f5131450f38cdfbab63d6999b60e7e3bbabe5,0.0004586559345783747,0.0006539184369103168,0.0011730241660390878,0.00037674729645476436,0.000653314906230662
4,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,0.00045827889129134786,0.0006550591251652804,0.0011784269445342943,0.000376446999359393,0.0006554730307470891
5,53adf81bc503d749b13160a27e49160c5bbe48d7,0.0004613335000943731,0.0006574291255674325,0.0011805785551486122,0.0003789852958612351,0.0006556180005645729
6,49e00940a82f9590d774539cd188b634c29fc39f,0.0004617943413904868,0.0006576372497875127,0.0011781717783176443,0.0003801418519018356,0.0006560760939464672
7,7b9b41a4c7dbd7b719d62f343f57f841f5809693,0.00046315925018544396,0.0006599643120352994,0.0011794167221523821,0.0004900992223863594,0.000658831781038316
8,ae88e02a48c4744afd22c63be388870037f3c84c,0.0004624539777234366,0.0006598039990421967,0.0011774061115122298,0.0004921416252078156,0.0006599134057978517
9,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,0.000462776182261719,0.0006586854378838325,0.0011534612211916181,0.0003662027934453739,0.0006589611557501485
10,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,0.00046277715856294065,0.0006589851564058335,0.0011778547761625508,0.00043090801854203973,0.0006592929375983658
11,a5e5e51187d4476841503ce816924ea99936dba0,0.0004638955225263172,0.0006580039062100695,0.0011804081101824218,0.0003800356668458941,0.0006585331252608739
12,b69cf68a24cffea0a884a102da1797755de8f022,0.0004604305434875879,0.0006568674061782076,0.0011759933331632055,0.0003783637223898916,0.0006568240937667724
13,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,0.0006785945477618259,0.0009874070499790832,0.0014888999285176396,0.0005595245832713165,0.0010356920000049287
14,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,0.000589310268808801,0.0008357106002222282,0.001367415784833221,0.0004534674719454617,0.0008374833501875401
