,hash,param1-1000.0,param1-1000000.0,param1-100000000.0
0,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,8.463277163531257e-05,0.00010757335639756984,0.00011451064641034757
1,044f5131450f38cdfbab63d6999b60e7e3bbabe5,7.187659031197038e-05,8.77162023647947e-05,9.565072730404886e-05
2,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,7.377913355674238e-05,9.209163635363032e-05,9.762481018966624e-05
3,53adf81bc503d749b13160a27e49160c5bbe48d7,7.080402273069402e-05,8.655356742522036e-05,9.425935948922777e-05
4,49e00940a82f9590d774539cd188b634c29fc39f,7.319820945888971e-05,8.822057022995023e-05,9.478693632858763e-05
5,7b9b41a4c7dbd7b719d62f343f57f841f5809693,7.235581545458463e-05,8.650352460566954e-05,9.442260329518276e-05
6,ae88e02a48c4744afd22c63be388870037f3c84c,7.206118749835648e-05,8.668132231983045e-05,9.522170454477997e-05
7,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,7.172509209627415e-05,8.738394215410048e-05,9.457175205290907e-05
8,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,7.196938541811606e-05,8.757346370569599e-05,9.503834712819853e-05
9,a5e5e51187d4476841503ce816924ea99936dba0,7.193121999686506e-05,8.664249575519796e-05,9.434547934711002e-05
10,b69cf68a24cffea0a884a102da1797755de8f022,7.122342384604209e-05,8.71324879089145e-05,9.418502478852622e-05
11,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,7.076462258532223e-05,8.73200158619309e-05,9.3298057864626e-05
12,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,7.060739031482127e-05,8.807350403942343e-05,9.395159916997473e-05
13,0ce156413feb21a4f2a8eae3b1cd954d04240edd,7.175257895285445e-05,8.668836291338178e-05,9.360216114326564e-05
14,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,7.184774665802251e-05,8.800085246637865e-05,9.480227272433693e-05
15,a6b4b2bdd6baf2afde27284097426e93912452e9,6.953134810298908e-05,8.504884922403439e-05,9.203153359605891e-05
16,c8a5ff07e5bda47eab870671634b107da5ab7934,7.186621381774067e-05,8.832354544496457e-05,9.449380000164225e-05
17,fafd123410f1ad5c47341c66d8ea4cf541165e77,6.96248051914248e-05,8.489224610030988e-05,9.210121900778628e-05
18,9765987c2ade250c82bfeaba49d1f9301211d63a,7.220892856904274e-05,8.66245772328504e-05,9.464008264541376e-05
19,dbf37449935bced333a3999afa860aaf304ab1a1,7.062489739295391e-05,8.521418249796307e-05,9.355814054739192e-05
20,5e84ac2bf2085d438da2d0dae5d370c4389bbdca,7.096040453210375e-05,8.573334265792788e-05,9.3036120053196e-05
21,c70bff83e452c9b76b7f5de2e6811b800d4f72cf,7.226345448319305e-05,8.842608147505217e-05,9.504038828986982e-05
22,b4fd7a79bc55f17f301d219492528e6f5f40c6f0,7.014859595724585e-05,8.612477047849568e-05,9.303761565334295e-05
23,0311c93c8c43cd913303c529673d69575901475e,6.987834734854044e-05,8.583945952611225e-05,9.228981798514724e-05
24,adf50b93d76fa55d03ccbc4910602cda23b32c7d,7.244267213235426e-05,8.688586170873827e-05,9.409774793311954e-05
25,64619c55896dad1927afe78c0702a58abf0d038f,6.997274805701549e-05,8.476899588495736e-05,9.254706217253134e-05
26,eaa59b4f04a0c75091e332afa95a304eddcd93ab,7.158877959131802e-05,8.626221168059401e-05,9.353054217871063e-05
27,2810becf98e20bfe2bf99311c5f4f3e150d12d09,7.068074018053421e-05,8.574838563799858e-05,9.316751206185945e-05
28,d34b9ead10e28e3a0a62d642a16efdae2030ed76,7.141729437480896e-05,8.65895886935534e-05,9.348460719420398e-05
29,0bd548e287b9e2fd0126f64d8be01a812e3c6a48,7.070514463609265e-05,8.596288746282938e-05,9.309871926565062e-05
