,hash,dtype-<class 'numpy.int8'>,dtype-<class 'numpy.uint8'>,dtype-<class 'numpy.int16'>,dtype-<class 'numpy.uint16'>,dtype-<class 'numpy.int32'>,dtype-<class 'numpy.uint32'>,dtype-<class 'numpy.int64'> (0),dtype-<class 'numpy.uint64'>,dtype-<class 'numpy.float32'>,dtype-<class 'numpy.float64'>,dtype-<class 'numpy.int64'> (1)
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,,,,,,,,,1.415587371875703e-05,2.4330662179298664e-05,
1,60df9b1eb6375e3decf12ba7506404c46af0469a,,,,,,,,,1.4204047203042583e-05,2.432597293119045e-05,
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,,,,,,,,,1.4058663024099612e-05,2.402090045764622e-05,
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,,,,,,,,,1.4235638837133336e-05,2.4311070635742106e-05,
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,,,,,,,,,1.4283001972226529e-05,2.4649109443046287e-05,
5,8ae543cb13769a0afa6e176898824db7fd992d27,,,,,,,,,1.4278373123889629e-05,2.4256981442091997e-05,
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,,,,,,,,,1.433659150886039e-05,2.4317858235787882e-05,
7,c9a83043c0669fd17306843eb21abd236b675537,,,,,,,,,1.426195496235495e-05,2.4341041784319382e-05,
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,,,,,,,,,1.4412803807616078e-05,2.4450538128420227e-05,
9,a280f5e5d725de732a906b67172114b263ac3bfa,,,,,,,,,1.3708801157388985e-05,2.377868995251435e-05,
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,,,,,,,,,1.4758425236207735e-05,2.5273518814869663e-05,
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,,,,,,,,,1.5179212342071182e-05,2.5497323660808776e-05,
12,537d35c2cf49cae0a496c37564fa282ec80e3695,,,,,,,,,1.502834741113078e-05,2.579819787596021e-05,
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,,,,,,,,,1.4979107719328669e-05,2.5242025578843947e-05,
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,,,,,,,,,1.5060359886035088e-05,2.5317963382289946e-05,
15,175476fec763984573e60485a447978cbcb381c0,,,,,,,,,1.499820079535563e-05,2.517482551143001e-05,
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,,,,,,,,,1.5048023462548338e-05,2.558610671882684e-05,
17,93240e0d8ea23644a5b7874037e658c54966ff54,,,,,,,,,1.529283333862172e-05,2.557837500050779e-05,
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,,,,,,,,,1.5054484996862079e-05,2.533461674657993e-05,
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,,,,,,,,,1.5141407601911587e-05,2.5408289679566573e-05,
20,ade91ea2f28284668fbf78971538ac4827d653b8,,,,,,,,,1.5282587110325976e-05,2.5703731600489385e-05,
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,,,,,,,,,1.5059681323031988e-05,2.514910114789917e-05,
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,,,,,,,,,1.5308905243378067e-05,2.5726205959081852e-05,
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,,,,,,,,,1.553984034457969e-05,2.5647580806292438e-05,
24,aab7993af0f6f3b9ac0d76952933b19163d65496,,,,,,,,,1.4688031371771187e-05,2.539664613274781e-05,
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,,,,,,,,,1.5091481310143505e-05,2.5748016536879808e-05,
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,,,,,,,,,1.5009373806406247e-05,2.522955644309246e-05,
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,,,,,,,,,1.5607252110207386e-05,2.6297293675049586e-05,
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,,,,,,,,,1.5135853426141842e-05,2.5526753469657034e-05,
29,d9347181d825d9426e783cfeafee304735bd25aa,,,,,,,,,1.5027884961126891e-05,2.563511136745374e-05,
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,,,,,,,,,1.5192620712384476e-05,2.560616398647795e-05,
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,,,,,,,,,1.8524840569348864e-05,2.9320289273733484e-05,
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,,,,,,,,,1.5146998508996227e-05,2.537363436587209e-05,
33,deb4be85025088553d80d6637dbc17d7f8101f41,,,,,,,,,1.5244645833768624e-05,2.5885723053030305e-05,
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,,,,,,,,,1.5512418711720108e-05,2.585030740322379e-05,
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,,,,,,,,,1.5825810641998174e-05,2.631724041465527e-05,
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,,,,,,,,,1.5564173103923372e-05,2.5824648516523823e-05,
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,,,,,,,,,1.5331189270051705e-05,2.612676867124606e-05,
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,,,,,,,,,1.549156861378274e-05,2.6036291582912284e-05,
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,,,,,,,,,2.3252061789042436e-05,3.384735215989237e-05,
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,,,,,,,,,1.618530650657878e-05,2.6518804415255502e-05,
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,,,,,,,,,1.5503536761731512e-05,2.6113631501326985e-05,
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,,,,,,,,,1.599507898166506e-05,2.6763969927152064e-05,
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,,,,,,,,,1.576010699030093e-05,2.597037560245247e-05,
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,,,,,,,,,1.5247480994628243e-05,2.595076250145212e-05,
45,71555c48be7f07833bd540dacb50deb8069b551f,,,,,,,,,1.574476604725146e-05,2.5731271981469615e-05,
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,,,,,,,,,1.637778375739489e-05,2.727580931968987e-05,
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,,,,,,,,,1.665143923410235e-05,2.7602631239687383e-05,
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,,,,,,,,,1.7272014118865616e-05,2.7666494744986274e-05,
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,,,,,,,,,1.253430194137182e-05,1.8856666373040234e-05,
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,,,,,,,,,1.3025564711664202e-05,1.9020193172360046e-05,
