,hash,num_lines-10,num_lines-100,num_lines-10000,num_lines-100000
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,0.000128368240976089,0.0009491761355258693,0.09258557949215174,0.9588084945135051
1,60df9b1eb6375e3decf12ba7506404c46af0469a,0.00012933280135235601,0.0009552509092662315,0.09335273150645662,0.9739605169888819
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,0.00012602549395523965,0.000926882135734724,0.090164827008266,0.9401049579901155
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,0.0001270308470873929,0.0009402310454540632,0.09124357400287408,0.9464863165048882
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,0.00012765204172908505,0.0009512250002113764,0.09123960799479391,0.944273372500902
5,8ae543cb13769a0afa6e176898824db7fd992d27,0.00013128887822415726,0.0009823771833907813,0.09593977800977882,0.9912560450029559
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,0.00012935640740949938,0.0009555462271567773,0.09222697600489482,0.9576095990050817
7,c9a83043c0669fd17306843eb21abd236b675537,0.00012651861577135762,0.0009408875458492813,0.09053985700302292,0.9411513355007628
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,0.0001277001927037308,0.0009322134097932246,0.09199767299287487,0.9532182429975364
9,a280f5e5d725de732a906b67172114b263ac3bfa,0.00012749904774301242,0.0009467606816377322,0.09143589800805785,0.9573863510013325
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,0.00013386309365159832,0.0009620774991080079,0.09142105300270487,0.9458057614974678
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,0.00013113241884639139,0.000956729318369815,0.0933465689959121,0.9687844784930348
12,537d35c2cf49cae0a496c37564fa282ec80e3695,0.00012799049997098605,0.000947848500800319,0.0919263135001529,0.9572320570005104
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,0.00013078117718819907,0.0009705885908756914,0.09403453949926188,0.9532681060009054
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,0.00012848367724829955,0.0009475442725074986,0.09279281650378834,0.9582597429980524
15,175476fec763984573e60485a447978cbcb381c0,0.00013286641137998646,0.0009672537264784544,0.09367504449619446,0.967894254004932
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,0.0001280715875509486,0.000925614408598366,0.08983429949876154,0.9363896455033682
17,93240e0d8ea23644a5b7874037e658c54966ff54,0.00012846108645281216,0.0009367196365598251,0.09108962000027532,0.9451357325015124
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,0.00013147053012136278,0.0009789544088892976,0.09499279499868862,0.9503540259975125
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,0.00012861920245834686,0.0009442073179260743,0.0915752560031251,0.9525898805004545
20,ade91ea2f28284668fbf78971538ac4827d653b8,0.00013033207058190153,0.0009519175913407129,0.09331007949367631,0.9594412194928736
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,0.00012723290121447248,0.0009281506361069412,0.091284893998818,0.943349199500517
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,0.00013293949356106072,0.0009719012272067961,0.09470903900364647,0.9775256009961595
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,0.0001292399135791915,0.0009487097724393773,0.09309053349716123,0.9660535955044907
24,aab7993af0f6f3b9ac0d76952933b19163d65496,0.00012975673414501536,0.0009449464546791701,0.09046733349532587,0.937804364002659
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,0.00013070276280557615,0.0009536835906064052,0.09199971899943193,0.9590703784997459
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,0.00013023148074772998,0.0009327853642224164,0.09113015000184532,0.9366658354992978
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,0.0001280348826836461,0.0009428963636640798,0.09167931549745845,0.9534497479908168
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,0.00013054863738943824,0.0009587282726318915,0.09267337000346743,0.970791782507149
29,d9347181d825d9426e783cfeafee304735bd25aa,0.00012439571074504652,0.0009216793326534873,0.08882834049290977,0.9249749009977677
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,0.0001237371802427481,0.0009031068748299731,0.08773819800262572,0.927123738998489
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,0.00012046390586286126,0.0008804632919539774,0.08512694249657216,0.8834657525003422
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,0.0001205919069497911,0.0008800354165335496,0.08573653550411109,0.887716138495307
33,deb4be85025088553d80d6637dbc17d7f8101f41,0.0001231921369686634,0.0009120174169462796,0.08870181599195348,0.9169598374937777
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,0.0001221878022946374,0.0008818013751200245,0.0852406220001285,0.8879613335011527
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,0.00011996970935670528,0.0008700691663155643,0.08488099450187292,0.8856123479927192
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,0.0001207911511808688,0.0008841085837048013,0.0859276260016486,0.8918132784965564
