,hash,param1-normal,param1-uniform,param1-weibull 1,param1-binomial 10 0.5,param1-poisson 10
0,03164d2d819f9b38e1c684d6d9e128f11867dc3c,1.6917485284416887e-05,5.780512241135138e-06,0.0006600052502108156,0.000627588344286778,0.0023587197007145736
1,60df9b1eb6375e3decf12ba7506404c46af0469a,1.7444838362465656e-05,5.8276515174480714e-06,0.0006805087662845228,0.0006465467185989837,0.002385194899397902
2,772c80b1ce1db7e30497fcf555ac9af56b0d7fce,1.66882472545485e-05,5.907723515095683e-06,0.0006636064999838709,0.0006293206879490754,0.002363358798902482
3,66d357ae3aedcd324a1c607e037adc65d3ae1c02,1.6688862450239487e-05,5.993861352352853e-06,0.0006654990938841365,0.000627658593657543,0.002355530895874836
4,cec39effb1739ae0a7690e56d58d3e9432569d5f,1.7034265015987515e-05,5.511394160796428e-06,0.0006562153748745914,0.0006291278741628048,0.0023256950022187087
5,8ae543cb13769a0afa6e176898824db7fd992d27,1.6343343085972957e-05,5.442277139096346e-06,0.000658193124763784,0.0006280135321503622,0.0023378627985948695
6,c890b10a8ade5df19f97b02a2b10a75f9f6075e9,1.6011290265621407e-05,5.416742785757324e-06,0.0006588478117919294,0.0006254440591232304,0.002327296300791204
7,c9a83043c0669fd17306843eb21abd236b675537,1.6029072146008804e-05,5.401295861869991e-06,0.000660734031953325,0.0006264911464634625,0.0023312052013352512
8,4d87d909bab7a7dd4bb570444cf35d98d551668f,1.601301574478664e-05,5.458151604075424e-06,0.0006581058742085588,0.0006382333749570535,0.002358569999341853
9,a280f5e5d725de732a906b67172114b263ac3bfa,1.8231750435577657e-05,7.359372569175623e-06,0.0006580847812074353,0.0006280976249399828,0.0023417535005137323
10,c303c9b77afbc7fe6f4049683c3ccaabdebe7be3,1.9630620093961117e-05,7.995969249756453e-06,0.0006651208755101834,0.0006299640626821201,0.002365365801961161
11,fdfc4807cbe2de71f74053c45ae0de383332c4e1,1.99623553347176e-05,7.834654284774194e-06,0.0006550650000463065,0.00063105909339356,0.002333130300394259
12,537d35c2cf49cae0a496c37564fa282ec80e3695,2.05767382229652e-05,8.042185474949224e-06,0.0006577818749065045,0.0006354996253321588,0.002346770199073944
13,1b6831be8dc33308e77f3d3253f5ee777e3bb178,1.9626322797723587e-05,7.478156771324036e-06,0.0006642009375354974,0.0006270753124226758,0.0023413185001118107
14,7ef145115fede2c20df2cfc51ed28fcc9742b696,1.9339990232852793e-05,7.3553416848434014e-06,0.0006617185936192982,0.0006268791253205563,0.002350951000698842
15,175476fec763984573e60485a447978cbcb381c0,1.9502986266001405e-05,7.912259441879692e-06,0.0006589994063688209,0.00062685084367331,0.0023384497995721175
16,c3c2b689cd4e1ccc24b18e764f105ed0e400ae92,1.7306152206944002e-05,7.0451055380367105e-06,0.0006677849378320388,0.0006283855000219774,0.0023652087998925707
17,93240e0d8ea23644a5b7874037e658c54966ff54,1.7549862033420907e-05,7.288895494390795e-06,0.0006723163751303218,0.0006296346869021363,0.0023751683984301053
18,e1f191c46f2eebd6cb892a4bfe14d9dd43a06c4e,1.7252157360149274e-05,7.129575495282492e-06,0.0006608225935451628,0.0006283885941229528,0.002378046198282391
19,8eedd3e911b7e3f5f35961871ddb8ee1559d4225,1.765568929914929e-05,7.353945266389112e-06,0.0006748889377377054,0.0006300730001385091,0.002392724998935591
20,ade91ea2f28284668fbf78971538ac4827d653b8,1.7847770654650728e-05,7.416699318065858e-06,0.000661261125060264,0.0006340919685499102,0.0023273548984434457
21,b0a6e5583f2952a040c45d0d50f5e93372dc175b,1.731761944881063e-05,7.151366407900973e-06,0.0006712094332518366,0.0006278309997469478,0.0023396142001729458
22,94b36b557ce7d88bbfe4091c59aa376764b7047d,1.6331229078681937e-05,7.246333664321961e-06,0.000668663700344041,0.000627915218956332,0.0023520428003394045
23,ce6d3ffc991c63c1a91fd806b4eb3d0008caace2,1.7387732225900594e-05,1.8326806522074346e-05,0.000684701400071693,0.0006353619378387521,0.002337479998823255
24,aab7993af0f6f3b9ac0d76952933b19163d65496,1.7494865906987527e-05,1.7927462941058365e-05,0.0006701281333031754,0.000629607874998328,0.002406742000312079
25,b94c2b01ff7ef5b8dc44726512cfa232e9054882,1.7187800638774066e-05,1.835268029843213e-05,0.0006710631666161742,0.0006280297816374514,0.00236108620010782
26,f737b354e6ab2aef8b4c05bca0011de46a4b53b0,1.814233022791135e-05,1.8751118237844683e-05,0.0006734311873515253,0.000630380062830227,0.0023702872000285428
27,bbd5a7750fbed42a4aaf12f196282a9504a1e865,1.847482955781743e-05,1.8669163759400748e-05,0.0007020201999694109,0.0006602440621463757,0.00245840770076029
28,66f1b8a5411e8265ed87ff7bf97c67960af2624d,1.7880650745536763e-05,1.8446792730082802e-05,0.0006598606878469582,0.0006307343128355569,0.0023324291993048977
29,d9347181d825d9426e783cfeafee304735bd25aa,1.8253465279771308e-05,1.854200170820046e-05,0.0006658236252405914,0.0006294650938798441,0.0023245834992849266
30,fc159a547f091d1d6f75db470a0b8e9b2e7acea6,1.849889188609243e-05,1.8948665404686133e-05,0.000668007593958464,0.000628477375357761,0.002363868999236729
31,857125603f3cf72e2078ed2effd0f6ce40f0ca28,2.164018375986405e-05,2.2453909633371675e-05,0.0006870164061183459,0.0006493580626738549,0.0024444209004286675
32,847119387dedec1ce7a85c1c0f29bcf86bc0348d,1.8296821483934075e-05,1.831321429369035e-05,0.0006712470935781312,0.0006287045939643576,0.0023282092006411403
33,deb4be85025088553d80d6637dbc17d7f8101f41,1.7826771641128475e-05,1.8072818504630676e-05,0.0006664051879852195,0.0006340025620374945,0.002335734402004164
34,0c06b0b8593d947c5d63b72b6d84ecf83ae5da5b,1.8191167787320763e-05,1.8985625488226706e-05,0.0006653400000686815,0.0006292073439908563,0.0023269102006452155
35,c003e6ef6e421d23b5bf98f01df20f1350f61ea1,1.8110835109941667e-05,1.911732604764331e-05,0.0006627133125221008,0.000627710718617891,0.002325453399680555
36,a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,1.812197079478178e-05,1.9036761416209073e-05,0.0006603127499147377,0.0006440484999075125,0.0023430693996488116
37,c53c89f0d8572086dd13cbe1c3c98a4e73b41d09,1.7730740746599436e-05,1.8809808744237428e-05,0.0006611806875298498,0.0006428153124033997,0.0023485999001422895
38,767744c86e1e4a27bf77f90a85f17e564c9b94ea,1.845353444648844e-05,1.8916506833659534e-05,0.0006592994063794322,0.0006281418127400684,0.00234624130098382
39,e657629bbc2bfb880a1b2fa24a39c5921c1f965e,1.7864818336749252e-05,1.8918303007263253e-05,0.0006621411248488585,0.00063455315603278,0.0023386597007629462
40,3d0c041ca162d69cc5bbb4d9d051eca7933f12bd,1.887344617696524e-05,1.994656989522826e-05,0.0006664198754151585,0.0006353362500703952,0.0023284334994968956
41,ce140e8d5c28f1f057db1102cf78263e48f86d61,1.7968229971276856e-05,1.8416183460927146e-05,0.0006802805995296998,0.000628260499524913,0.0023227673998917455
42,c18ab2c3975c8fa8b59724fe6855c528d72fef8c,1.8805325042963404e-05,1.901278583585843e-05,0.0006694073126709554,0.0006280510001488437,0.002354950600420125
43,3d2205dfd1d28fb8106e60223cf7207a3c05dbab,1.866348443749862e-05,1.9083777187277743e-05,0.0006721202812514093,0.0006345711253743502,0.0023386179003864528
44,c3fd79150bc183e8852f1330ea6e8cb4ca7ce7bc,1.864658534943242e-05,1.9356800388393962e-05,0.0006653463124166592,0.0006274749375734245,0.002335870398383122
45,71555c48be7f07833bd540dacb50deb8069b551f,1.852269660803821e-05,1.8741884546629576e-05,0.0006638562185798946,0.000632565718206024,0.002347578600165434
46,5324067c702a41e901354a01a5f0d05ff49b6cb4,2.029713696293886e-05,1.9084517270489878e-05,0.0006629682811762905,0.0006303760624177812,0.0023256050000782123
47,20cb312563b2e7c0b180db8dffbcd71d7dfd0bee,2.075196239719591e-05,1.9357830713392773e-05,0.0006621845623158151,0.0006332227812890778,0.00233432830136735
48,45ee22fa2fdd2bace756ed62685a346da91c4cb2,2.0777605513390508e-05,1.9116447574118055e-05,0.0006660274689238577,0.0006293170940807613,0.0023282056004973128
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,2.0792873138857226e-05,1.937664593960178e-05,0.0006611994685954414,0.0006299477499851491,0.002342756901634857
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,2.1346098323017515e-05,1.99594395624298e-05,0.0006764899332968829,0.0006293876558629563,0.002367880802194122
51,fca7a15f30776ebce9e6814eb927e837f567a518,2.0825552289660123e-05,1.939945505835369e-05,0.0006760538435628405,0.0006638053750975814,0.0023121363992686383
52,26311ed7bf80e02c827189e80084602d72e4f284,2.0070107612052176e-05,1.8746748272254386e-05,0.0006602115622627025,0.0006290230307968159,0.002334224600053858
53,b5e01bcb668da0413170a886c258e00d2540e752,2.0812254683685772e-05,1.9645903368190703e-05,0.0006600120623261319,0.0006303283125816961,0.0023291240984690377
54,ab30683fe1277a7fd471be63975a02ed8d766f94,2.1316771537699144e-05,1.9824685437324485e-05,0.0006675048439319653,0.0006369776870087662,0.002358060401456896
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,2.0845633588654863e-05,2.0107687029209316e-05,0.0006992801330246341,0.0006389725626831932,0.002376855700276792
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,2.023281047946685e-05,1.922618760821398e-05,0.0006600260937830171,0.0006297409374838026,0.0023547517994302325
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,2.6818528612922132e-05,2.8029620954194184e-05,0.0006666680001217173,0.0006261023824181927,0.0024191012002120257
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,2.0270051163431118e-05,1.8879728768502268e-05,0.0006980924001254607,0.0006346867812681012,0.00233382030055509
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,2.055177735527187e-05,2.0116964073679905e-05,0.0006697506997928334,0.0006330594062546879,0.002328705200488912
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,2.1380366406036166e-05,1.9760523302236444e-05,0.0006715728336227282,0.0006272438436099037,0.0023879231004684696
61,85d64e375f53f6028519d3aaad0b421934dcbe24,2.200282516709066e-05,1.9985623178393053e-05,0.0006675544059362437,0.0006296116876001179,0.002338853599940194
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,2.3724781688846026e-05,2.145615795126261e-05,0.0006674398437098716,0.0006275015623486979,0.002340071999060456
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,2.5429736657471673e-05,2.277004452613363e-05,0.0006835866336283895,0.0006273064061588229,0.002327768100076355
64,06da877ceae914a875bd1a55cd8e271332358803,2.441658686351535e-05,2.184760756587723e-05,0.0006681200999688979,0.0006397079373527959,0.002346372800093377
65,8529dfaaec65248420faffe095bac03c23881735,2.4305170732914282e-05,2.2335830203701333e-05,0.0006994012333355689,0.0006276610624809109,0.002354998199734837
66,171a3e5811e43643788c20075be9ba52efb83b81,2.4042949888984138e-05,2.2037884219407416e-05,0.0006734647499797575,0.0006354645936426095,0.002353895499982173
67,5bf9ab98edd254dee1162d6f1863053e040cf828,2.452669131442218e-05,2.221701263088586e-05,0.0006671989999631478,0.0006318018122328795,0.002339868200215278
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,3.362771104701852e-05,2.4072313237463036e-05,0.0006791707998975956,0.0006740492332028224,0.0023877364001236856
69,37a1ad069a800f5ef98286f25fb3fb632375168d,3.4389534094215935e-05,2.496781698110598e-05,0.0006753343332093209,0.0006754520664496036,0.002440655399550451
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,3.8957363818405225e-05,2.8091684133361855e-05,0.0007280062857587057,0.0007349432858713304,0.002479959250194952
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,3.4772070093284216e-05,2.529813888462222e-05,0.0006915397668005123,0.0006987378665750535,0.0023722029000055045
